seq,frame_id,stamp,position_x,position_y,position_z,yaw,yaw_rate,velocity_x,velocity_y,velocity_z,acceleration_x,acceleration_y,acceleration_ztype_mask
0,,1657663300.976881471,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.001550113,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.026552722,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.051556833,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.076859564,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.101522779,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.126552084,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.151552464,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.177016450,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.201672516,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.226776688,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.251554369,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.276554785,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.301516752,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.326639692,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.351533832,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.376552216,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.401552665,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.426927564,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.451582326,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.476711946,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.501552849,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.526554251,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.551662005,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.576607436,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.601551029,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.626558721,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.651553756,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.676657826,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.701631354,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.726655482,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.751498288,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.776552376,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.801545047,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.826580556,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.851551831,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.876528730,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.901553180,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.926809131,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.951604592,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663301.976594384,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
0,,1657663302.001519284,-1.3124,3.33159,0.212593,-1.47984,0,0,0,0,0,0,0,2048
