timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
2090553518,2090553279,-0.04050495,0.022890436,-0.00035201726,0.0,0.0,0.0,0.0,-1.0
2090554764,2090554522,-0.040471986,0.022952948,-0.00041842228,0.0,0.0,0.0,0.0,-1.0
2090607283,2090607044,-0.04078907,0.02249372,-0.00020811155,0.0,0.0,0.0,0.0,-1.0
2090656064,2090655821,-0.04071841,0.022543961,-0.0004429846,0.0,0.0,0.0,0.0,-1.0
2090704837,2090704599,-0.04132583,0.022781085,-0.00015956158,0.0,0.0,0.0,0.0,-1.0
2090753598,2090753364,-0.040820096,0.023049846,-0.00019283533,0.0,0.0,0.0,0.0,-1.0
2090806126,2090805895,-0.040444348,0.02265696,-0.00051997806,0.0,0.0,0.0,0.0,-1.0
2090854909,2090854670,-0.04121972,0.022712545,-0.00010588577,0.0,0.0,0.0,0.0,-1.0
2090903674,2090903438,-0.041100107,0.02238907,-0.000308266,0.0,0.0,0.0,0.0,-1.0
2090956237,2090955984,-0.040629916,0.02289465,-0.00018477613,0.0,0.0,0.0,0.0,-1.0
2091006215,2091005987,-0.04087147,0.022519,0.0002265704,0.0,0.0,0.0,0.0,-1.0
2091054997,2091054761,-0.04055804,0.022532986,-0.0003003805,0.0,0.0,0.0,0.0,-1.0
2091103773,2091103537,-0.04112459,0.022682732,-0.00045689635,0.0,0.0,0.0,0.0,-1.0
2091156291,2091156061,-0.041072164,0.021756534,-3.975397e-05,0.0,0.0,0.0,0.0,-1.0
2091205071,2091204835,-0.040682126,0.022575352,0.00015440545,0.0,0.0,0.0,0.0,-1.0
2091253856,2091253609,-0.040890627,0.021435926,-0.0006943733,0.0,0.0,0.0,0.0,-1.0
2091306393,2091306164,-0.04114107,0.023102896,-0.0007408849,0.0,0.0,0.0,0.0,-1.0
2091353892,2091353658,-0.041154552,0.02236976,0.00016353808,0.0,0.0,0.0,0.0,-1.0
2091405154,2091404929,-0.04004853,0.023010246,0.00035739897,0.0,0.0,0.0,0.0,-1.0
