timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,calibration_count
85737457,85737097,3932170,3932170,-3.324305e-05,-6.0000475e-06,-8.174414e-06,-0.0016466365,-0.0013327328,-0.048884038,5000,5000,0,3
85742432,85742100,3932170,3932170,-7.43594e-05,1.2485886e-05,-3.432043e-05,-0.0014061199,-0.0010011055,-0.049113255,5003,5003,0,3
86242489,86242170,3932170,3932170,0.00024998057,-0.0001761557,0.00061296124,-0.002871251,-0.003135722,-0.0531425,5000,5000,0,3
86742602,86742243,3932170,3932170,-0.00046133492,-0.00016311965,0.00015910329,-0.0018860658,-0.0027753382,-0.050422635,5000,5000,0,3
87242640,87242317,3932170,3932170,0.00012908869,-8.0679776e-05,-7.814725e-05,-0.0033738178,-0.0011257144,-0.047488775,5000,5000,0,3
87737803,87737391,3932170,3932170,-0.0017518819,-0.0007077387,-0.0034799068,-0.007309927,-0.004595372,-0.05661565,4999,4999,0,3
88237792,88237466,3932170,3932170,0.0020559996,-0.0004030864,-0.00062303507,-0.004146067,-0.0030998006,-0.0446025,4999,4999,0,3
88742856,88742543,3932170,3932170,0.0016690295,0.00025097182,0.0003484215,-0.000426983,-0.010158185,-0.04653064,5001,5001,0,3
89242990,89242619,3932170,3932170,-0.0006723742,0.00034385655,0.00040922628,-0.0012631048,0.0020770535,-0.0470058,5000,5000,0,3
89743008,89742693,3932170,3932170,-0.0007066697,7.437056e-05,0.00019885515,0.004156977,-0.0018430932,-0.050500546,5000,5000,0,3
90243141,90242769,3932170,3932170,0.001692137,-1.0114626e-06,0.00038227625,-0.002331855,-0.00053260283,-0.045978792,5001,5001,0,3
90743225,90742864,3932170,3932170,0.0017499861,-0.0006220981,5.602897e-05,0.0044378927,0.0065310965,-0.048052877,5019,5019,0,3
91238245,91237922,3932170,3932170,4.4083456e-05,0.0002912407,0.00022100998,-0.0021855717,0.0018648942,-0.04967602,4997,4997,0,3
91738360,91738045,3932170,3932170,-0.0006624018,-0.00025398063,3.760967e-05,-0.0019505972,-0.0012914062,-0.05102199,5026,5026,0,3
92238392,92238075,3932170,3932170,-0.0004790197,-0.0004394672,0.00028348662,-0.003274956,-0.0072868466,-0.05215873,5002,5002,0,3
92743526,92743153,3932170,3932170,-3.2869568e-05,-0.00048025473,-9.7709126e-05,-0.0028021948,-0.0049650217,-0.046918925,5001,5001,0,3
93243586,93243229,3932170,3932170,-0.00076485757,7.19355e-05,0.00017652368,-0.0017733199,-0.0024085336,-0.050027624,5000,5000,0,3
93743685,93743306,3932170,3932170,0.0026796013,-0.0012526957,0.0002045458,-0.0016588286,0.0033897355,-0.045243565,5001,5001,0,3
94243701,94243383,3932170,3932170,0.00034352846,-0.0003974404,-0.0004077234,-0.002682564,0.0029430161,-0.04610871,4977,4977,0,3
94738882,94738462,3932170,3932170,-0.0014626888,0.00022805546,0.0001553152,-0.0023514868,-0.0005539298,-0.051111095,5003,5003,0,3
95238897,95238538,3932170,3932170,-0.00026258914,-0.00027268947,6.7795176e-05,-0.0013634701,-0.0040005627,-0.050494816,5001,5001,0,3
95738936,95738617,3932170,3932170,0.0005968514,0.00027457502,-3.8059334e-05,-0.0038976474,-0.0047192676,-0.05043365,5002,5002,0,3
96244022,96243698,3932170,3932170,0.0029379877,-0.0013799478,0.00019955664,-0.0014550193,-0.0034194551,-0.051661633,5003,5003,0,3
96744130,96743774,3932170,3932170,-0.000712722,-9.500726e-05,3.281377e-05,-0.002579151,-0.0035431206,-0.049658917,4993,4993,0,3
97244173,97243852,3932170,3932170,-0.00042903045,0.00020707284,3.8295464e-05,0.001401164,-0.00017487066,-0.04912982,4999,4999,0,3
97744249,97743931,3932170,3932170,-0.00036233044,-8.65416e-05,-5.433314e-05,-0.00072417234,-0.0043163896,-0.05089527,5000,5000,0,3
98239329,98239010,3932170,3932170,-0.0010037473,-0.00014653525,1.9833165e-05,-0.0014630586,-0.0018271666,-0.050788596,5002,5002,0,3
98739454,98739091,3932170,3932170,-0.00041347847,0.0008375077,-3.22745e-05,-0.0012963244,-4.4619655e-06,-0.046206307,5004,5004,0,3
99239532,99239175,3932170,3932170,0.00041561926,-0.00012335888,0.000113955444,-0.00028990302,-0.0050987843,-0.05178353,5009,5009,0,3
99739562,99739247,3932170,3932170,-0.0007490709,0.00036764774,9.4709096e-05,-0.002296103,0.0020179818,-0.048194833,5001,5001,0,3
100239676,100239326,3932170,3932170,7.862386e-05,0.00028104606,0.00022900678,-5.5226315e-06,-0.0021681152,-0.04853263,5001,5001,0,3
100739745,100739411,3932170,3932170,-0.0006588706,-3.89446e-05,-8.789591e-05,-0.006605985,-0.0026591085,-0.053467613,5005,5005,0,3
101244807,101244487,3932170,3932170,-4.358095e-05,4.6032186e-05,-9.3574134e-05,-0.0026418124,-0.0045150095,-0.05028676,4998,4998,0,3
101739912,101739567,3932170,3932170,-0.0005737569,-0.00017618443,4.0568142e-05,-0.0041414094,0.0010726444,-0.046886224,4955,4955,0,3
102239971,102239648,3932170,3932170,2.3714487e-05,-0.00045581037,7.449874e-05,-0.0020280597,-0.0025135172,-0.05033045,5002,5002,0,3
102740055,102739729,3932170,3932170,-0.00033832382,-5.9019276e-05,2.1835036e-05,-0.003616931,0.00055563403,-0.048742168,4971,4971,0,3
103240183,103239814,3932170,3932170,0.00034060655,-0.0007299251,-7.495574e-05,-0.002005388,-0.003770251,-0.0518458,5005,5005,0,3
103740210,103739888,3932170,3932170,0.002189964,-0.00076244946,-5.861701e-05,0.0015321741,-0.005003601,-0.047874834,4999,4999,0,3
104240312,104239970,3932170,3932170,0.0007051002,0.0005048428,-0.00024319938,0.0012031584,-0.0036501298,-0.046359804,5002,5002,0,3
104745369,104745051,3932170,3932170,-0.0013557891,0.00069501606,-0.0001905046,-0.002751996,-0.00055094116,-0.048847865,5000,5000,0,3
105240450,105240132,3932170,3932170,0.0010226711,0.00019226062,0.00017876388,-0.001743829,-0.0060886852,-0.04801606,4985,4985,0,3
105740531,105740213,3932170,3932170,0.0007229736,0.00010335188,0.00021412656,-0.0022554821,-0.0022387188,-0.046114516,5001,5001,0,3
106240683,106240293,3932170,3932170,0.00079673657,9.975463e-06,7.238348e-05,-0.0031906224,-0.00241999,-0.048515588,4999,4999,0,3
106740707,106740376,3932170,3932170,0.00082020985,0.00023357678,0.00012996022,-0.0040770606,-0.0005676009,-0.045895748,5002,5002,0,3
