timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3]
2090551196,3932170,3932170,4259850,0,0,0.030598933,0.030598933,0.0,0.0,3932170,3932170,4325386,0,0,0.002975545,0.0029755454,0.0,0.0,1,1,0,0,1,1,0,0
2090556212,3932170,3932170,4259850,0,0,0.03017893,0.03017893,0.0,0.0,3932170,3932170,4325386,0,0,0.0030845671,0.0030845676,0.0,0.0,1,1,0,0,1,1,0,0
2090751244,3932170,3932170,4259850,0,0,0.0342827,0.03428266,0.0,0.0,3932170,3932170,4325386,0,0,0.0032578066,0.0032578066,0.0,0.0,1,1,0,0,1,1,0,0
2090956445,3932170,3932170,4259850,0,0,0.03402999,0.034029912,0.0,0.0,3932170,3932170,4325386,0,0,0.003034138,0.0030341381,0.0,0.0,1,1,0,0,1,1,0,0
2091156445,3932170,3932170,4259850,0,0,0.02573105,0.025730945,0.0,0.0,3932170,3932170,4325386,0,0,0.0030329402,0.0030329402,0.0,0.0,1,1,0,0,1,1,0,0
2091351638,3932170,3932170,4259850,0,0,0.027681155,0.027681068,0.0,0.0,3932170,3932170,4325386,0,0,0.0026512074,0.0026512074,0.0,0.0,1,1,0,0,1,1,0,0
2091551669,3932170,3932170,4259850,0,0,0.023510294,0.023510193,0.0,0.0,3932170,3932170,4325386,0,0,0.0029239128,0.0029239128,0.0,0.0,1,1,0,0,1,1,0,0
2091751783,3932170,3932170,4259850,0,0,0.03267588,0.03267583,0.0,0.0,3932170,3932170,4325386,0,0,0.0028360472,0.0028360474,0.0,0.0,1,1,0,0,1,1,0,0
2091951840,3932170,3932170,4259850,0,0,0.03228317,0.0322832,0.0,0.0,3932170,3932170,4325386,0,0,0.002385796,0.002385796,0.0,0.0,1,1,0,0,1,1,0,0
2092151906,3932170,3932170,4259850,0,0,0.03269543,0.032695483,0.0,0.0,3932170,3932170,4325386,0,0,0.0030435992,0.0030435994,0.0,0.0,1,1,0,0,1,1,0,0
2092357014,3932170,3932170,4259850,0,0,0.029449975,0.029450055,0.0,0.0,3932170,3932170,4325386,0,0,0.0030129647,0.0030129647,0.0,0.0,1,1,0,0,1,1,0,0
2092552152,3932170,3932170,4259850,0,0,0.035035476,0.03503555,0.0,0.0,3932170,3932170,4325386,0,0,0.0023672725,0.0023672725,0.0,0.0,1,1,0,0,1,1,0,0
2092752255,3932170,3932170,4259850,0,0,0.033373468,0.033373617,0.0,0.0,3932170,3932170,4325386,0,0,0.0027484924,0.0027484924,0.0,0.0,1,1,0,0,1,1,0,0
2092952349,3932170,3932170,4259850,0,0,0.028785078,0.028785106,0.0,0.0,3932170,3932170,4325386,0,0,0.0031293957,0.0031293954,0.0,0.0,1,1,0,0,1,1,0,0
2093152442,3932170,3932170,4259850,0,0,0.027985476,0.027985506,0.0,0.0,3932170,3932170,4325386,0,0,0.002913483,0.002913483,0.0,0.0,1,1,0,0,1,1,0,0
2093352503,3932170,3932170,4259850,0,0,0.031804506,0.031804632,0.0,0.0,3932170,3932170,4325386,0,0,0.0029535308,0.0029535308,0.0,0.0,1,1,0,0,1,1,0,0
2093552651,3932170,3932170,4259850,0,0,0.034519475,0.03451946,0.0,0.0,3932170,3932170,4325386,0,0,0.002872763,0.002872763,0.0,0.0,1,1,0,0,1,1,0,0
2093752740,3932170,3932170,4259850,0,0,0.032697342,0.032697335,0.0,0.0,3932170,3932170,4325386,0,0,0.002560403,0.0025604025,0.0,0.0,1,1,0,0,1,1,0,0
2093952866,3932170,3932170,4259850,0,0,0.033551544,0.03355159,0.0,0.0,3932170,3932170,4325386,0,0,0.0030207809,0.0030207806,0.0,0.0,1,1,0,0,1,1,0,0
2094152974,3932170,3932170,4259850,0,0,0.033127192,0.033127192,0.0,0.0,3932170,3932170,4325386,0,0,0.0031524366,0.0031524366,0.0,0.0,1,1,0,0,1,1,0,0
2094353009,3932170,3932170,4259850,0,0,0.024290629,0.024290707,0.0,0.0,3932170,3932170,4325386,0,0,0.0029755947,0.0029755947,0.0,0.0,1,1,0,0,1,1,0,0
2094553082,3932170,3932170,4259850,0,0,0.026388073,0.026388062,0.0,0.0,3932170,3932170,4325386,0,0,0.0034174423,0.0034174423,0.0,0.0,1,1,0,0,1,1,0,0
2094753169,3932170,3932170,4259850,0,0,0.027050102,0.027050095,0.0,0.0,3932170,3932170,4325386,0,0,0.0028976528,0.0028976528,0.0,0.0,1,1,0,0,1,1,0,0
2094953274,3932170,3932170,4259850,0,0,0.03111938,0.031119397,0.0,0.0,3932170,3932170,4325386,0,0,0.0030815217,0.0030815222,0.0,0.0,1,1,0,0,1,1,0,0
2095153376,3932170,3932170,4259850,0,0,0.028600123,0.028600156,0.0,0.0,3932170,3932170,4325386,0,0,0.002666801,0.002666801,0.0,0.0,1,1,0,0,1,1,0,0
2095353531,3932170,3932170,4259850,0,0,0.032692492,0.03269233,0.0,0.0,3932170,3932170,4325386,0,0,0.002768028,0.002768028,0.0,0.0,1,1,0,0,1,1,0,0
2095553560,3932170,3932170,4259850,0,0,0.031864557,0.031864572,0.0,0.0,3932170,3932170,4325386,0,0,0.0028861775,0.0028861775,0.0,0.0,1,1,0,0,1,1,0,0
2095753663,3932170,3932170,4259850,0,0,0.029293958,0.029293954,0.0,0.0,3932170,3932170,4325386,0,0,0.0030553588,0.0030553588,0.0,0.0,1,1,0,0,1,1,0,0
2095953766,3932170,3932170,4259850,0,0,0.029174631,0.029174581,0.0,0.0,3932170,3932170,4325386,0,0,0.0021386312,0.0021386312,0.0,0.0,1,1,0,0,1,1,0,0
2096153857,3932170,3932170,4259850,0,0,0.0303193,0.03031933,0.0,0.0,3932170,3932170,4325386,0,0,0.0028047112,0.002804711,0.0,0.0,1,1,0,0,1,1,0,0
2096354047,3932170,3932170,4259850,0,0,0.025446469,0.025446396,0.0,0.0,3932170,3932170,4325386,0,0,0.003252341,0.003252341,0.0,0.0,1,1,0,0,1,1,0,0
2096554117,3932170,3932170,4259850,0,0,0.028182242,0.028182132,0.0,0.0,3932170,3932170,4325386,0,0,0.0030333158,0.0030333158,0.0,0.0,1,1,0,0,1,1,0,0
2096754183,3932170,3932170,4259850,0,0,0.03255303,0.032553017,0.0,0.0,3932170,3932170,4325386,0,0,0.0022867278,0.0022867278,0.0,0.0,1,1,0,0,1,1,0,0
2096954298,3932170,3932170,4259850,0,0,0.033519205,0.033519145,0.0,0.0,3932170,3932170,4325386,0,0,0.0030035584,0.0030035584,0.0,0.0,1,1,0,0,1,1,0,0
2097154330,3932170,3932170,4259850,0,0,0.030605221,0.030605244,0.0,0.0,3932170,3932170,4325386,0,0,0.002941994,0.002941994,0.0,0.0,1,1,0,0,1,1,0,0
2097354425,3932170,3932170,4259850,0,0,0.03300786,0.033007853,0.0,0.0,3932170,3932170,4325386,0,0,0.0029896952,0.0029896952,0.0,0.0,1,1,0,0,1,1,0,0
2097554524,3932170,3932170,4259850,0,0,0.025313767,0.025313636,0.0,0.0,3932170,3932170,4325386,0,0,0.002860942,0.002860942,0.0,0.0,1,1,0,0,1,1,0,0
2097749708,3932170,3932170,4259850,0,0,0.022371868,0.022371823,0.0,0.0,3932170,3932170,4325386,0,0,0.0025428433,0.0025428433,0.0,0.0,1,1,0,0,1,1,0,0
2097954740,3932170,3932170,4259850,0,0,0.026553033,0.026553096,0.0,0.0,3932170,3932170,4325386,0,0,0.0029126385,0.002912639,0.0,0.0,1,1,0,0,1,1,0,0
2098154843,3932170,3932170,4259850,0,0,0.027728869,0.02772882,0.0,0.0,3932170,3932170,4325386,0,0,0.0025717006,0.002571701,0.0,0.0,1,1,0,0,1,1,0,0
2098354914,3932170,3932170,4259850,0,0,0.034987047,0.03498715,0.0,0.0,3932170,3932170,4325386,0,0,0.002356269,0.002356269,0.0,0.0,1,1,0,0,1,1,0,0
2098555055,3932170,3932170,4259850,0,0,0.033436738,0.033436764,0.0,0.0,3932170,3932170,4325386,0,0,0.002522881,0.002522881,0.0,0.0,1,1,0,0,1,1,0,0
2098755110,3932170,3932170,4259850,0,0,0.03589014,0.03589002,0.0,0.0,3932170,3932170,4325386,0,0,0.0029669257,0.0029669257,0.0,0.0,1,1,0,0,1,1,0,0
