timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
85607024,0.0,0.0,0.0,0.055787645,0.08464584,-0.20052415,1.8829886,0,0,1,0
86569812,0.0,0.0,0.0,0.056572154,0.083473295,-0.2013404,1.8820276,0,0,1,0
173604983,0.0,0.0,0.0,0.17996596,0.008174144,-0.22297151,1.6229562,0,0,1,0
