timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
2090504651,2090487023,3997730,131.7487,48.989998,99752.5,1.1852247
2090565088,2090542430,3997730,131.643,48.989998,99753.75,1.1852396
2090725736,2090703050,3997730,131.55844,48.989998,99754.75,1.1852515
2090936721,2090916581,3997730,131.643,48.989998,99753.75,1.1852396
2091147948,2091130175,3997730,131.4554,48.989998,99755.99,1.1852663
2091308670,2091290970,3997730,131.68527,48.989998,99753.25,1.1852336
2091529680,2091507028,3997730,131.58223,48.98,99754.5,1.1852485
2091740569,2091720447,3997730,131.643,48.989998,99753.75,1.1852396
2091951390,2091933783,3997730,131.51881,48.98,99755.25,1.1852573
2092112208,2092094515,3997730,131.49768,48.98,99755.5,1.1852604
2092333020,2092310386,3997730,131.58223,48.98,99754.5,1.1852485
2092543900,2092523788,3997730,131.43427,48.98,99756.25,1.1852692
2092754861,2092737240,3997730,131.57959,48.969997,99754.51,1.1852485
2092915387,2092897782,3997730,131.55844,48.98,99754.75,1.1852515
2093136347,2093113675,3997730,131.43427,48.969997,99756.25,1.1852692
2093347237,2093327108,3997730,131.53995,48.969997,99755.0,1.1852545
2093507986,2093487875,3997730,131.37083,48.969997,99756.99,1.185278
2093719004,2093701347,3997730,131.47653,48.969997,99755.75,1.1852633
2093939948,2093917297,3997730,131.47653,48.969997,99755.75,1.1852633
2094150842,2094130720,3997730,131.53995,48.96,99755.0,1.1852545
2094311440,2094291315,3997730,131.643,48.96,99753.75,1.1852396
2094522370,2094504756,3997730,131.66678,48.96,99753.5,1.1852366
2094743375,2094720750,3997730,131.51881,48.95,99755.25,1.1852573
2094954230,2094934094,3997730,131.68527,48.95,99753.25,1.1852336
2095114997,2095094784,3997730,131.55844,48.95,99754.75,1.1852515
2095325935,2095308125,3997730,131.55844,48.95,99754.76,1.1852516
2095546651,2095524020,3997730,131.57959,48.95,99754.51,1.1852485
2095707436,2095684731,3997730,131.79097,48.95,99751.99,1.1852187
2095918188,2095898075,3997730,131.58223,48.95,99754.5,1.1852485
2096129127,2096111520,3997730,131.68527,48.95,99753.25,1.1852336
2096350106,2096327386,3997730,131.62451,48.95,99754.0,1.1852425
2096510735,2096488073,3997730,131.643,48.94,99753.75,1.1852396
2096721610,2096701446,3997730,131.8121,48.94,99751.75,1.1852158
2096932453,2096914847,3997730,131.643,48.94,99753.75,1.1852396
2097153318,2097130686,3997730,131.68527,48.94,99753.25,1.1852336
2097313950,2097291333,3997730,131.4554,48.94,99755.99,1.1852663
2097524835,2097504703,3997730,131.643,48.94,99753.75,1.1852396
2097735657,2097718007,3997730,131.55844,48.93,99754.75,1.1852515
2097956637,2097933966,3997730,131.7487,48.93,99752.5,1.1852247
2098117431,2098094797,3997730,131.58223,48.93,99754.5,1.1852485
2098328267,2098308091,3997730,131.7487,48.93,99752.5,1.1852247
2098539104,2098521503,3997730,131.55844,48.93,99754.75,1.1852515
2098699688,2098682072,3997730,131.58223,48.93,99754.5,1.1852485
2098920684,2098897976,3997730,131.66678,48.93,99753.5,1.1852366
2099131655,2099111510,3997730,131.643,48.92,99753.75,1.1852396
2099342432,2099324817,3997730,131.79097,48.92,99752.0,1.1852187
2099503201,2099485578,3997730,132.0235,48.92,99749.25,1.185186
2099724031,2099701392,3997730,131.43427,48.92,99756.25,1.1852692
2099934992,2099914872,3997730,131.66678,48.92,99753.5,1.1852366
2100146045,2100128438,3997730,131.66678,48.92,99753.5,1.1852366
2100306669,2100289055,3997730,131.81476,48.91,99751.74,1.1852157
2100527740,2100505082,3997730,131.62451,48.91,99754.0,1.1852425
2100738757,2100718587,3997730,131.66678,48.899998,99753.5,1.1852366
2100949451,2100931838,3997730,131.4554,48.91,99756.0,1.1852664
2101110201,2101092585,3997730,131.7487,48.91,99752.5,1.1852247
2101330964,2101308343,3997730,131.4554,48.899998,99756.0,1.1852664
2101541943,2101521799,3997730,131.37083,48.899998,99756.99,1.185278
2101752826,2101735155,3997730,131.58223,48.899998,99754.5,1.1852485
2101913394,2101895790,3997730,131.53995,48.899998,99755.0,1.1852545
2102134430,2102111793,3997730,131.58223,48.899998,99754.5,1.1852485
2102345266,2102325128,3997730,131.68527,48.899998,99753.25,1.1852336
2102556129,2102538525,3997730,131.62451,48.89,99754.0,1.1852425
2102716802,2102699087,3997730,131.643,48.89,99753.75,1.1852396
2102937672,2102915035,3997730,131.58223,48.89,99754.5,1.1852485
2103148588,2103128462,3997730,131.62451,48.89,99754.0,1.1852425
2103309145,2103289021,3997730,131.643,48.89,99753.75,1.1852396
2103520028,2103502401,3997730,131.62451,48.89,99754.0,1.1852425
2103740840,2103718210,3997730,131.7487,48.879997,99752.5,1.1852247
2103951740,2103931599,3997730,131.76984,48.879997,99752.25,1.1852218
2104112396,2104092238,3997730,131.70906,48.879997,99753.0,1.1852306
2104323352,2104305682,3997730,131.51881,48.879997,99755.25,1.1852573
2104544385,2104521681,3997730,131.72755,48.879997,99752.75,1.1852278
2104704956,2104682330,3997730,131.4554,48.87,99755.99,1.1852663
2104915931,2104895796,3997730,131.70906,48.879997,99753.0,1.1852306
2105126869,2105109116,3997730,131.68527,48.87,99753.25,1.1852336
2105347643,2105325015,3997730,131.68527,48.87,99753.25,1.1852336
2105508364,2105485639,3997730,131.68527,48.87,99753.25,1.1852336
2105719096,2105698953,3997730,131.55844,48.87,99754.75,1.1852515
2105929964,2105912357,3997730,131.70906,48.87,99753.0,1.1852306
2106150744,2106128090,3997730,131.55844,48.87,99754.75,1.1852515
2106311438,2106288821,3997730,131.60072,48.86,99754.25,1.1852455
2106522298,2106502142,3997730,131.87552,48.87,99751.0,1.1852069
2106733278,2106715664,3997730,131.76984,48.86,99752.25,1.1852218
2106954130,2106931491,3997730,131.72755,48.86,99752.75,1.1852278
2107114774,2107092130,3997730,131.72755,48.86,99752.75,1.1852278
2107325691,2107305540,3997730,131.643,48.86,99753.75,1.1852396
2107536427,2107518813,3997730,131.58223,48.86,99754.5,1.1852485
2107697198,2107679592,3997730,131.58223,48.85,99754.5,1.1852485
2107918021,2107895391,3997730,131.66678,48.86,99753.5,1.1852366
2108128949,2108108836,3997730,131.81476,48.85,99751.74,1.1852157
2108339840,2108322180,3997730,131.643,48.85,99753.75,1.1852396
2108500364,2108482750,3997730,131.60072,48.84,99754.25,1.1852455
2108721316,2108698703,3997730,131.72755,48.85,99752.75,1.1852278
2108932185,2108912047,3997730,131.70906,48.85,99753.0,1.1852306
2109143150,2109125518,3997730,131.68527,48.84,99753.25,1.1852336
2109303879,2109286140,3997730,131.7487,48.84,99752.5,1.1852247
2109524776,2109502086,3997730,131.83325,48.84,99751.5,1.1852129
2109735608,2109715494,3997730,131.87552,48.84,99750.99,1.1852068
2109946402,2109928759,3997730,131.68527,48.84,99753.25,1.1852336
2110107067,2110089460,3997730,131.8121,48.84,99751.75,1.1852158
2110327937,2110305270,3997730,131.72755,48.829998,99752.75,1.1852278
2110538830,2110518708,3997730,131.70906,48.829998,99753.0,1.1852306
2110749866,2110732226,3997730,131.7487,48.829998,99752.5,1.1852247
2110910461,2110892839,3997730,131.643,48.829998,99753.75,1.1852396
2111131467,2111108838,3997730,131.68527,48.829998,99753.25,1.1852336
2111342442,2111322207,3997730,131.72755,48.829998,99752.75,1.1852278
2111553253,2111535650,3997730,131.79097,48.82,99751.99,1.1852187
2111713925,2111696280,3997730,131.60072,48.829998,99754.25,1.1852455
2111934685,2111912061,3997730,131.62451,48.82,99753.99,1.1852425
2112145578,2112125467,3997730,131.83589,48.82,99751.49,1.1852127
2112356348,2112338712,3997730,131.643,48.82,99753.75,1.1852396
2112517141,2112499526,3997730,131.53995,48.82,99755.0,1.1852545
2112738116,2112715444,3997730,131.83589,48.82,99751.49,1.1852127
2112948953,2112928795,3997730,131.62451,48.82,99754.0,1.1852425
2113109794,2113089620,3997730,131.76984,48.809998,99752.25,1.1852218
2113320578,2113302908,3997730,131.68527,48.809998,99753.25,1.1852336
2113541545,2113518880,3997730,131.72755,48.809998,99752.75,1.1852278
2113752451,2113732337,3997730,131.79097,48.809998,99752.0,1.1852187
2113913053,2113892895,3997730,131.62451,48.8,99754.0,1.1852425
2114123934,2114106328,3997730,131.66678,48.809998,99753.5,1.1852366
2114344773,2114322072,3997730,131.87552,48.8,99751.0,1.1852069
2114505508,2114482854,3997730,131.87552,48.8,99751.0,1.1852069
2114716282,2114696156,3997730,131.85703,48.8,99751.24,1.1852098
2114927247,2114909641,3997730,131.70906,48.8,99753.0,1.1852306
2115148304,2115125680,3997730,131.7487,48.8,99752.5,1.1852247
2115308927,2115286269,3997730,131.53995,48.8,99755.0,1.1852545
2115519832,2115499715,3997730,131.49768,48.789997,99755.5,1.1852604
2115730700,2115712973,3997730,131.79097,48.789997,99751.99,1.1852187
2115951511,2115928864,3997730,131.68527,48.789997,99753.25,1.1852336
2116112269,2116089577,3997730,131.60072,48.789997,99754.25,1.1852455
2116323083,2116302971,3997730,131.70906,48.789997,99753.0,1.1852306
2116533990,2116516364,3997730,131.53995,48.789997,99755.0,1.1852545
2116754978,2116732200,3997730,131.60072,48.78,99754.25,1.1852455
2116915577,2116892951,3997730,131.70906,48.78,99753.0,1.1852306
2117126519,2117106354,3997730,131.68527,48.78,99753.25,1.1852336
2117337339,2117319711,3997730,131.70906,48.78,99753.0,1.1852306
2117497996,2117480389,3997730,131.62451,48.78,99754.0,1.1852425
2117718767,2117696107,3997730,131.55844,48.78,99754.75,1.1852515
2117929680,2117909529,3997730,131.43427,48.78,99756.25,1.1852692
2118140602,2118122842,3997730,131.643,48.77,99753.75,1.1852396
2118301151,2118283544,3997730,131.83325,48.77,99751.5,1.1852129
2118522188,2118499528,3997730,131.643,48.77,99753.75,1.1852396
2118732991,2118712879,3997730,131.60072,48.77,99754.25,1.1852455
2118943979,2118926361,3997730,131.83325,48.76,99751.5,1.1852129
2119104509,2119086902,3997730,131.60072,48.77,99754.25,1.1852455
2119325635,2119302907,3997730,131.60072,48.76,99754.25,1.1852455
2119536463,2119516342,3997730,131.62451,48.76,99754.0,1.1852425
2119747366,2119729711,3997730,131.51881,48.76,99755.25,1.1852573
2119908081,2119890474,3997730,131.79097,48.76,99751.99,1.1852187
2120129017,2120106297,3997730,131.68527,48.75,99753.25,1.1852336
2120339879,2120319728,3997730,131.70906,48.75,99753.0,1.1852306
2120550825,2120533145,3997730,131.89667,48.75,99750.75,1.1852039
2120711367,2120693761,3997730,131.7487,48.75,99752.5,1.1852247
2120932370,2120909734,3997730,131.58223,48.75,99754.5,1.1852485
2121143287,2121123016,3997730,131.70906,48.75,99753.0,1.1852306
2121354046,2121336441,3997730,131.66678,48.75,99753.5,1.1852366
2121514761,2121496994,3997730,131.72755,48.739998,99752.75,1.1852278
2121735510,2121712883,3997730,131.76984,48.739998,99752.25,1.1852218
2121946471,2121926329,3997730,131.70906,48.739998,99753.0,1.1852306
2122157328,2122139700,3997730,131.76984,48.739998,99752.25,1.1852218
2122318077,2122300412,3997730,131.70906,48.739998,99753.0,1.1852306
2122539073,2122516362,3997730,131.70906,48.73,99753.0,1.1852306
2122749860,2122729752,3997730,131.83589,48.73,99751.49,1.1852127
2122910651,2122890480,3997730,131.96008,48.73,99750.0,1.185195
2123121475,2123103818,3997730,131.85439,48.719997,99751.25,1.1852099
2123342323,2123319700,3997730,131.66678,48.719997,99753.5,1.1852366
2123553229,2123533032,3997730,131.81476,48.719997,99751.74,1.1852157
2123713811,2123693681,3997730,131.53995,48.719997,99755.0,1.1852545
2123924659,2123906915,3997730,131.70906,48.73,99753.0,1.1852306
2124145396,2124122771,3997730,131.70906,48.719997,99753.0,1.1852306
2124306087,2124283392,3997730,131.76984,48.719997,99752.25,1.1852218
2124516940,2124496781,3997730,131.643,48.719997,99753.75,1.1852396
2124727855,2124710201,3997730,131.643,48.719997,99753.75,1.1852396
2124948869,2124926108,3997730,131.8121,48.71,99751.75,1.1852158
2125109441,2125086791,3997730,131.60072,48.71,99754.25,1.1852455
2125320405,2125300199,3997730,131.62451,48.71,99754.0,1.1852425
2125531241,2125513640,3997730,131.87552,48.71,99751.0,1.1852069
2125752178,2125729560,3997730,131.8121,48.71,99751.75,1.1852158
2125912827,2125890129,3997730,131.68527,48.7,99753.25,1.1852336
2126123690,2126103570,3997730,132.04463,48.7,99749.0,1.1851832
2126334681,2126317028,3997730,131.81476,48.7,99751.74,1.1852157
2126555849,2126533064,3997730,131.8121,48.7,99751.75,1.1852158
2126716474,2126693853,3997730,132.00235,48.7,99749.5,1.1851891
2126927342,2126907147,3997730,131.87552,48.7,99751.0,1.1852069
2127138146,2127120524,3997730,131.96008,48.69,99750.0,1.185195
2127298873,2127281150,3997730,131.76984,48.69,99752.25,1.1852218
2127519609,2127496982,3997730,131.89667,48.68,99750.74,1.1852039
2127730673,2127710520,3997730,131.68527,48.68,99753.25,1.1852336
2127941537,2127923836,3997730,131.8121,48.69,99751.75,1.1852158
2128102127,2128084524,3997730,131.79097,48.68,99751.99,1.1852187
2128323079,2128300437,3997730,131.643,48.68,99753.75,1.1852396
2128533948,2128513821,3997730,131.60072,48.68,99754.25,1.1852455
2128744880,2128727266,3997730,131.66678,48.68,99753.5,1.1852366
2128905402,2128887788,3997730,131.72755,48.68,99752.75,1.1852278
2129126330,2129103706,3997730,131.72755,48.67,99752.75,1.1852278
2129337294,2129317106,3997730,132.00235,48.67,99749.5,1.1851891
2129548108,2129530505,3997730,131.62451,48.67,99754.0,1.1852425
2129708835,2129691221,3997730,131.66678,48.67,99753.5,1.1852366
2129929771,2129907099,3997730,131.9178,48.67,99750.5,1.1852009
2130140819,2130120645,3997730,131.8121,48.66,99751.75,1.1852158
2130351697,2130333993,3997730,131.76984,48.66,99752.25,1.1852218
2130512306,2130494689,3997730,131.85439,48.66,99751.25,1.1852099
2130733221,2130710605,3997730,131.76984,48.66,99752.25,1.1852218
2130944029,2130923893,3997730,131.70906,48.66,99753.0,1.1852306
2131104803,2131084664,3997730,131.7487,48.649998,99752.5,1.1852247
2131315490,2131297878,3997730,131.60072,48.649998,99754.25,1.1852455
2131536510,2131513802,3997730,131.60072,48.649998,99754.25,1.1852455
2131747416,2131727294,3997730,131.7487,48.649998,99752.5,1.1852247
2131908103,2131887973,3997730,131.72755,48.649998,99752.75,1.1852278
2132119050,2132101434,3997730,131.72755,48.649998,99752.75,1.1852278
2132339937,2132317240,3997730,131.72755,48.64,99752.75,1.1852278
2132550761,2132530600,3997730,131.66678,48.64,99753.5,1.1852366
2132711454,2132691245,3997730,131.9178,48.64,99750.5,1.1852009
2132922185,2132904578,3997730,131.76984,48.64,99752.25,1.1852218
2133143119,2133120489,3997730,131.51881,48.629997,99755.25,1.1852573
2133354087,2133333858,3997730,131.55844,48.629997,99754.75,1.1852515
2133514738,2133494593,3997730,131.9178,48.629997,99750.5,1.1852009
2133725653,2133707968,3997730,131.83589,48.62,99751.49,1.1852127
2133946565,2133923863,3997730,131.87552,48.629997,99751.0,1.1852069
2134107323,2134084689,3997730,131.85439,48.62,99751.25,1.1852099
2134318155,2134298026,3997730,131.76984,48.62,99752.25,1.1852218
2134529126,2134511497,3997730,131.83589,48.62,99751.49,1.1852127
2134750014,2134727396,3997730,131.70906,48.62,99753.0,1.1852306
2134910523,2134887896,3997730,131.72755,48.62,99752.75,1.1852278
2135121446,2135101329,3997730,131.96008,48.61,99750.0,1.185195
2135332174,2135314568,3997730,131.85439,48.61,99751.25,1.1852099
2135553171,2135530544,3997730,131.8121,48.61,99751.75,1.1852158
2135713822,2135691178,3997730,131.60072,48.61,99754.25,1.1852455
2135924840,2135904718,3997730,131.66678,48.61,99753.5,1.1852366
2136135820,2136118159,3997730,131.62451,48.61,99754.0,1.1852425
2136296367,2136278743,3997730,131.83325,48.6,99751.5,1.1852129
2136517449,2136494826,3997730,131.87552,48.6,99751.0,1.1852069
2136728415,2136708232,3997730,131.62451,48.6,99754.0,1.1852425
2136939323,2136921653,3997730,131.92046,48.6,99750.49,1.1852008
2137100032,2137082369,3997730,131.96008,48.59,99750.0,1.185195
2137320856,2137298225,3997730,131.79097,48.59,99751.99,1.1852187
2137531805,2137511656,3997730,131.9178,48.59,99750.5,1.1852009
2137742674,2137725029,3997730,131.79097,48.59,99752.0,1.1852187
2137903240,2137885625,3997730,131.72755,48.59,99752.75,1.1852278
2138124208,2138101556,3997730,131.89667,48.59,99750.74,1.1852039
2138335035,2138314905,3997730,131.643,48.579998,99753.75,1.1852396
