timestamp,timestamp_sample,device_id,error_count,pressure,temperature
438341186,438341177,3997730,0,995.97,43.03
438361249,438361241,3997730,0,996.0,43.03
439345912,439345904,3997730,0,995.94995,43.04
440350172,440350164,3997730,0,995.99,43.059998
441344256,441344248,3997730,0,995.97,43.079998
442348458,442348450,3997730,0,995.97,43.09
443352760,443352751,3997730,0,995.97,43.11
444346788,444346780,3997730,0,995.97,43.129997
445351210,445351091,3997730,0,995.98,43.14
446355375,446355367,3997730,0,995.98,43.16
447339410,447339402,3997730,0,996.0,43.18
448344067,448344017,3997730,0,995.95996,43.19
449348238,449348229,3997730,0,995.97,43.21
450352481,450352473,3997730,0,995.93,43.23
451346806,451346798,3997730,0,995.94,43.25
452350996,452350988,3997730,0,995.98,43.26
453355234,453355225,3997730,0,995.87,43.28
454349334,454349325,3997730,0,995.92,43.29
455353706,455353696,3997730,0,995.88,43.309998
456337921,456337913,3997730,0,995.93,43.329998
457342132,457342124,3997730,0,995.87,43.34
458346401,458346393,3997730,0,995.87,43.35
459350544,459350535,3997730,0,995.82996,43.35
460354881,460354873,3997730,0,995.82,43.37
461348923,461348889,3997730,0,995.93,43.37
462353299,462353291,3997730,0,995.81,43.379997
463347639,463347630,3997730,0,995.86,43.39
464351860,464351851,3997730,0,995.86,43.399998
465335884,465335876,3997730,0,995.81,43.399998
466340369,466340360,3997730,0,995.82,43.41
467344757,467344748,3997730,0,995.85,43.41
468348939,468348931,3997730,0,995.89996,43.41
469353289,469353281,3997730,0,995.82996,43.41
470347638,470347629,3997730,0,995.87,43.41
471351894,471351863,3997730,0,995.88,43.42
472345917,472345908,3997730,0,995.94,43.42
473350080,473350072,3997730,0,995.95996,43.41
474334302,474334293,3997730,0,996.00995,43.399998
475338523,475338514,3997730,0,995.99,43.399998
476342631,476342623,3997730,0,995.94995,43.399998
477346992,477346984,3997730,0,996.01996,43.39
478351480,478351468,3997730,0,995.94995,43.379997
479345800,479345791,3997730,0,996.00995,43.37
480350005,480349997,3997730,0,996.00995,43.37
481354107,481354098,3997730,0,995.97,43.36
482348339,482348331,3997730,0,995.94,43.35
