timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
2090201519,inf,0,1,1,1,0,0,1,0,0,1
2091202065,inf,0,1,1,1,0,0,1,0,0,1
2092202513,inf,0,1,1,1,0,0,1,0,0,1
2093202914,inf,0,1,1,1,0,0,1,0,0,1
2094203350,inf,0,1,1,1,0,0,1,0,0,1
2095204075,inf,0,1,1,1,0,0,1,0,0,1
2096204546,inf,0,1,1,1,0,0,1,0,0,1
2097205046,inf,0,1,1,1,0,0,1,0,0,1
2098205492,inf,0,1,1,1,0,0,1,0,0,1
2099205945,inf,0,1,1,1,0,0,1,0,0,1
2100206617,inf,0,1,1,1,0,0,1,0,0,1
2101206921,inf,0,1,1,1,0,0,1,0,0,1
2102207323,inf,0,1,1,1,0,0,1,0,0,1
2103208067,inf,0,1,1,1,0,0,1,0,0,1
2104213654,inf,0,1,1,1,0,0,1,0,0,1
2105213987,inf,0,1,1,1,0,0,1,0,0,1
2106214309,inf,0,1,1,1,0,0,1,0,0,1
2107214722,inf,0,1,1,1,0,0,1,0,0,1
2108215425,inf,0,1,1,1,0,0,1,0,0,1
2109215881,inf,0,1,1,1,0,0,1,0,0,1
2110216546,inf,0,1,1,1,0,0,1,0,0,1
2111217024,inf,0,1,1,1,0,0,1,0,0,1
2112217438,inf,0,1,1,1,0,0,1,0,0,1
2113218004,inf,0,1,1,1,0,0,1,0,0,1
2114218455,inf,0,1,1,1,0,0,1,0,0,1
2115218962,inf,0,1,1,1,0,0,1,0,0,1
2116224427,inf,0,1,1,1,0,0,1,0,0,1
2117224894,inf,0,1,1,1,0,0,1,0,0,1
2118225242,inf,0,1,1,1,0,0,1,0,0,1
2119225731,inf,0,1,1,1,0,0,1,0,0,1
2120226216,inf,0,1,1,1,0,0,1,0,0,1
2121226528,inf,0,1,1,1,0,0,1,0,0,1
2122227107,inf,0,1,1,1,0,0,1,0,0,1
2123227400,inf,0,1,1,1,0,0,1,0,0,1
2124232914,inf,0,1,1,1,0,0,1,0,0,1
2125233347,inf,0,1,1,1,0,0,1,0,0,1
2125353544,inf,0,1,1,1,1,0,1,0,0,1
2126354277,inf,0,1,1,1,1,0,1,0,0,1
2126764137,inf,0,1,1,1,0,0,1,0,0,1
2127764652,inf,0,1,1,1,0,0,1,0,0,1
2128765300,inf,0,1,1,1,0,0,1,0,0,1
2129765889,inf,0,1,1,1,0,0,1,0,0,1
2130766117,inf,0,1,1,1,0,0,1,0,0,1
2131766575,inf,0,1,1,1,0,0,1,0,0,1
2132766953,inf,0,1,1,1,0,0,1,0,0,1
2133767521,inf,0,1,1,1,0,0,1,0,0,1
2134773266,inf,0,1,1,1,0,0,1,0,0,1
2135773530,inf,0,1,1,1,0,0,1,0,0,1
2136774069,inf,0,1,1,1,0,0,1,0,0,1
2137774544,inf,0,1,1,1,0,0,1,0,0,1
2138774904,inf,0,1,1,1,0,0,1,0,0,1
2139775501,inf,0,1,1,1,0,0,1,0,0,1
2140775986,inf,0,1,1,1,0,0,1,0,0,1
2141776427,inf,0,1,1,1,0,0,1,0,0,1
2142781623,inf,0,1,1,1,0,0,1,0,0,1
2143782115,inf,0,1,1,1,0,0,1,0,0,1
2144782763,inf,0,1,1,1,0,0,1,0,0,1
2145783190,inf,0,1,1,1,0,0,1,0,0,1
2146783715,inf,0,1,1,1,0,0,1,0,0,1
2147784172,inf,0,1,1,1,0,0,1,0,0,1
2148784657,inf,0,1,1,1,0,0,1,0,0,1
2149785089,inf,0,1,1,1,0,0,1,0,0,1
2150785419,inf,0,1,1,1,0,0,1,0,0,1
2151785907,inf,0,1,1,1,0,0,1,0,0,1
2152786572,inf,0,1,1,1,0,0,1,0,0,1
2153786923,inf,0,1,1,1,0,0,1,0,0,1
2154792393,inf,0,1,1,1,0,0,1,0,0,1
2155792877,inf,0,1,1,1,0,0,1,0,0,1
2156793359,inf,0,1,1,1,0,0,1,0,0,1
2157793751,inf,0,1,1,1,0,0,1,0,0,1
2158794176,inf,0,1,1,1,0,0,1,0,0,1
2159794734,inf,0,1,1,1,0,0,1,0,0,1
2160795326,inf,0,1,1,1,0,0,1,0,0,1
2161795764,inf,0,1,1,1,0,0,1,0,0,1
2162796208,inf,0,1,1,1,0,0,1,0,0,1
2163796692,inf,0,1,1,1,0,0,1,0,0,1
2164797177,inf,0,1,1,1,0,0,1,0,0,1
2165797653,inf,0,1,1,1,0,0,1,0,0,1
2166797930,inf,0,1,1,1,0,0,1,0,0,1
2167798378,inf,0,1,1,1,0,0,1,0,0,1
2168799005,inf,0,1,1,1,0,0,1,0,0,1
2169804356,inf,0,1,1,1,0,0,1,0,0,1
2170804967,inf,0,1,1,1,0,0,1,0,0,1
2171805318,inf,0,1,1,1,0,0,1,0,0,1
2172805822,inf,0,1,1,1,0,0,1,0,0,1
2173806233,inf,0,1,1,1,0,0,1,0,0,1
2174812012,inf,0,1,1,1,0,0,1,0,0,1
2175812404,inf,0,1,1,1,0,0,1,0,0,1
2176812800,inf,0,1,1,1,0,0,1,0,0,1
2177813349,inf,0,1,1,1,0,0,1,0,0,1
2178813983,inf,0,1,1,1,0,0,1,0,0,1
2179263880,inf,0,1,1,1,1,0,1,0,0,1
2180264302,inf,0,1,1,1,1,0,1,0,0,1
2181264785,inf,0,1,1,1,1,0,1,0,0,1
2182270292,inf,0,1,1,1,1,0,1,0,0,1
2183270739,inf,0,1,1,1,1,0,1,0,0,1
2184271251,inf,0,1,1,1,1,0,1,0,0,1
2185271679,inf,0,1,1,1,1,0,1,0,0,1
2186272168,inf,0,1,1,1,1,0,1,0,0,1
2187272667,inf,0,1,1,1,1,0,1,0,0,1
2188273121,inf,0,1,1,1,1,0,1,0,0,1
2189273452,inf,0,1,1,1,1,0,1,0,0,1
2190274036,inf,0,1,1,1,1,0,1,0,0,1
2191274358,inf,0,1,1,1,1,0,1,0,0,1
2192274881,inf,0,1,1,1,1,0,1,0,0,1
2193275310,inf,0,1,1,1,1,0,1,0,0,1
2194275729,inf,0,1,1,1,1,0,1,0,0,1
2194286166,inf,0,1,1,1,0,0,1,0,0,1
2195296606,inf,0,1,1,1,0,0,1,0,0,1
2196296786,inf,0,1,1,1,0,0,1,0,0,1
2197297256,inf,0,1,1,1,0,0,1,0,0,1
2198302635,inf,0,1,1,1,0,0,1,0,0,1
2199303203,inf,0,1,1,1,0,0,1,0,0,1
2200303811,inf,0,1,1,1,0,0,1,0,0,1
2201304274,inf,0,1,1,1,0,0,1,0,0,1
2202304783,inf,0,1,1,1,0,0,1,0,0,1
2203304819,inf,0,1,1,1,0,0,1,0,0,1
2204305525,inf,0,1,1,1,0,0,1,0,0,1
2205306076,inf,0,1,1,1,0,0,1,0,0,1
2206306173,inf,0,1,1,1,0,0,1,0,0,1
2207306566,inf,0,1,1,1,0,0,1,0,0,1
2208307347,inf,0,1,1,1,0,0,1,0,0,1
2209307846,inf,0,1,1,1,0,0,1,0,0,1
2210308288,inf,0,1,1,1,0,0,1,0,0,1
2211308766,inf,0,1,1,1,0,0,1,0,0,1
