timestamp,load,ram_usage
2090518679,0.70634425,0.7953183
2090965204,0.7178948,0.79575366
2091465119,0.70202476,0.79575366
2091965119,0.67277396,0.79575366
2092465119,0.67131996,0.79575366
2092965353,0.675997,0.79575366
2093465121,0.6708526,0.79575366
2093965331,0.672338,0.79575366
2094465119,0.669958,0.79575366
2094965127,0.67227656,0.79575366
2095465121,0.68427634,0.8009109
2095965387,0.6739454,0.8009109
2096465860,0.6709659,0.8009109
2096965475,0.6725335,0.8009109
2097465348,0.6708092,0.8009109
2097965560,0.67068005,0.8009109
2098466238,0.6742282,0.8009109
2098966425,0.6727481,0.8009109
2099467426,0.6755862,0.8009109
2099967978,0.66908145,0.8009109
2100465121,0.6708912,0.8009109
2100965153,0.67781126,0.8009109
2101465256,0.6663368,0.8009109
2101965139,0.67038554,0.8009109
2102465118,0.66918814,0.8009109
2102965120,0.666946,0.8009109
2103465119,0.67349267,0.8009109
2103965168,0.67149687,0.8009109
2104465118,0.66971296,0.8009109
2104965145,0.67176175,0.8009109
2105465122,0.67197096,0.8009109
2105965120,0.67349863,0.8009109
2106465177,0.67102396,0.8009109
2106965244,0.669664,0.8009109
2107465237,0.67468333,0.8009109
2107965202,0.6713532,0.8009109
2108466098,0.67265797,0.8009109
2108966407,0.6653861,0.8009109
2109466981,0.67636275,0.8009109
2109965126,0.6693306,0.8009109
2110465118,0.6742194,0.8009109
2110965119,0.67139137,0.8009109
2111465204,0.67397064,0.8009109
2111965437,0.6711612,0.8009109
2112465149,0.6680022,0.8009109
2112965130,0.6639074,0.8009109
2113465122,0.6761762,0.8009109
2113965884,0.6704418,0.8009109
2114465246,0.6726265,0.8009109
2114965150,0.66880447,0.8009109
2115465118,0.66994274,0.8009109
2115965121,0.67515457,0.8009109
2116466205,0.6715449,0.8009109
2116965133,0.672313,0.8009109
2117465558,0.670961,0.8009109
2117965349,0.67170143,0.8009109
2118466050,0.67598224,0.8009109
2118965553,0.67403466,0.7974281
2119466416,0.67421293,0.7974281
2119966207,0.67710996,0.7974281
2120465150,0.67935973,0.7974281
2120965250,0.67698014,0.7974281
2121465217,0.6770452,0.7974281
2121965120,0.67146564,0.7974281
2122465294,0.68521225,0.7974281
2122965151,0.6700058,0.7974281
2123465145,0.6699194,0.7974281
2123965120,0.6761147,0.7974281
2124465586,0.67262185,0.7974281
2124965355,0.6734432,0.7974281
2125465149,0.67222154,0.7974281
2125965208,0.64786506,0.7974281
2126465163,0.65119684,0.7974281
2126965839,0.65525997,0.7974281
2127465328,0.6677437,0.7974281
2127965301,0.65744174,0.7974281
2128465190,0.65393454,0.7974281
2128965302,0.6563091,0.7974281
2129465823,0.6535425,0.7974281
2129965823,0.65286064,0.7974281
2130466170,0.6560738,0.7974281
2130965313,0.65288806,0.7974281
2131465117,0.6543753,0.7974281
2131965124,0.65735745,0.7974281
2132465216,0.65251714,0.7974281
2132965346,0.6556277,0.7974281
2133465849,0.65412056,0.7974281
2133965482,0.65177643,0.7974281
2134465119,0.6550716,0.7974281
2134965551,0.65577006,0.7974281
2135465277,0.65603554,0.7974281
2135965144,0.6568734,0.7974281
2136465118,0.6559301,0.7974281
2136965173,0.6607313,0.7974281
2137465133,0.65989685,0.7974281
2137965147,0.65681154,0.7974281
2138465150,0.65818805,0.7974281
2138965132,0.655954,0.7974281
2139465384,0.65987825,0.7974281
2139966541,0.65743876,0.7974281
2140466562,0.6591123,0.7974281
2140966548,0.65836006,0.7974281
2141465199,0.6602533,0.7974281
2141965118,0.6600687,0.7974281
2142465139,0.6559237,0.7974281
2142965140,0.663146,0.7974281
2143465608,0.6594373,0.7974281
2143966384,0.65944284,0.7974281
2144465123,0.65515167,0.7974281
2144965119,0.6582453,0.7974281
2145465122,0.66041934,0.7974281
2145965226,0.6595015,0.7974281
2146465382,0.6570529,0.7974281
2146965120,0.6526476,0.7974281
2147465119,0.662132,0.7974281
2147965123,0.6573913,0.7974281
2148465159,0.65801954,0.7974281
2148965122,0.6619792,0.78912294
2149465318,0.66263425,0.78912294
2149965183,0.6585265,0.78912294
2150465456,0.65638494,0.78912294
2150965942,0.65570664,0.78912294
2151466199,0.66132283,0.78912294
2151965197,0.6559435,0.78912294
2152465178,0.65902066,0.78912294
2152965263,0.6545482,0.78912294
2153465154,0.6552578,0.78912294
2153965234,0.65697217,0.78912294
2154465389,0.6572683,0.78912294
2154965167,0.656017,0.78912294
2155465117,0.6573016,0.78912294
2155965301,0.65824634,0.78912294
2156465224,0.66600186,0.78912294
2156965728,0.65430236,0.78912294
2157465120,0.65927505,0.78912294
2157965121,0.6589587,0.78912294
2158465176,0.66499865,0.78912294
