timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
564074109,564074051,4325386,0.0024856168,0.0074568507,0.0046161455,nan,0,3
564075604,564075552,4325386,0.012428084,-0.0039059694,-0.017399319,nan,0,3
565075430,565075376,4325386,0.010652644,0.009587379,0.03018249,nan,0,3
566075259,566075206,4325386,0.0021305287,-0.0031957931,0.015978966,nan,0,3
567076635,567076578,4325386,-0.0021305287,0.0024856168,-0.005326322,nan,0,3
568074934,568074882,4325386,0.002840705,0.0071017626,0.026986698,nan,0,3
569074733,569074680,4325386,-0.013138261,-0.0039059694,-0.009232291,nan,0,3
570076116,570076063,4325386,-0.008522115,-0.007811939,0.008522115,nan,0,3
571077389,571077340,4325386,0.009942467,-0.014203525,0.012428084,nan,0,3
572075765,572075712,4325386,0.017399319,-0.07385833,0.068532005,nan,0,3
573075591,573075540,4325386,0.09409835,-0.0209502,0.01704423,nan,0,3
574076933,574076883,4325386,-0.1707974,0.07208289,-0.34337023,nan,0,3
575073709,575073653,4325386,0.18926197,0.03018249,0.0024856168,nan,0,3
576075095,576075040,4325386,-0.037639342,-0.0031957931,0.03018249,nan,0,3
577076635,577076579,4325386,-0.314253,0.014913701,0.03408846,nan,0,3
578077713,578077645,4325386,-0.0717278,0.028051961,0.044030927,nan,0,3
579074770,579074718,4325386,0.03976987,-0.024856169,0.032668106,nan,0,3
580075856,580075799,4325386,0.12889698,-0.014913701,-0.052553043,nan,0,3
581074226,581074174,4325386,0.17718898,0.025566345,0.008877203,nan,0,3
582075739,582075687,4325386,0.30644104,0.03053758,0.029827403,nan,0,3
583075348,583075297,4325386,0.26667118,-0.08024991,0.011007732,nan,0,3
584076690,584076623,4325386,0.026986698,-0.18216021,0.014913701,nan,0,3
585077999,585077946,4325386,-0.14523104,0.038704604,0.020240024,nan,0,3
586076346,586076271,4325386,-0.23790905,0.22512586,-0.042255487,nan,0,3
587076173,587076112,4325386,0.08877203,-0.05468357,0.106526434,nan,0,3
588075979,588075927,4325386,0.114338376,-0.13457839,0.025566345,nan,0,3
589074304,589074251,4325386,0.25459817,-0.028051961,0.28904173,nan,0,3
590075850,590075798,4325386,-0.16369562,-0.15659386,0.020595111,nan,0,3
591076995,591076945,4325386,-0.20808163,-0.16227527,0.0074568507,nan,0,3
592076790,592076739,4325386,0.039414782,-0.050067425,0.0074568507,nan,0,3
593075117,593075061,4325386,0.020240024,0.060720067,0.07350324,nan,0,3
594076459,594076396,4325386,-0.04722672,0.03231302,-0.075278684,nan,0,3
595076271,595076222,4325386,0.008167027,0.03053758,0.020240024,nan,0,3
596074588,596074538,4325386,0.0031957931,0.012783173,-0.019174758,nan,0,3
597075922,597075867,4325386,0.031247756,0.01526879,-0.016334053,nan,0,3
598075941,598075889,4325386,0.013138261,-0.0039059694,-0.014203525,nan,0,3
599077073,599077020,4325386,-0.007811939,-0.0102975555,0.002840705,nan,0,3
