timestamp,timestamp_sample,device_id,error_count,pressure,temperature
111360304,111360296,3997730,0,997.14996,45.78
111370480,111370332,3997730,0,997.14996,45.78
112365191,112365183,3997730,0,997.12,45.789997
113369452,113369444,3997730,0,997.13,45.809998
114363591,114363582,3997730,0,997.18,45.82
115367930,115367921,3997730,0,997.13995,45.829998
116352039,116352030,3997730,0,997.07996,45.85
117356190,117356181,3997730,0,997.07996,45.86
118360311,118360303,3997730,0,997.14996,45.879997
119364430,119364422,3997730,0,997.16,45.89
120368792,120368783,3997730,0,997.1,45.91
121363093,121363062,3997730,0,997.1,45.92
122367235,122367225,3997730,0,997.14996,45.94
123361576,123361567,3997730,0,997.16,45.95
124365763,124365754,3997730,0,997.19,45.969997
125349938,125349929,3997730,0,997.16,45.98
126354357,126354349,3997730,0,997.16,46.0
127358456,127358448,3997730,0,997.16,46.02
128362770,128362761,3997730,0,997.12,46.03
129367012,129367003,3997730,0,997.08997,46.039997
130361201,130361191,3997730,0,997.1,46.05
131365359,131365351,3997730,0,997.12,46.07
132359803,132359692,3997730,0,997.18,46.09
133364001,133363992,3997730,0,997.19,46.1
134368180,134368172,3997730,0,997.14996,46.12
135352283,135352251,3997730,0,997.14996,46.129997
136356699,136356691,3997730,0,997.08997,46.14
137360827,137360818,3997730,0,997.12,46.16
138365009,138365001,3997730,0,997.14996,46.17
139359250,139359242,3997730,0,997.11,46.19
140363347,140363339,3997730,0,997.12,46.2
141357594,141357586,3997730,0,997.13995,46.21
142361977,142361969,3997730,0,997.20996,46.23
143366037,143366030,3997730,0,997.19,46.239998
144350152,144350143,3997730,0,997.07,46.25
145354394,145354384,3997730,0,997.06,46.26
146358826,146358788,3997730,0,997.07996,46.27
147363237,147363229,3997730,0,997.05,46.28
148367555,148367547,3997730,0,996.93,46.28
149361624,149361615,3997730,0,997.01996,46.289997
150365936,150365927,3997730,0,997.0,46.3
151359986,151359977,3997730,0,997.06,46.3
152364169,152364159,3997730,0,997.05,46.3
153348315,153348306,3997730,0,997.02997,46.3
154352603,154352594,3997730,0,997.0,46.3
155356839,155356831,3997730,0,996.99,46.3
156361092,156361083,3997730,0,996.98,46.3
157365386,157365376,3997730,0,997.04,46.309998
158359463,158359455,3997730,0,997.02997,46.3
159363745,159363737,3997730,0,997.00995,46.3
160358150,160358142,3997730,0,997.02997,46.3
161362341,161362333,3997730,0,996.99,46.289997
162366763,162366754,3997730,0,997.01996,46.289997
163350751,163350642,3997730,0,997.02997,46.28
164355100,164355091,3997730,0,997.02997,46.28
165359357,165359349,3997730,0,997.04,46.27
166363674,166363666,3997730,0,997.06,46.26
167358053,167358045,3997730,0,997.04,46.25
168362258,168362250,3997730,0,996.94995,46.239998
169366643,169366635,3997730,0,997.02997,46.23
170360991,170360983,3997730,0,997.01996,46.219997
171365302,171365289,3997730,0,997.02997,46.21
172369550,172369541,3997730,0,997.12,46.2
173353670,173353634,3997730,0,997.12,46.18
174357972,174357938,3997730,0,997.11,46.17
175362281,175362272,3997730,0,997.13995,46.149998
176366555,176366546,3997730,0,997.14996,46.14
177360590,177360582,3997730,0,997.13995,46.129997
178364948,178364939,3997730,0,997.13,46.11
179369034,179369026,3997730,0,997.13995,46.09
180363186,180363178,3997730,0,997.13,46.07
181367442,181367434,3997730,0,997.14996,46.059998
182351585,182351577,3997730,0,997.17,46.039997
