timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping
438345103,-0.0011885312,1.7949875e-05,0.0014496974,5006,0,-0.29414052,-0.31555122,-9.780093,5006,0
438350102,-0.0035578762,8.631853e-05,-0.00036315873,4999,0,-0.2600245,-0.29176483,-9.778394,4999,0
438355101,-0.0016448629,0.0007593092,-0.00068782864,4999,0,-0.27810514,-0.3112436,-9.7915,4999,0
438360107,-0.0015646326,0.00067189045,0.00033626228,5006,0,-0.29289144,-0.31396905,-9.771409,5006,0
438365104,-0.0015796793,0.00027689766,0.0013949652,4997,0,-0.2895988,-0.3085454,-9.769928,4997,0
438370105,-0.002533055,0.0005176688,-0.00015430902,5001,0,-0.2710985,-0.29824778,-9.7838,5001,0
438375110,-0.002480277,0.0016233368,-0.00022988326,5005,0,-0.26415867,-0.3104156,-9.790178,5005,0
438380108,-0.0013320519,0.0011839049,0.00010801063,4998,0,-0.29247874,-0.3247047,-9.769011,4998,0
438385112,-0.0014095639,0.00038669835,0.0001265431,5004,0,-0.27360997,-0.3008461,-9.776779,5004,0
438390115,-0.0008949343,0.00028121663,-0.00065092766,5003,0,-0.29745725,-0.31826475,-9.783236,5003,0
438395116,-0.0015790426,0.0007838484,-0.00053917,5001,0,-0.27493528,-0.34641308,-9.782366,5001,0
438400118,-0.002965664,-2.688259e-05,-0.00095838285,5002,0,-0.27088204,-0.31112626,-9.79739,5002,0
438405121,-0.0037642499,0.00047213212,-0.00035901243,5003,0,-0.2846141,-0.2931454,-9.796724,5003,0
438410118,-0.0010282474,3.6086392e-05,-0.00031496456,4997,0,-0.28793076,-0.2732997,-9.765568,4997,0
438415130,-0.0020058912,-3.5241857e-05,0.00027642367,5012,0,-0.26918778,-0.28561658,-9.769412,5012,0
438420120,-0.0036139912,0.00015929696,0.00012750174,4990,0,-0.2706892,-0.3003653,-9.776064,4990,0
438425121,-0.002713843,-0.00031477754,0.0011439794,5001,0,-0.26359156,-0.3092534,-9.789194,5001,0
438430172,-0.0025776005,0.00027898076,-8.872524e-05,5051,0,-0.28435686,-0.29214656,-9.775347,5051,0
438435125,-0.002702534,0.00037265962,-0.0016600296,4953,0,-0.27041858,-0.31038627,-9.777687,4953,0
438440126,-0.0015082313,0.0012011335,0.00054783636,5001,0,-0.29912773,-0.30108893,-9.799047,5001,0
438445128,-0.0012887231,-0.00048179732,-0.0016986051,5002,0,-0.2736549,-0.2890661,-9.792946,5002,0
438450133,-0.0031033824,5.7303692e-05,-0.0013892913,5005,0,-0.281081,-0.32397714,-9.788659,5005,0
438455131,-0.0017069689,0.0012962848,-0.0010791635,4998,0,-0.26086068,-0.29409677,-9.783546,4998,0
