timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
85741076,0.0,0.0,0.0,0.0
85742332,0.0,0.0,0.0,0.0
85943614,0.0,0.0,0.0,0.0
86141132,0.0,0.0,0.0,0.0
86341165,0.0,0.0,0.0,0.0
86541197,0.0,0.0,0.0,0.0
86743756,-0.0005536065,0.0006121674,0.0,0.0
86943762,-0.000854453,0.0010324763,-0.001333956,0.0
87142530,-0.0060890466,0.007871468,-0.018541967,0.0
87342613,-0.010295422,0.01643526,-0.037139285,0.0
87542602,-0.011414719,0.02226341,-0.04576863,0.0
87741363,-0.012633911,0.024128651,-0.041966688,0.0
87943939,-0.011099362,0.021465817,-0.03233151,0.0
88143926,-0.013572174,0.025506755,-0.022755941,0.0
88342719,-0.014891239,0.028643524,-0.014576292,0.0
88542738,-0.017158901,0.03126135,-0.0077465847,0.0
88744029,-0.018410912,0.03427135,-0.0021526949,0.0
88941549,-0.019239742,0.037247736,0.0024030027,0.0
89141580,-0.019977193,0.039998323,0.006105963,0.0
89344118,-0.020570068,0.042323,0.009315062,0.0
89544145,-0.02120217,0.043584496,0.012061599,0.0
89742916,-0.020348925,0.04339536,0.014633333,0.0
89942952,-0.019788822,0.044040605,0.01741485,0.0
90141760,-0.019140497,0.043842662,0.019741083,0.0
90341760,-0.021143105,0.045577966,0.02152965,0.0
90541801,-0.019567005,0.043468665,0.023937233,0.0
90744327,-0.015447118,0.04037213,0.025901534,0.0
90944350,-0.017744448,0.041926313,0.027050126,0.0
91143128,-0.0155258095,0.04113245,0.028417572,0.0
91344413,-0.018103441,0.042696342,0.029374328,0.0
91541941,-0.016744737,0.04121275,0.030378764,0.0
91741994,-0.01902724,0.04299491,0.031183189,0.0
91940754,-0.012748347,0.036420748,0.033413142,0.0
92144555,-0.013310555,0.037589315,0.035125643,0.0
92343319,-0.014465285,0.037605055,0.036101166,0.0
92544610,-0.008683958,0.03265887,0.037955575,0.0
92742127,-0.007234676,0.029224657,0.04002535,0.0
92942165,-0.007903281,0.03035824,0.04109716,0.0
93142200,-0.009945107,0.032512344,0.041466366,0.0
93340966,-0.011974488,0.03406127,0.041356407,0.0
93544761,-0.009396045,0.03158956,0.042304046,0.0
93744791,-0.00795925,0.0302593,0.042713355,0.0
93944831,-0.011321783,0.03333798,0.042330954,0.0
94142337,-0.010742659,0.03272961,0.042453684,0.0
94342378,-0.0070297993,0.029098798,0.043800715,0.0
94541168,-0.0081599355,0.031101936,0.043996118,0.0
94741221,-0.011579907,0.033679377,0.0437059,0.0
94944974,-0.013847361,0.035327177,0.043256853,0.0
95143746,-0.013400371,0.035258755,0.043214742,0.0
95343789,-0.015385192,0.037117362,0.043081734,0.0
95542563,-0.011419839,0.03342143,0.044248663,0.0
95742593,-0.012592742,0.03563571,0.044292413,0.0
95941381,-0.0073784506,0.030714873,0.045423556,0.0
96141413,-0.010358133,0.03323083,0.0454449,0.0
96341446,-0.008481458,0.0326541,0.045523673,0.0
96543964,-0.012762315,0.03549555,0.044918764,0.0
96742754,-0.0146869235,0.037608936,0.044114534,0.0
96942781,-0.01628864,0.039337147,0.04328828,0.0
97142820,-0.017737735,0.040800303,0.04244888,0.0
97341588,-0.018755,0.04207235,0.04167977,0.0
97541644,-0.019930784,0.0431819,0.040958703,0.0
97744156,-0.020793624,0.043780833,0.040306143,0.0
97945491,-0.021614466,0.04475265,0.039660547,0.0
98142967,-0.022352941,0.04568934,0.03901749,0.0
98343007,-0.021348104,0.044229306,0.0386607,0.0
98541783,-0.02134506,0.043801345,0.03851118,0.0
98741820,-0.019999724,0.042311694,0.038544964,0.0
98941854,-0.017152516,0.03909761,0.03934608,0.0
99144377,-0.018366763,0.040314928,0.039308567,0.0
99343161,-0.014350869,0.037327282,0.039422154,0.0
99543203,-0.011815091,0.034337204,0.040425498,0.0
99743230,-0.009919846,0.032813977,0.041204277,0.0
99942005,-0.012829274,0.035684343,0.040737446,0.0
100142040,-0.0151923755,0.038138114,0.03957713,0.0
100340818,-0.017387426,0.03989035,0.03820185,0.0
100544680,-0.015204891,0.0374808,0.037463542,0.0
100743379,-0.018034779,0.03987684,0.036602862,0.0
100943410,-0.018611332,0.039900772,0.035852306,0.0
101142208,-0.019873658,0.041399248,0.03506389,0.0
101342234,-0.018474214,0.040300384,0.03454411,0.0
101542263,-0.021545682,0.042258088,0.033770666,0.0
101741063,-0.022112565,0.04363586,0.032749478,0.0
101944826,-0.023853827,0.044305645,0.031777464,0.0
102143602,-0.02141836,0.043095857,0.031395677,0.0
102343645,-0.022054741,0.043887734,0.030992009,0.0
102542421,-0.023847187,0.04523037,0.030272562,0.0
102742507,-0.024429535,0.046071455,0.029468592,0.0
102941247,-0.025309294,0.04665129,0.028722743,0.0
103141266,-0.0217302,0.043771632,0.028825955,0.0
103343830,-0.02298228,0.044058252,0.028862938,0.0
103543904,-0.023635304,0.04559756,0.028568704,0.0
103743863,-0.02017802,0.04057492,0.029466994,0.0
103942666,-0.01730162,0.03936232,0.030072723,0.0
104142679,-0.016919933,0.038295917,0.0309432,0.0
104341463,-0.012995858,0.033948444,0.03216084,0.0
104541501,-0.015305981,0.035734106,0.032160822,0.0
104744028,-0.012182974,0.032675527,0.03268592,0.0
104944058,-0.01393892,0.034871556,0.032559965,0.0
105142851,-0.016729094,0.037274677,0.0319205,0.0
105342875,-0.01592269,0.03650628,0.03153407,0.0
105541694,-0.015197537,0.03514629,0.031974826,0.0
105741691,-0.01876442,0.03768779,0.0314448,0.0
105941734,-0.019297551,0.03899662,0.030676216,0.0
106144257,-0.02160699,0.040208634,0.030180054,0.0
106344290,-0.02254885,0.04091666,0.0296261,0.0
106543126,-0.024105968,0.04309854,0.029277641,0.0
106743105,-0.025688985,0.044249646,0.029007943,0.0
106941889,-0.02698031,0.04526396,0.02886781,0.0
107141925,-0.027566573,0.046307195,0.028743768,0.0
107340713,-0.027982874,0.047124222,0.028697176,0.0
107544492,-0.02879004,0.04770426,0.028691305,0.0
107743270,-0.028923385,0.04809883,0.02868532,0.0
107943302,-0.025940316,0.044566955,0.029558713,0.0
108143332,-0.025954552,0.045065522,0.029773457,0.0
108342115,-0.02704205,0.046068773,0.029650383,0.0
108542149,-0.027067529,0.04693151,0.029378677,0.0
108740929,-0.028081791,0.04713466,0.029072871,0.0
108944715,-0.028480845,0.047427807,0.028899921,0.0
109143495,-0.028498719,0.048201315,0.028748015,0.0
109343560,-0.029824369,0.047185414,0.028677784,0.0
109542312,-0.030372826,0.048176587,0.028667359,0.0
109742344,-0.030382864,0.04855857,0.028843347,0.0
109942392,-0.030792492,0.04882107,0.029145231,0.0
110141224,-0.031394262,0.04843939,0.029383952,0.0
110341205,-0.03163833,0.048516545,0.029538598,0.0
110543723,-0.031540696,0.048676603,0.02972261,0.0
110743755,-0.03198444,0.048871942,0.029837083,0.0
110942543,-0.032598905,0.049205236,0.029960612,0.0
111142575,-0.032675855,0.049566023,0.030139754,0.0
111341374,-0.032703213,0.049420487,0.030235024,0.0
111541423,-0.032816336,0.049602427,0.030400094,0.0
111743935,-0.033085518,0.05000737,0.03048677,0.0
111943952,-0.033977047,0.050038125,0.030477801,0.0
112142739,-0.03358683,0.050533164,0.030422527,0.0
112342780,-0.034137506,0.05010603,0.030346597,0.0
112542805,-0.034724385,0.050702035,0.030273098,0.0
112741590,-0.034710072,0.05138076,0.030161798,0.0
112941618,-0.034924358,0.051749926,0.030102188,0.0
113144149,-0.03427845,0.05170178,0.030261721,0.0
113344197,-0.032399908,0.050413013,0.030961817,0.0
113542985,-0.03181216,0.051080924,0.03140312,0.0
113743006,-0.033021152,0.05173023,0.031741407,0.0
113941790,-0.032185983,0.051956866,0.032092795,0.0
114141836,-0.032533202,0.053203147,0.032458715,0.0
114341876,-0.032228436,0.053940598,0.032915503,0.0
114544390,-0.032608774,0.054131534,0.033387963,0.0
114743172,-0.032078974,0.054425567,0.033906117,0.0
114943217,-0.032066397,0.054100245,0.034434196,0.0
115143247,-0.031862665,0.05400966,0.03493493,0.0
115342028,-0.031235017,0.05419355,0.035183936,0.0
115542055,-0.031629726,0.054670174,0.035459526,0.0
115740846,-0.031946093,0.054985613,0.035819206,0.0
115944634,-0.032164913,0.05569864,0.03640635,0.0
116143410,-0.0319991,0.05608258,0.037075706,0.0
116343437,-0.031265583,0.056337886,0.037843898,0.0
116542227,-0.030586718,0.056792285,0.038538083,0.0
116742252,-0.030642709,0.05679023,0.039136324,0.0
116942291,-0.030042415,0.056093987,0.039674792,0.0
117141072,-0.03030207,0.057630204,0.04028194,0.0
117344865,-0.029483324,0.0571663,0.041276455,0.0
117543660,-0.029848998,0.057258725,0.042057335,0.0
117743675,-0.02947086,0.05741573,0.042816825,0.0
117942463,-0.029369373,0.05755848,0.04361214,0.0
118142553,-0.028893443,0.057166852,0.04435288,0.0
118341271,-0.02834422,0.05705203,0.045040723,0.0
118541304,-0.02355343,0.05265751,0.046851117,0.0
118743868,-0.020373737,0.04972959,0.0486714,0.0
118943881,-0.019292839,0.048777804,0.050322283,0.0
119143916,-0.019148827,0.04904803,0.051574722,0.0
119342695,-0.019109556,0.04937024,0.051943064,0.0
119542741,-0.020121833,0.050929543,0.05180512,0.0
119741515,-0.02160331,0.052114584,0.051542696,0.0
119941540,-0.022923553,0.052891117,0.05119995,0.0
120144077,-0.023498202,0.05395575,0.050797906,0.0
120344109,-0.02449487,0.054616515,0.050513323,0.0
120542898,-0.024420103,0.054087665,0.050461583,0.0
120742931,-0.024820698,0.054065265,0.050731394,0.0
120941715,-0.024097152,0.052923407,0.051135566,0.0
121141753,-0.022966694,0.051567845,0.051937312,0.0
121341781,-0.022695461,0.052640215,0.052310213,0.0
121544316,-0.023726033,0.052140415,0.052841023,0.0
121744349,-0.02379799,0.05234612,0.05330767,0.0
121943130,-0.025789043,0.053921897,0.053170353,0.0
122143177,-0.02537842,0.0536679,0.05326553,0.0
122341946,-0.026565267,0.054206897,0.053259745,0.0
122541977,-0.027350506,0.054703616,0.053401675,0.0
122740773,-0.027194709,0.054453347,0.053616706,0.0
122944552,-0.028420653,0.055069577,0.053411633,0.0
123143332,-0.028617006,0.055896632,0.053066544,0.0
123343366,-0.030465385,0.056504637,0.052758824,0.0
123542155,-0.030768251,0.057237267,0.052701034,0.0
123742192,-0.03182383,0.057734635,0.05284966,0.0
123942231,-0.03240745,0.058069266,0.053001888,0.0
124141009,-0.03330482,0.05818383,0.05312281,0.0
124344790,-0.033787742,0.058263358,0.05308709,0.0
124543632,-0.033132907,0.058549207,0.052988045,0.0
124743605,-0.03478247,0.05807794,0.05277978,0.0
124943668,-0.035433494,0.058160845,0.05245153,0.0
125142430,-0.035762418,0.057890795,0.05204962,0.0
125341212,-0.035447832,0.058089808,0.051682774,0.0
125541261,-0.03599587,0.05810096,0.051250383,0.0
125743774,-0.036450643,0.058150124,0.050805278,0.0
125943806,-0.034970418,0.05833475,0.050556414,0.0
126143850,-0.033706978,0.056447465,0.051112,0.0
126342642,-0.033562187,0.05769998,0.050866317,0.0
126542671,-0.03226979,0.055033848,0.051497605,0.0
126741449,-0.03294489,0.05639107,0.05158959,0.0
126941494,-0.03378089,0.05670359,0.051626727,0.0
127144016,-0.032782603,0.05559591,0.051924918,0.0
127344051,-0.03333001,0.05550512,0.052290257,0.0
127542843,-0.03140169,0.05344229,0.053305857,0.0
127742867,-0.032284003,0.052549835,0.0538703,0.0
127941662,-0.033909902,0.05320885,0.053970076,0.0
