timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
280226153,0,0,159,170,97,40,64
281205693,0,0,158,168,100,42,75
282120246,0,0,157,170,100,38,67
283118889,0,0,157,168,100,40,58
284211851,0,0,156,168,77,42,66
285123749,0,0,158,169,97,41,77
286161512,0,0,157,170,100,35,61
287131701,0,0,158,171,96,37,89
288127659,0,0,159,170,100,39,64
289172964,0,0,158,170,100,35,60
290129662,0,0,154,168,96,38,61
291148659,0,0,156,168,100,40,59
292173801,0,0,156,167,97,39,61
293224370,0,0,157,164,100,42,63
294143920,0,0,158,168,98,41,58
295184089,0,0,162,175,100,43,61
296221751,0,0,165,173,100,43,66
297145379,0,0,169,179,95,41,65
298189681,0,0,168,178,100,44,66
299119073,0,0,163,175,100,42,60
300150967,0,0,171,185,97,43,59
301182689,0,0,170,181,100,43,64
302157694,0,0,167,178,100,41,63
303153701,0,0,150,168,100,46,60
304184086,0,0,157,175,100,43,78
305122790,0,0,161,164,100,39,59
306184660,0,0,164,181,97,42,58
307192927,0,0,160,167,98,45,65
308133658,0,0,153,166,100,40,67
309160842,0,0,161,175,100,42,58
310211856,0,0,163,179,90,38,58
311124715,0,0,156,170,100,43,63
312174656,0,0,157,180,97,38,82
313205716,0,0,150,167,100,44,65
314131663,0,0,157,166,97,38,56
315180762,0,0,164,177,100,42,81
316215659,0,0,159,171,98,45,62
317143658,0,0,167,179,92,41,62
318183843,0,0,164,174,97,38,63
319214130,0,0,165,179,96,37,58
320125667,0,0,166,168,100,41,75
321170095,0,0,171,184,97,42,76
322212656,0,0,162,169,100,41,54
323131342,0,0,154,167,100,44,67
324175655,0,0,154,162,97,40,62
325131687,0,0,160,175,100,43,54
326132716,0,0,161,178,100,40,60
327175982,0,0,156,168,100,39,81
328123202,0,0,159,171,100,39,61
329140762,0,0,159,171,93,40,62
330178660,0,0,153,170,100,36,59
331127285,0,0,154,171,97,37,53
332154661,0,0,157,171,96,41,73
333193660,0,0,155,166,97,41,59
