timestamp,saturation_status
85727861,1533
85747213,1533
86723400,1333
87730189,1
88739082,1
89731490,1
90735838,1
91718133,1
92731872,1
93724510,1
94725514,1
95731400,1
96725858,1
97737603,1
98729121,1
99740846,1
100740174,1
101729605,1
102728547,1
103727668,1
104744301,1
105732025,1
106722055,1
107727571,1
108731500,1
109729975,1
110734330,1
111724260,1
112738640,1
113728678,1
114736753,1
115723404,1
116739112,1
117738227,1
118731742,1
119734172,1
120731580,1
121726924,1
122726105,1
123742507,1
124743356,1
125736591,1
126737567,1
127733193,1
128744022,1
129723126,1
130738203,1
131732548,1
132730767,1
133723287,1
134738035,1
135737084,1
136730495,1
137742803,1
138728846,1
139720949,1
140739591,1
141733073,1
142728042,1
143740450,1
144740637,1
145735795,1
146737938,1
147721708,1
148729094,1
149727851,1
150734646,1
151718105,1
152737899,1
153737503,1
154730165,1
155727558,1
156727848,1
157737915,1
158726357,1
159730226,1
160737969,1
161738622,1
162733290,1
163723974,1
164731587,1
165729106,1
166731829,1
167727818,1
168728311,1
169724387,1
170741463,1
171725940,1
172741897,1533
173742069,1533
