timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
280193873,280176243,3997730,144.53224,41.329998,99601.0,1.1834246
280254207,280231536,3997730,144.25743,41.329998,99604.25,1.1834632
280414918,280392243,3997730,144.32086,41.34,99603.5,1.1834543
280626029,280605870,3997730,144.4477,41.34,99601.99,1.1834364
280837110,280819483,3997730,144.25743,41.35,99604.25,1.1834632
280997641,280980026,3997730,144.4054,41.35,99602.5,1.1834425
281218635,281196008,3997730,144.21516,41.35,99604.75,1.1834692
281429619,281409492,3997730,144.29971,41.35,99603.75,1.1834574
281640479,281622866,3997730,144.342,41.36,99603.25,1.1834514
281801244,281783635,3997730,144.48996,41.36,99601.49,1.1834304
282022256,281999609,3997730,144.36313,41.37,99603.0,1.1834484
282233033,282212890,3997730,144.55338,41.37,99600.75,1.1834216
282443914,282426294,3997730,144.36313,41.37,99603.0,1.1834484
282604758,282587075,3997730,144.17288,41.379997,99605.25,1.1834751
282825556,282802897,3997730,144.342,41.379997,99603.25,1.1834514
283036550,283016429,3997730,144.59566,41.39,99600.25,1.1834157
283247533,283229898,3997730,144.342,41.39,99603.25,1.1834514
283408118,283390517,3997730,144.36313,41.39,99603.0,1.1834484
283629075,283606454,3997730,144.29971,41.399998,99603.75,1.1834574
283839949,283819711,3997730,144.38426,41.399998,99602.75,1.1834455
284050891,284033227,3997730,144.55338,41.399998,99600.74,1.1834215
284211657,284193986,3997730,144.29971,41.41,99603.75,1.1834574
284432640,284409885,3997730,144.46883,41.41,99601.75,1.1834335
284643380,284623257,3997730,144.2363,41.42,99604.5,1.1834662
284804125,284784015,3997730,144.342,41.42,99603.25,1.1834514
285014945,284997293,3997730,144.27858,41.43,99604.0,1.1834602
285235908,285213259,3997730,144.25743,41.43,99604.25,1.1834632
285446828,285426709,3997730,144.38426,41.43,99602.75,1.1834455
285607452,285587314,3997730,144.4054,41.44,99602.5,1.1834425
285818470,285800829,3997730,144.57451,41.44,99600.5,1.1834188
286039405,286016776,3997730,144.36313,41.44,99603.0,1.1834484
286250228,286230044,3997730,144.48996,41.45,99601.49,1.1834304
286410882,286390761,3997730,144.2363,41.45,99604.5,1.1834662
286621847,286604110,3997730,144.48996,41.45,99601.49,1.1834304
286842822,286820164,3997730,144.36313,41.46,99603.0,1.1834484
287003529,286980913,3997730,144.29971,41.469997,99603.75,1.1834574
287214452,287194237,3997730,144.19402,41.469997,99605.0,1.1834722
287425268,287407662,3997730,144.4054,41.469997,99602.5,1.1834425
287646233,287623610,3997730,144.36313,41.48,99603.0,1.1834484
287806893,287784256,3997730,144.36313,41.48,99603.0,1.1834484
288017890,287997753,3997730,144.29971,41.489998,99603.75,1.1834574
288228831,288211196,3997730,144.32086,41.489998,99603.5,1.1834543
288449555,288426901,3997730,144.48996,41.5,99601.5,1.1834306
288610289,288587670,3997730,144.21516,41.5,99604.75,1.1834692
288821226,288800992,3997730,144.27858,41.5,99604.0,1.1834602
289052113,289021928,3997730,144.36313,41.51,99603.0,1.1834484
289212856,289190234,3997730,144.19402,41.51,99605.0,1.1834722
289423930,289403700,3997730,144.4477,41.52,99602.0,1.1834365
289634615,289617007,3997730,144.32086,41.52,99603.5,1.1834543
289795411,289777771,3997730,144.25743,41.52,99604.25,1.1834632
290016192,289993546,3997730,144.4477,41.53,99602.0,1.1834365
290227126,290207014,3997730,144.4054,41.54,99602.5,1.1834425
290438022,290420412,3997730,144.46883,41.53,99601.75,1.1834335
290598565,290580939,3997730,144.342,41.54,99603.25,1.1834514
290819561,290796925,3997730,144.4477,41.54,99601.99,1.1834364
291030613,291010415,3997730,144.36313,41.55,99603.0,1.1834484
291241441,291223795,3997730,144.46883,41.55,99601.74,1.1834335
291402212,291384593,3997730,144.29971,41.55,99603.75,1.1834574
291623156,291600426,3997730,144.2363,41.559998,99604.5,1.1834662
291833939,291813819,3997730,144.21516,41.559998,99604.75,1.1834692
