timestamp,saturation_status
438322891,1533
438352379,1533
439345514,1533
440335730,1533
441344881,1533
442345068,1533
443342825,1533
444335620,1533
445340239,1533
446350269,1533
447340594,1533
448335855,1533
449352596,1533
450341849,1333
451347470,1
452336183,1
453348384,1
454346026,1
455352981,1
456342078,1
457340816,1
458352317,1
459349374,1
460339119,1
461336419,1
462350292,1
463344344,1
464345136,1
465330329,1
466343520,1
467341040,1
468349206,1
469347265,1
470341863,1
471338379,1
472335414,1
473342666,1
474329768,1
475339137,1533
476353128,1533
477344110,1533
478337215,1533
479344614,1533
480336623,1533
481345651,1533
482348458,1533
