timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
438351584,0.0,0.0,0.0,0.0
438352839,0.0,0.0,0.0,0.0
438552886,0.0,0.0,0.0,0.0
438752944,0.0,0.0,0.0,0.0
438951772,0.0,0.0,0.0,0.0
439151822,0.0,0.0,0.0,0.0
439351872,0.0,0.0,0.0,0.0
439554428,0.0,0.0,0.0,0.0
439753241,0.0,0.0,0.0,0.0
439953306,0.0,0.0,0.0,0.0
440152109,0.0,0.0,0.0,0.0
440352168,0.0,0.0,0.0,0.0
440552235,0.0,0.0,0.0,0.0
440754814,0.0,0.0,0.0,0.0
440953601,0.0,0.0,0.0,0.0
441153669,0.0,0.0,0.0,0.0
441353722,0.0,0.0,0.0,0.0
441552532,0.0,0.0,0.0,0.0
441752592,0.0,0.0,0.0,0.0
441951392,0.0,0.0,0.0,0.0
442151474,0.0,0.0,0.0,0.0
442352768,0.0,0.0,0.0,0.0
442554075,0.0,0.0,0.0,0.0
442752886,0.0,0.0,0.0,0.0
442952944,0.0,0.0,0.0,0.0
443151748,0.0,0.0,0.0,0.0
443353063,0.0,0.0,0.0,0.0
443551869,0.0,0.0,0.0,0.0
443754429,0.0,0.0,0.0,0.0
443953250,0.0,0.0,0.0,0.0
444153304,0.0,0.0,0.0,0.0
444352115,0.0,0.0,0.0,0.0
444552165,0.0,0.0,0.0,0.0
444752236,0.0,0.0,0.0,0.0
444954787,0.0,0.0,0.0,0.0
445153604,0.0,0.0,0.0,0.0
445353672,0.0,0.0,0.0,0.0
445553728,0.0,0.0,0.0,0.0
445752526,0.0,0.0,0.0,0.0
445952586,0.0,0.0,0.0,0.0
446151401,0.0,0.0,0.0,0.0
446355226,0.0,0.0,0.0,0.0
446554024,0.0,0.0,0.0,0.0
446754083,0.0,0.0,0.0,0.0
446952890,0.0,0.0,0.0,0.0
447152952,0.0,0.0,0.0,0.0
447351763,0.0,0.0,0.0,0.0
447551825,0.0,0.0,0.0,0.0
447754383,0.0,0.0,0.0,0.0
447954468,0.0,0.0,0.0,0.0
448153252,0.0,0.0,0.0,0.0
448354567,0.0,0.0,0.0,0.0
448553384,0.0,0.0,0.0,0.0
448752179,0.0,0.0,0.0,0.0
448952240,0.0,0.0,0.0,0.0
449154804,0.0,0.0,0.0,0.0
449354870,0.0,0.0,0.0,0.0
449553734,0.0,0.0,0.0,0.0
449753744,0.0,0.0,0.0,0.0
449952539,0.0,0.0,0.0,0.0
450152640,0.0,0.0,0.0,0.0
450351414,0.0,0.0,0.0,0.0
450555229,0.0,0.0,0.0,0.0
450754033,0.0,0.0,0.0,0.0
450954101,0.0,0.0,0.0,0.0
451152910,0.0,0.0,0.0,0.0
451352970,-0.0052055167,0.004559307,-0.013932286,0.0
451551774,-0.011524849,0.01112433,-0.031556353,0.0
451751872,-0.016097877,0.018103153,-0.04884896,0.0
451954400,-0.01699683,0.024631137,-0.058661688,0.0
452154457,-0.015147485,0.024601903,-0.054811463,0.0
452353268,-0.015499671,0.025828209,-0.044841874,0.0
452553338,-0.018204533,0.029321281,-0.034375023,0.0
452752140,-0.019955667,0.032057595,-0.025385715,0.0
452952205,-0.021379536,0.035678484,-0.0173054,0.0
453152316,-0.022730643,0.03899477,-0.01066592,0.0
453354835,-0.02409885,0.04166917,-0.004870816,0.0
453553640,-0.020691762,0.038108125,0.00052608235,0.0
453753697,-0.0208779,0.041483507,0.004662985,0.0
453953757,-0.022124963,0.044084217,0.008106239,0.0
454152571,-0.020134911,0.04282532,0.01158404,0.0
454352645,-0.016529776,0.041009232,0.014986388,0.0
454551441,-0.021107882,0.043339882,0.017499572,0.0
454755257,-0.021094862,0.04540578,0.019520912,0.0
454954065,-0.018733453,0.042199604,0.022203978,0.0
455154124,-0.020756822,0.044849586,0.024024405,0.0
455352936,-0.022011314,0.045972373,0.025458906,0.0
455553006,-0.02258526,0.04647322,0.026828112,0.0
455751809,-0.022719545,0.047671665,0.02772334,0.0
455951879,-0.022641867,0.048546832,0.029024573,0.0
456154427,-0.023109961,0.048701663,0.030589456,0.0
456354485,-0.023903713,0.048781972,0.031938136,0.0
456553296,-0.023322117,0.049283303,0.033033613,0.0
456753367,-0.022911904,0.04791345,0.03449076,0.0
456952176,-0.024106398,0.049352407,0.035501108,0.0
457152235,-0.024741905,0.049794678,0.036375515,0.0
457352292,-0.02444228,0.05036954,0.03729136,0.0
457554861,-0.025030535,0.049867284,0.03828905,0.0
457753669,-0.025002481,0.05098071,0.039134476,0.0
457953735,-0.026226474,0.051365357,0.040269177,0.0
458153793,-0.02757825,0.0509058,0.04120135,0.0
458352610,-0.027238231,0.05121714,0.041546375,0.0
458552672,-0.02800916,0.05072514,0.0423292,0.0
458751476,-0.029076813,0.052264746,0.042264104,0.0
458955287,-0.028711759,0.053434297,0.042344693,0.0
459154089,-0.029679317,0.054196145,0.042857677,0.0
459354159,-0.027723394,0.051217526,0.043693352,0.0
