timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
582584751,582584331,-0.81428236,-0.023780745,0.0017115349,-0.5799791,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
583084904,583084495,-0.8152405,-0.026780345,0.0013972584,-0.5785013,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
583585222,583584659,-0.8158573,-0.019420817,0.0035362453,-0.57791626,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
584085291,584084824,-0.8155589,-0.032014623,0.012847823,-0.5776451,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
584585389,584584986,-0.8178044,-0.056233197,0.026751054,-0.5721173,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
585085654,585085151,-0.81096524,-0.0671791,0.020281494,-0.58087105,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
585580742,585580314,-0.8123926,-0.042001903,-0.0187904,-0.5812926,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
586085898,586085479,-0.826754,-0.00045579576,-0.060682397,-0.5592812,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
586586104,586585641,-0.8260869,-0.0092531415,-0.05641637,-0.5606354,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
587086265,587085806,-0.8152132,0.0009544404,-0.009848332,-0.57907647,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
587586424,587585967,-0.8081964,0.036802083,0.043945987,-0.5861169,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
588086591,588086130,-0.8082409,0.035511155,0.068031564,-0.58383006,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
588586700,588586293,-0.8231441,0.007634325,0.04766368,-0.5657772,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
589081929,589081455,-0.8189759,-0.055963036,0.021020629,-0.57070553,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
589582026,589581620,-0.8121318,-0.099659026,-0.030776326,-0.5740756,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
590082198,590081783,-0.8158469,-0.089422345,-0.008748356,-0.571245,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
590587357,590586948,-0.82357454,-0.0035601906,0.016840067,-0.56694686,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
591087586,591087123,-0.82594395,-0.0002303276,-0.0072549675,-0.56370556,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
591587705,591587273,-0.81894696,-0.006673537,-0.0037482448,-0.57381827,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
592087854,592087435,-0.8090257,-0.0048978417,-0.0048948727,-0.58773243,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
592583052,592582596,-0.80527323,-0.0050434438,-0.0058807605,-0.5928533,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
593083167,593082759,-0.8015688,-0.005723669,-0.005294083,-0.5978519,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
593583407,593582946,-0.79806924,-0.0061492804,-0.0053565325,-0.6025107,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
594083500,594083084,-0.79444176,-0.006314936,-0.0054921904,-0.6072827,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
594583662,594583246,-0.790381,-0.0060401466,-0.006097029,-0.61255556,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
595083892,595083430,-0.7866188,-0.0059494586,-0.0062484555,-0.6173786,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
595584016,595583568,-0.7828554,-0.0057504633,-0.006438374,-0.622144,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
596084132,596083731,-0.7791246,-0.0056044166,-0.0065421364,-0.62681,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
596584363,596583892,-0.7753632,-0.0054621594,-0.0066625783,-0.6314568,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
597084545,597084056,-0.7716264,-0.005364644,-0.006757164,-0.6360176,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
597584666,597584214,-0.7679956,-0.005293187,-0.0067956247,-0.6403972,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
598084847,598084381,-0.764411,-0.005198059,-0.006863069,-0.6446719,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
598584959,598584541,-0.7608399,-0.0051241196,-0.0068889786,-0.6488829,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
599085163,599084703,-0.7573874,-0.005037272,-0.006919692,-0.65290976,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
