timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
2090554490,63.950195,6267.7837,0,21,14114,65536,0,3,239
2091556091,118.131836,116.75367,0,22,4964,65536,0,3,239
2092557580,152.77148,75.8814,0,22,7658,65536,0,3,239
2093557920,192.0,63.71048,0,22,5616,65536,0,3,239
2094558873,227.33789,56.62798,0,22,7508,65536,0,3,239
2095559896,264.2627,52.688057,0,22,8152,65536,0,3,239
2096560941,301.93066,50.182487,0,22,7658,65536,0,3,239
2097562086,341.1797,48.616337,0,22,5545,65536,0,3,239
2098563039,383.73145,47.854263,0,22,50,65536,0,3,239
2099563928,413.4873,45.842987,0,22,7658,65536,0,3,239
2100564862,458.26855,45.732758,0,22,153,65536,0,3,239
2101565865,495.60645,44.966923,0,22,100,65536,0,3,239
2102567747,532.8408,44.316765,0,22,100,65536,0,3,239
2103568115,570.02637,43.767956,0,22,100,65536,0,3,239
2104568897,607.15234,43.291935,0,22,161,65536,0,3,239
2105569958,644.3867,42.88572,0,22,111,65536,0,3,239
2106570867,681.52344,42.52457,0,22,161,65536,0,3,239
2107571934,718.709,42.208355,0,22,161,65536,0,3,239
2108572890,755.89453,41.927513,0,22,161,65536,0,3,239
2109574005,792.9492,41.668995,0,22,161,65536,0,3,239
2110574937,830.2656,41.449757,0,22,264,65536,0,3,239
2111575877,867.4512,41.245155,0,22,264,65536,0,3,239
2112577992,904.5879,41.054737,0,22,364,65536,0,3,239
2113581472,941.77344,40.88058,0,22,364,65536,0,3,239
2114582399,978.959,40.725285,0,22,364,65536,0,3,239
2115583507,1015.81836,40.56909,0,22,614,65536,0,3,239
2116584867,1053.1992,40.444756,0,22,548,65536,0,3,239
2117585418,1088.0,40.235,0,22,3110,65536,0,3,239
2118586409,1127.501,40.207405,0,22,739,65536,0,3,239
2119587389,1165.5732,40.132534,0,22,629,65536,0,3,239
2120588450,1204.2363,40.082203,0,22,629,65536,0,3,239
2121589377,1242.6025,40.025734,0,22,686,65536,0,3,239
2122590472,1280.0,39.942352,0,22,2073,65536,0,3,239
2123591382,1318.6416,39.901894,0,22,689,65536,0,3,239
2124593211,1355.8271,39.819973,0,22,689,65536,0,3,239
2125594485,1393.2686,39.75066,0,22,842,65536,0,3,239
2126597868,1430.3721,39.67351,0,22,892,65536,0,3,239
2127599261,1467.7178,39.609196,0,22,942,65536,0,3,239
2128599960,1504.9033,39.544785,0,22,942,65536,0,3,239
2129600895,1542.0889,39.48343,0,22,942,65536,0,3,239
2130601953,1579.4805,39.43017,0,22,942,65536,0,3,239
2131602867,1616.666,39.37462,0,22,942,65536,0,3,239
2132603902,1653.8027,39.320442,0,22,992,65536,0,3,239
2133604882,1690.9883,39.26997,0,22,1194,65536,0,3,239
2134605982,1728.0,39.217735,0,22,1372,65536,0,3,239
2135607034,1765.3594,39.175583,0,22,1194,65536,0,3,239
2136608847,1802.6621,39.133385,0,22,1194,65536,0,3,239
2137608982,1839.8477,39.091885,0,22,1244,65536,0,3,239
2138609906,1877.1504,39.05391,0,22,1244,65536,0,3,239
2139610950,1914.3359,39.015003,0,22,1244,65536,0,3,239
2140611865,1951.5215,38.977753,0,22,1244,65536,0,3,239
2141613130,1988.8242,38.94398,0,22,1244,65536,0,3,239
2142613989,2025.9609,38.90863,0,22,1294,65536,0,3,239
2143614879,2063.1465,38.875515,0,22,1397,65536,0,3,239
2144615876,2100.332,38.843544,0,22,1397,65536,0,3,239
2145616941,2137.5664,38.813572,0,22,1347,65536,0,3,239
2146618454,2174.7031,38.78262,0,22,1447,65536,0,3,239
2147618870,2211.8887,38.754353,0,22,1447,65536,0,3,239
2148619898,2249.0742,38.726654,0,22,1447,65536,0,3,239
2149620952,2286.745,38.708096,0,22,1447,65536,0,3,239
2150621869,2323.9307,38.68216,0,22,1447,65536,0,3,239
2151622917,2361.2334,38.658913,0,22,1447,65536,0,3,239
2152623915,2398.419,38.634556,0,22,1447,65536,0,3,239
2153625020,2436.0312,38.617676,0,22,1010,65536,0,3,239
2154625937,2472.8584,38.58918,0,22,1497,65536,0,3,239
2155626892,2510.044,38.567047,0,22,1497,65536,0,3,239
2156628205,2547.2295,38.545376,0,22,1547,65536,0,3,239
2157628870,2584.415,38.524723,0,22,1547,65536,0,3,239
2158629888,2622.085,38.511593,0,22,1547,65536,0,3,239
2159630871,2659.2705,38.491848,0,22,1547,65536,0,3,239
2160632182,2696.456,38.472496,0,22,1547,65536,0,3,239
2161632869,2733.625,38.453785,0,22,1564,65536,0,3,239
2162633867,2770.624,38.43307,0,22,1755,65536,0,3,239
2163634933,2807.623,38.41289,0,22,2049,65536,0,3,239
2164635876,2844.8086,38.395836,0,22,2049,65536,0,3,239
2165637852,2880.0,38.352154,0,22,4141,65536,0,3,239
2166638426,2919.3662,38.365192,0,22,1908,65536,0,3,239
2167638876,2956.3652,38.347248,0,22,2099,65536,0,3,239
2168639912,2993.5508,38.331863,0,22,2099,65536,0,3,239
2169640954,3030.874,38.318607,0,22,1941,65536,0,3,239
2170641993,3067.9219,38.302246,0,22,2082,65536,0,3,239
2171642874,3104.9834,38.28653,0,22,2018,65536,0,3,239
2172643936,3142.3066,38.2743,0,22,1877,65536,0,3,239
2173644864,3179.4922,38.260773,0,22,1877,65536,0,3,239
2174645898,3216.4912,38.2453,0,22,2068,65536,0,3,239
2175647363,3253.6768,38.23219,0,22,1991,65536,0,3,239
2176647899,3291.0488,38.22196,0,22,1800,65536,0,3,239
2177649143,3328.0,38.206825,0,22,2040,65536,0,3,239
2178649936,3365.2334,38.195435,0,22,1991,65536,0,3,239
2179651091,3403.7656,38.19872,0,22,1850,65536,0,3,239
2180651872,3440.9824,38.187492,0,22,2009,65536,0,3,239
2181652895,3478.4277,38.178913,0,22,2009,65536,0,3,239
2182653861,3515.7559,38.169277,0,22,2009,65536,0,3,239
2183654904,3553.3389,38.16255,0,22,2424,65536,0,3,239
2184656175,3590.5977,38.152435,0,22,2665,65536,0,3,239
2185657508,3620.085,38.060795,0,22,10835,65536,0,3,239
2186657969,3665.3916,38.136,0,22,2665,65536,0,3,239
2187658963,3702.8857,38.129,0,22,2615,65536,0,3,239
2188659912,3740.1445,38.119766,0,22,2806,65536,0,3,239
2189660915,3776.0,38.096535,0,22,4314,65536,0,3,239
2190661871,3815.1729,38.106922,0,22,2665,65536,0,3,239
2191662931,3852.4805,38.098618,0,22,2806,65536,0,3,239
2192663874,3889.8086,38.09072,0,22,2806,65536,0,3,239
2193665925,3927.3916,38.085037,0,22,2715,65536,0,3,239
2194666788,3964.8555,38.07876,0,22,2715,65536,0,3,239
2195667223,4002.1475,38.071117,0,22,2906,65536,0,3,239
2196668270,4039.5088,38.064053,0,22,2906,65536,0,3,239
2197668869,4077.1738,38.060112,0,22,2806,65536,0,3,239
2198670392,4114.466,38.052475,0,22,2997,65536,0,3,239
2199670873,4151.8564,38.04624,0,22,2979,65536,0,3,239
2200671924,4189.366,38.041008,0,22,2838,65536,0,3,239
2201672868,4228.1113,38.04702,0,22,1361,65536,0,3,239
2202675067,4265.297,38.03859,0,22,1361,65536,0,3,239
2203675727,4300.716,38.015217,0,22,3323,65536,0,3,239
2204676263,4338.039,38.008972,0,22,3182,65536,0,3,239
2205677455,4375.038,37.999805,0,22,3507,65536,0,3,239
2206678045,4412.2236,37.9926,0,22,3627,65536,0,3,239
2207678971,4449.83,37.989002,0,22,3316,65536,0,3,239
2208680193,4487.0156,37.98181,0,22,3316,65536,0,3,239
2209681718,4524.132,37.97406,0,22,3507,65536,0,3,239
2210681860,4561.343,37.967663,0,22,3481,65536,0,3,239
2211682872,4598.6455,37.961857,0,22,3481,65536,0,3,239
2212684704,4635.782,37.95453,0,22,3581,65536,0,3,239
2213684906,4676.0273,37.973072,0,22,448,65536,0,3,239
2214685917,4710.2705,37.942715,0,22,3581,65536,0,3,239
2215686957,4747.456,37.936348,0,22,3581,65536,0,3,239
2216687957,4784.6416,37.930096,0,22,3535,65536,0,3,239
2217688910,4821.9443,37.924877,0,22,3225,65536,0,3,239
2218689964,4858.992,37.91772,0,22,3366,65536,0,3,239
2219690869,4896.129,37.91141,0,22,3416,65536,0,3,239
2220691872,4934.327,37.913322,0,22,3552,65536,0,3,239
2221694520,4971.7725,37.908985,0,22,3705,65536,0,3,239
2222697377,5009.1006,37.903774,0,22,3705,65536,0,3,239
2223698702,5046.4287,37.89907,0,22,3755,65536,0,3,239
2224699371,5083.874,37.895496,0,22,3755,65536,0,3,239
2225700608,5124.0293,37.911873,0,22,860,65536,0,3,239
2226701374,5158.5986,37.88711,0,22,3805,65536,0,3,239
2227702402,5195.9756,37.88311,0,22,3755,65536,0,3,239
2228703602,5233.3037,37.87876,0,22,3755,65536,0,3,239
2229704386,5270.632,37.87459,0,22,3957,65536,0,3,239
2230705385,5308.077,37.871258,0,22,3957,65536,0,3,239
2231706725,5345.3564,37.866707,0,22,4127,65536,0,3,239
2232708181,5382.802,37.863358,0,22,4057,65536,0,3,239
2233708517,5420.247,37.860348,0,22,3866,65536,0,3,239
2234709570,5457.6924,37.85719,0,22,3866,65536,0,3,239
2235710373,5495.333,37.855488,0,22,3866,65536,0,3,239
2236711402,5532.6943,37.85184,0,22,3866,65536,0,3,239
2237712378,5572.007,37.861515,0,22,1868,65536,0,3,239
2238713400,5607.506,37.845306,0,22,3986,65536,0,3,239
2239714442,5644.9844,37.842583,0,22,3969,65536,0,3,239
2240715377,5682.297,37.83882,0,22,4019,65536,0,3,239
2241717637,5719.707,37.835423,0,22,4139,65536,0,3,239
2242717928,5760.0,37.851494,0,22,1126,65536,0,3,239
2243718579,5794.3604,37.828545,0,22,4199,65536,0,3,239
2244719391,5835.673,37.850945,0,22,153,65536,0,3,239
2245720537,5873.034,37.847507,0,22,153,65536,0,3,239
2246721369,5906.3955,37.81858,0,22,4249,65536,0,3,239
2247722411,5943.874,37.816166,0,22,4249,65536,0,3,239
2248723380,5981.2354,37.81306,0,22,4249,65536,0,3,239
2249724452,6020.158,37.819775,0,22,2770,65536,0,3,239
2250726598,6060.0264,37.832058,0,22,253,65536,0,3,239
2251727246,6097.25,37.82813,0,22,394,65536,0,3,239
2252727373,6134.8984,37.826996,0,22,100,65536,0,3,239
2253728368,6172.073,37.822765,0,22,291,65536,0,3,239
2254729399,6208.0,37.810978,0,22,1760,65536,0,3,239
2255730546,6246.6953,37.81607,0,22,394,65536,0,3,239
2256731514,6284.174,37.81382,0,22,394,65536,0,3,239
2257732368,6321.6357,37.811523,0,22,291,65536,0,3,239
2258733821,6359.135,37.809338,0,22,200,65536,0,3,239
2259735224,6396.427,37.805965,0,22,494,65536,0,3,239
2260735731,6433.788,37.80324,0,22,303,65536,0,3,239
2261737040,6468.0244,37.782116,0,22,3623,65536,0,3,239
2262738162,6508.628,37.798256,0,22,303,65536,0,3,239
2263738441,6545.9893,37.79567,0,22,303,65536,0,3,239
2264739364,6583.3506,37.79298,0,22,303,65536,0,3,239
2265740365,6620.712,37.7903,0,22,303,65536,0,3,239
2266741365,6656.0,37.775883,0,22,2426,65536,0,3,239
2267742722,6695.4834,37.78523,0,22,303,65536,0,3,239
2268743369,6732.6094,37.78139,0,22,544,65536,0,3,239
2269744436,6770.2256,37.780247,0,22,403,65536,0,3,239
2270745469,6807.449,37.77694,0,22,544,65536,0,3,239
2271746491,6844.9277,37.775078,0,22,544,65536,0,3,239
2272747420,6882.2725,37.772522,0,22,561,65536,0,3,239
2273748612,6916.2773,37.751717,0,22,4118,65536,0,3,239
2274749540,6957.25,37.769012,0,22,420,65536,0,3,239
2275750367,6994.425,37.765633,0,22,611,65536,0,3,239
2276751474,7031.8486,37.763573,0,22,580,65536,0,3,239
2277752398,7069.327,37.761864,0,22,580,65536,0,3,239
2278753461,7104.0,37.74524,0,22,3333,65536,0,3,239
