timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
2090347747,0,0,1,0,0,0,0,0
2090854729,0,0,1,0,0,0,0,0
2091355342,0,0,1,0,0,0,0,0
2091865690,0,0,1,0,0,0,0,0
2092370901,0,0,1,0,0,0,0,0
2092880718,0,0,1,0,0,0,0,0
2093380752,0,0,1,0,0,0,0,0
2093882171,0,0,1,0,0,0,0,0
2094384718,0,0,1,0,0,0,0,0
2094885915,0,0,1,0,0,0,0,0
2095396929,0,0,1,0,0,0,0,0
2095899961,0,0,1,0,0,0,0,0
2096400684,0,0,1,0,0,0,0,0
2096910720,0,0,1,0,0,0,0,0
2097411703,0,0,1,0,0,0,0,0
2097918681,0,0,1,0,0,0,0,0
2098420717,0,0,1,0,0,0,0,0
2098924691,0,0,1,0,0,0,0,0
2099424782,0,0,1,0,0,0,0,0
2099926521,0,0,1,0,0,0,0,0
2100433720,0,0,1,0,0,0,0,0
2100939685,0,0,1,0,0,0,0,0
2101443697,0,0,1,0,0,0,0,0
2101948025,0,0,1,0,0,0,0,0
2102448694,0,0,1,0,0,0,0,0
2102951695,0,0,1,0,0,0,0,0
2103452980,0,0,1,0,0,0,0,0
2103953178,0,0,1,0,0,0,0,0
2104457073,0,0,1,0,0,0,0,0
2104957701,0,0,1,0,0,0,0,0
2105458779,0,0,1,0,0,0,0,0
2105961739,0,0,1,0,0,0,0,0
2106463195,0,0,1,0,0,0,0,0
2106965341,0,0,1,0,0,0,0,0
2107465784,0,0,1,0,0,0,0,0
2107971778,0,0,1,0,0,0,0,0
2108477873,0,0,1,0,0,0,0,0
2108981800,0,0,1,0,0,0,0,0
2109492786,0,0,1,0,0,0,0,0
2110003207,0,0,1,0,0,0,0,0
2110504716,0,0,1,0,0,0,0,0
2111005772,0,0,1,0,0,0,0,0
2111507723,0,0,1,0,0,0,0,0
2112008100,0,0,1,0,0,0,0,0
2112512713,0,0,1,0,0,0,0,0
2113019720,0,0,1,0,0,0,0,0
2113521683,0,0,1,0,0,0,0,0
2114023845,0,0,1,0,0,0,0,0
2114528515,0,0,1,0,0,0,0,0
2115029812,0,0,1,0,0,0,0,0
2115539687,0,0,1,0,0,0,0,0
2116040940,0,0,1,0,0,0,0,0
2116551738,0,0,1,0,0,0,0,0
2117055721,0,0,1,0,0,0,0,0
2117559790,0,0,1,0,0,0,0,0
2118060319,0,0,1,0,0,0,0,0
2118566188,0,0,1,0,0,0,0,0
2118933797,0,0,1,0,0,0,0,0
2119440734,0,0,1,0,0,0,0,0
2119951685,0,0,1,0,0,0,0,0
2120452026,0,0,1,0,0,0,0,0
2120463847,0,0,1,0,0,0,0,0
2120968691,0,0,1,0,0,0,0,0
2121472728,0,0,1,0,0,0,0,0
2121975704,0,0,1,0,0,0,0,0
2122422056,0,0,1,0,0,0,0,0
2122501831,0,0,1,0,0,0,0,0
2123002718,0,0,1,0,0,0,0,0
2123505777,0,0,1,0,0,0,0,0
2124006843,0,0,1,0,0,0,0,0
2124517867,0,0,1,0,0,0,0,0
2125027952,0,0,1,0,0,0,0,0
2125351240,1,0,1,0,0,0,0,0
2125859687,1,0,1,0,0,0,0,0
2126368844,1,0,1,0,0,0,0,0
2126757812,0,0,1,0,0,0,0,0
2127259754,0,0,1,0,0,0,0,0
2127763755,0,0,1,0,0,0,0,0
2128264953,0,0,1,0,0,0,0,0
2128776103,0,0,1,0,0,0,0,0
2129277717,0,0,1,0,0,0,0,0
2129784221,0,0,1,0,0,0,0,0
2130289428,0,0,1,0,0,0,0,0
2130799798,0,0,1,0,0,0,0,0
2131303783,0,0,1,0,0,0,0,0
2131809669,0,0,1,0,0,0,0,0
