timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],thrust[0],thrust[1],thrust[2]
142306987,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,0.004077977,0.0010074049,1.5245565,0.026494654,0.009944054,8.089886,0.0,0.0,0.0,0.00023672706,8.884913e-05,-0.08753063
142317045,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,0.004089075,0.001007957,1.5062498,0.020640457,0.005436156,8.032855,0.0,0.0,0.0,0.00018857223,4.966499e-05,-0.09043838
142406809,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,0.0041740118,0.0009415932,1.3431596,0.011465745,0.011869668,7.6442842,0.0,0.0,0.0,0.00013223328,0.0001368917,-0.11024998
142506891,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,0.004195982,0.0008590348,1.1612847,0.030824244,-0.00034741848,7.1701937,0.0,0.0,0.0,0.00042280302,-4.765391e-06,-0.13442187
142607294,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,0.0041714073,0.000708881,0.9788304,0.008464767,-0.0098066665,6.6648893,0.0,0.0,0.0,0.00013996282,-0.0001621508,-0.16018522
142707149,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,0.0040041385,0.0005373232,0.7973793,0.0065521593,0.040127948,6.108898,0.0,0.0,0.0,0.00012631442,0.00077359815,-0.18853289
142807119,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,0.0038265644,0.00031515732,0.61570257,0.042447522,0.003282846,5.5318365,0.0,0.0,0.0,0.0009431012,7.2938434e-05,-0.21795484
142907187,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,0.0036831915,-0.00022833794,0.43385312,0.056625,-0.07189883,4.907133,0.0,0.0,0.0,0.0014428619,-0.0018320543,-0.24980585
143007266,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,0.003393048,-0.0008748896,0.2519876,0.009757982,-0.13030425,4.247819,0.0,0.0,0.0,0.00028209607,-0.0037669998,-0.28342152
143107340,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,0.0027274846,-0.002217964,0.07013489,0.0052719247,-0.118511364,3.5477881,0.0,0.0,0.0,0.00017159422,-0.003857389,-0.31911314
143207206,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,0.0015203655,-0.004778704,-0.111340225,-0.012587771,-0.18298513,2.8489914,0.0,0.0,0.0,-0.00045544546,-0.0066206916,-0.35474187
143307310,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,-0.0008239984,-0.009682194,-0.29326376,-0.065577045,-0.14549223,2.0612984,0.0,0.0,0.0,-0.0026400776,-0.0058573964,-0.39490303
143407294,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,-0.0048812507,-0.015860314,-0.474948,-0.09284719,-0.11617318,1.2738281,0.0,0.0,0.0,-0.0041180872,-0.0051526735,-0.43505284
143507231,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,-0.010683554,-0.022161352,-0.6565591,-0.051090606,-0.014648713,0.57735085,0.0,0.0,0.0,-0.002454544,-0.00070376764,-0.4705633
143607792,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,-0.017352551,-0.027568912,-0.8391626,-0.10487831,0.009977907,0.17394018,0.0,0.0,0.0,-0.0052496246,0.00049943855,-0.4911315
143707342,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,-0.024753928,-0.0315051,-0.9653312,-0.20426579,0.04667703,0.1681602,0.0,0.0,0.0,-0.01023578,0.0023389906,-0.49142623
143807471,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,-0.03252427,-0.032919068,-0.9242444,-0.24797563,-0.066040695,0.7809756,0.0,0.0,0.0,-0.0116361575,-0.0030989333,-0.46018133
143907625,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,-0.040034704,-0.03157408,-0.86880654,-0.19087696,-0.024862576,1.2680092,0.0,0.0,0.0,-0.008473661,-0.0011037322,-0.43534952
144007681,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,-0.04692182,-0.028258795,-0.8052401,-0.18201517,-0.023539979,1.584722,0.0,0.0,0.0,-0.0077814227,-0.0010063695,-0.41920167
144107783,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,-0.05215969,-0.022716086,-0.7388839,-0.20823932,0.029033042,1.737212,0.0,0.0,0.0,-0.008735703,0.001217945,-0.41142684
144207673,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,-0.05570823,-0.015696583,-0.67539936,-0.1952567,0.08416544,1.7659976,0.0,0.0,0.0,-0.008162515,0.003518454,-0.40995917
144307762,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,-0.0575569,-0.007813447,-0.6183178,-0.1798606,0.1521406,1.7020309,0.0,0.0,0.0,-0.007579779,0.0064115883,-0.41322058
144407667,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,-0.057704125,0.0007135525,-0.5694126,-0.2149776,0.165706,1.6193813,0.0,0.0,0.0,-0.009150395,0.0070531783,-0.41743454
144507745,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,-0.056477867,0.009560466,-0.5290965,-0.18588257,0.17051981,1.520343,0.0,0.0,0.0,-0.008007781,0.007345956,-0.42248407
144608059,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,-0.054794423,0.01787188,-0.49745458,-0.22890699,0.2286734,1.4147106,0.0,0.0,0.0,-0.009987187,0.009976994,-0.42786983
144707781,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,-0.0528889,0.025552077,-0.47339106,-0.1718539,0.21944019,1.3036275,0.0,0.0,0.0,-0.007597713,0.009701517,-0.4335335
144807827,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,-0.05069572,0.032863576,-0.45553428,-0.19473591,0.21865295,1.2084289,0.0,0.0,0.0,-0.00870527,0.0097744325,-0.43838727
144908005,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,-0.048925076,0.039573215,-0.44229072,-0.1965597,0.26648864,1.1572331,0.0,0.0,0.0,-0.008838498,0.0119829215,-0.44099754
145007877,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,-0.04769293,0.045642037,-0.43213546,-0.20288174,0.2608253,1.0844076,0.0,0.0,0.0,-0.009200141,0.011827725,-0.4447106
145108194,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,-0.047100864,0.051527604,-0.42441428,-0.16659644,0.24681708,1.0146041,0.0,0.0,0.0,-0.0076155984,0.011282714,-0.44826958
145208079,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,-0.047524303,0.057116874,-0.41884136,-0.18117736,0.2909691,0.88296795,0.0,0.0,0.0,-0.008405463,0.01349909,-0.45498118
145308129,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,-0.048154194,0.062173747,-0.41524625,-0.23256811,0.3139298,0.7911124,0.0,0.0,0.0,-0.010900933,0.014714519,-0.4596645
145407995,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,-0.050143633,0.067671664,-0.41230232,-0.22480412,0.2590927,0.70040274,0.0,0.0,0.0,-0.010643112,0.012266466,-0.4642894
145508225,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,-0.052315973,0.07248496,-0.4089011,-0.29960543,0.34453842,0.70039296,0.0,0.0,0.0,-0.014184789,0.016312137,-0.4642899
145608561,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,-0.05554198,0.07752859,-0.40345806,-0.2589897,0.31407693,0.6988436,0.0,0.0,0.0,-0.012263999,0.014872558,-0.46436888
145708235,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,-0.059613388,0.082587324,-0.39535868,-0.22515047,0.2894985,0.74718475,0.0,0.0,0.0,-0.01060445,0.013635203,-0.46190417
145808396,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,-0.063803144,0.0873517,-0.38375103,-0.28039265,0.31043947,0.8334981,0.0,0.0,0.0,-0.013080463,0.014482161,-0.45750344
145908341,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,-0.067993686,0.09191059,-0.36876482,-0.26998037,0.31322762,0.91244286,0.0,0.0,0.0,-0.012484429,0.01448427,-0.45347837
146008354,1.0640372,-0.17329419,-1.199026,1.5538086,0.0,-0.07221198,0.09603452,-0.35161716,-0.263939,0.3105806,0.9279683,0.0,0.0,0.0,-0.012183454,0.014336439,-0.4526868
