timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,calibration_count
111364290,111363923,3932170,3932170,3.698385e-06,-3.9788624e-06,-1.6808686e-06,-0.0013589199,-0.0014517815,-0.048866775,5002,5002,0,3
111369297,111368931,3932170,3932170,2.7861531e-06,-2.2330603e-06,-7.733865e-06,-0.0014308844,-0.0016177555,-0.048857097,5008,5008,0,3
111864443,111864113,3932170,3932170,1.0000881e-06,-1.3412241e-06,2.1766084e-07,-0.0013720574,-0.0015684208,-0.048622344,4969,4969,0,3
112364610,112364303,3932170,3932170,2.7501233e-06,2.74199e-06,-3.3489202e-06,-0.0013208159,-0.0015060423,-0.048884816,5001,5001,0,3
112864845,112864495,3932170,3932170,-2.0359677e-07,-3.884255e-07,-5.91302e-07,-0.0011936341,-0.00145964,-0.048824232,5002,5002,0,3
113370050,113369689,3932170,3932170,4.1164844e-06,-6.2513386e-06,-9.0582324e-07,-0.0013819895,-0.0015141099,-0.048869435,4996,4996,0,3
113865193,113864879,3932170,3932170,-2.6609066e-06,-2.9871658e-06,-5.6602694e-06,-0.0013305893,-0.0014350372,-0.048952892,5000,5000,0,3
114365478,114365071,3932170,3932170,-1.6506957e-06,-6.5965065e-07,1.4968922e-06,-0.0013387087,-0.0016310778,-0.04890142,5002,5002,0,3
114865569,114865262,3932170,3932170,-3.224527e-07,-3.9107686e-06,-4.4856333e-06,-0.001436445,-0.0016065469,-0.04878933,4993,4993,0,3
115365782,115365455,3932170,3932170,-3.050892e-07,-6.9745156e-06,-8.317777e-06,-0.0012639049,-0.0016097743,-0.04895396,5002,5002,0,3
115866000,115865647,3932170,3932170,9.027773e-06,-5.278983e-06,-1.1409935e-05,-0.0012857192,-0.0015583117,-0.04891715,5002,5002,0,3
116366164,116365848,3932170,3932170,5.3158524e-06,-4.3707137e-06,-4.293054e-06,-0.0013171921,-0.0014757888,-0.04900561,5010,5010,0,3
116866346,116866034,3932170,3932170,1.1140546e-06,-5.1120564e-06,3.629087e-06,-0.0013392319,-0.0015945378,-0.04876729,4987,4987,0,3
117366597,117366224,3932170,3932170,8.361782e-06,-5.8086534e-06,-1.7692704e-06,-0.0012842219,-0.0014907393,-0.048864152,5001,5001,0,3
117866750,117866418,3932170,3932170,8.420454e-06,-1.3915742e-06,-1.256316e-06,-0.0013465261,-0.0015060141,-0.048887506,4996,4996,0,3
118366939,118366619,3932170,3932170,5.3672097e-06,-3.199133e-07,8.706354e-07,-0.0012412091,-0.0015461633,-0.04857047,4964,4964,0,3
118867173,118866809,3932170,3932170,-3.2244714e-06,-1.1986031e-05,-3.1142436e-06,-0.0013196552,-0.0016325765,-0.048935335,5009,5009,0,3
119367352,119366995,3932170,3932170,-1.1319233e-06,-2.3092489e-06,-2.5653603e-06,-0.0013192341,-0.0015606139,-0.04884356,5001,5001,0,3
119867501,119867188,3932170,3932170,4.735991e-06,-1.9630586e-06,-7.411615e-07,-0.0013496272,-0.0014236644,-0.0489809,5002,5002,0,3
120367788,120367382,3932170,3932170,4.880385e-06,-4.640731e-06,1.2306388e-06,-0.0013194267,-0.0015085298,-0.04893737,5001,5001,0,3
120862883,120862572,3932170,3932170,7.599229e-06,-7.2176094e-06,-5.085103e-06,-0.0014304933,-0.0015006324,-0.04891277,5000,5000,0,3
