timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping
564083328,-0.0010049393,-0.00010303302,0.000785912,5010,0,-0.3011036,-0.30519757,-9.804713,5010,0
564088325,-0.00014814782,0.00044226315,-0.00027684608,4997,0,-0.2893305,-0.31728593,-9.765516,4997,0
564093324,-0.00072389503,-0.00072852185,-0.00027175192,4999,0,-0.29505786,-0.30044618,-9.77479,4999,0
564098325,-0.0005662805,-0.000464427,-0.00041174726,5001,0,-0.3025944,-0.28733507,-9.769082,5001,0
564103326,-0.0010904821,-0.00045912465,-0.0017611923,5001,0,-0.29580903,-0.29403463,-9.764469,5001,0
564108328,-0.0016931113,0.00013484701,0.0006582949,5002,0,-0.2877242,-0.304828,-9.790865,5002,0
564113329,-0.0012424084,-0.0007259164,0.00015410304,5001,0,-0.28097087,-0.29776147,-9.791468,5001,0
564118331,-0.0019534875,0.00012972848,-0.00045754493,5002,0,-0.26978377,-0.32432902,-9.759071,5002,0
564123362,-0.00171737,-0.0006603128,0.00071554375,5031,0,-0.29036367,-0.29862928,-9.7710285,5031,0
564128337,-0.001053134,4.665478e-05,0.00097492704,4975,0,-0.2843548,-0.31655905,-9.777804,4975,0
564133339,-0.000572655,0.0016021007,0.0008300048,5002,0,-0.31507474,-0.2869869,-9.788136,5002,0
564138341,-0.0013272187,0.00048371803,-0.00022968248,5002,0,-0.28603995,-0.30959848,-9.787156,5002,0
564143339,-0.001948742,-0.00036862685,1.0001836e-05,4998,0,-0.27130657,-0.2965002,-9.769535,4998,0
564148345,-0.00042256791,0.00015966244,0.00024216784,5006,0,-0.27259657,-0.32511708,-9.770564,5006,0
564153342,-0.0013485746,-0.0008979555,0.00041728438,4997,0,-0.28677666,-0.31892607,-9.74357,4997,0
564158346,-0.0024395827,0.00041379855,0.0017848168,5004,0,-0.3000401,-0.30696878,-9.76562,5004,0
564163345,-0.0009154705,0.0004911473,0.0005738899,4999,0,-0.28800023,-0.27474836,-9.775873,4999,0
564168347,-0.00097598234,0.00015650604,-0.002044269,5002,0,-0.28626463,-0.30686626,-9.780654,5002,0
564173354,5.3409793e-05,-0.00018875222,0.0005546147,5007,0,-0.2670533,-0.2914205,-9.761753,5007,0
564178354,-0.0012516057,0.0006205085,0.00038377612,5000,0,-0.2917795,-0.30304575,-9.783079,5000,0
564183363,-0.001116792,-0.00039685742,0.0008032488,5009,0,-0.2979067,-0.30274293,-9.768256,5009,0
564188372,-0.0007819124,1.7345461e-06,0.0008307854,5009,0,-0.2862225,-0.29218167,-9.77348,5009,0
564193355,-0.0022143323,-0.00043639203,0.0018002889,4983,0,-0.31030157,-0.30695698,-9.78768,4983,0
564198357,-0.0014650195,0.0005822448,0.0014455443,5002,0,-0.27986544,-0.30898866,-9.766745,5002,0
564203411,-0.001589822,0.0008345785,0.0008882342,5054,0,-0.30792615,-0.30962273,-9.765574,5054,0
564208360,-0.0016988681,-0.00038352268,-0.00069620577,4949,0,-0.28633377,-0.3023564,-9.763911,4949,0
564213362,-0.0010083048,-0.001135344,-0.00084471336,5002,0,-0.28602523,-0.29614615,-9.774255,5002,0
564218363,-0.00081632286,-0.0003809706,-0.0002925073,5001,0,-0.3100207,-0.31109327,-9.769817,5001,0
564223365,-0.001028992,6.9831556e-05,0.00026049116,5002,0,-0.28572303,-0.29994974,-9.746662,5002,0
564228366,-0.00080213096,0.0009834041,3.434626e-05,5001,0,-0.31695178,-0.30468887,-9.749309,5001,0
564233368,-0.0014045193,0.00042325864,0.00078594085,5002,0,-0.2944148,-0.30685756,-9.763681,5002,0
564238369,-0.0003829619,0.00034062212,0.001164439,5001,0,-0.27155024,-0.28373685,-9.77752,5001,0
564243371,-0.0033788404,-0.0001537336,-0.00040428448,5002,0,-0.28469828,-0.27964413,-9.768417,5002,0
564248376,-0.0011160754,-0.0005176028,0.0012531044,5005,0,-0.29862133,-0.30340582,-9.767559,5005,0
564253374,-0.0010992159,-0.0006456491,-0.00013618707,4998,0,-0.30304724,-0.2961623,-9.752123,4998,0
564258376,-0.0025087553,0.0007897158,0.0018426977,5002,0,-0.2917695,-0.29944444,-9.769609,5002,0
564263381,-0.0022957393,0.0019958345,-0.000116502684,5005,0,-0.2954615,-0.31671587,-9.77832,5005,0
564268383,-0.0024540215,-0.00043323566,-0.00020507116,5002,0,-0.29069218,-0.29626983,-9.769356,5002,0
564273383,-0.0015053776,-0.0006876149,0.0009230526,5000,0,-0.28607026,-0.29720688,-9.760394,5000,0
564278389,-0.0025318225,-0.00034564707,0.00045149593,5006,0,-0.29566827,-0.31234,-9.772354,5006,0
564283386,-0.0026635462,0.0009889257,0.0004007591,4997,0,-0.3014622,-0.29146892,-9.771578,4997,0
564288386,-0.0016201691,-0.0002315433,0.0004620052,5000,0,-0.29474926,-0.31196097,-9.780928,5000,0
564293390,-0.0023315125,-0.00067260244,-0.00036326848,5004,0,-0.3040115,-0.279577,-9.776346,5004,0
564298389,-0.0010622871,3.269604e-05,-0.0007011505,4999,0,-0.28291252,-0.30686355,-9.764558,4999,0
564303392,-0.0006550456,-0.00030005784,0.00016605163,5003,0,-0.2862356,-0.305826,-9.749527,5003,0
