timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
438341077,0.0,-0.0,1.6941134,0.0,0.6621915,0.0,0.0,0.74933463,0.0,0.0,-0.001,0,0,0,0,0
438351501,0.0,-0.0,1.6941166,0.0,0.6621903,0.0,0.0,0.7493357,0.0,0.0,-0.001,0,0,0,0,0
438401192,0.0,-0.0,1.6941009,0.0,0.6621962,0.0,0.0,0.74933046,0.0,0.0,-0.001,0,0,0,0,0
438451019,0.0,-0.0,1.694088,0.0,0.66220105,0.0,0.0,0.7493262,0.0,0.0,-0.001,0,0,0,0,0
438501300,0.0,-0.0,1.694053,0.0,0.66221416,0.0,0.0,0.7493146,0.0,0.0,-0.001,0,0,0,0,0
438541195,0.0,-0.0,1.6940316,0.0,0.66222215,0.0,0.0,0.74930763,0.0,0.0,-0.001,0,0,0,0,0
438601242,0.0,-0.0,1.6940149,0.0,0.6622284,0.0,0.0,0.74930215,0.0,0.0,-0.001,0,0,0,0,0
438651369,0.0,-0.0,1.694012,0.0,0.6622295,0.0,0.0,0.74930114,0.0,0.0,-0.001,0,0,0,0,0
438701167,0.0,-0.0,1.693988,0.0,0.66223854,0.0,0.0,0.7492931,0.0,0.0,-0.001,0,0,0,0,0
438751294,0.0,-0.0,1.6939504,0.0,0.6622526,0.0,0.0,0.74928075,0.0,0.0,-0.001,0,0,0,0,0
438801306,0.0,-0.0,1.693937,0.0,0.6622576,0.0,0.0,0.7492762,0.0,0.0,-0.001,0,0,0,0,0
438851410,0.0,-0.0,1.6939247,0.0,0.66226226,0.0,0.0,0.74927205,0.0,0.0,-0.001,0,0,0,0,0
438901311,0.0,-0.0,1.6939393,0.0,0.6622568,0.0,0.0,0.74927694,0.0,0.0,-0.001,0,0,0,0,0
438951299,0.0,-0.0,1.693926,0.0,0.6622617,0.0,0.0,0.7492726,0.0,0.0,-0.001,0,0,0,0,0
439001259,0.0,-0.0,1.6939325,0.0,0.6622593,0.0,0.0,0.74927473,0.0,0.0,-0.001,0,0,0,0,0
439051287,0.0,-0.0,1.6938993,0.0,0.66227174,0.0,0.0,0.74926376,0.0,0.0,-0.001,0,0,0,0,0
439101430,0.0,-0.0,1.693875,0.0,0.66228086,0.0,0.0,0.7492557,0.0,0.0,-0.001,0,0,0,0,0
439151238,0.0,-0.0,1.693841,0.0,0.66229355,0.0,0.0,0.7492445,0.0,0.0,-0.001,0,0,0,0,0
439201314,0.0,-0.0,1.6938316,0.0,0.6622971,0.0,0.0,0.74924123,0.0,0.0,-0.001,0,0,0,0,0
439251415,0.0,-0.0,1.6938269,0.0,0.66229886,0.0,0.0,0.74923974,0.0,0.0,-0.001,0,0,0,0,0
439301365,0.0,-0.0,1.6938298,0.0,0.6622978,0.0,0.0,0.74924076,0.0,0.0,-0.001,0,0,0,0,0
439351451,0.0,-0.0,1.6938113,0.0,0.6623047,0.0,0.0,0.7492346,0.0,0.0,-0.001,0,0,0,0,0
439401482,0.0,-0.0,1.6938237,0.0,0.66230005,0.0,0.0,0.7492388,0.0,0.0,-0.001,0,0,0,0,0
439451371,0.0,-0.0,1.6938217,0.0,0.6623008,0.0,0.0,0.7492381,0.0,0.0,-0.001,0,0,0,0,0
439501439,0.0,-0.0,1.6938325,0.0,0.6622968,0.0,0.0,0.7492416,0.0,0.0,-0.001,0,0,0,0,0
439551409,0.0,-0.0,1.6938324,0.0,0.6622968,0.0,0.0,0.74924165,0.0,0.0,-0.001,0,0,0,0,0
439601673,0.0,-0.0,1.6938627,0.0,0.66228545,0.0,0.0,0.7492516,0.0,0.0,-0.001,0,0,0,0,0
