timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
2090553515,0.0,0.0,0.0,0.0
2090554759,0.0,0.0,0.0,0.0
2090753590,0.0,0.0,0.0,0.0
2090956234,0.0,0.0,0.0,0.0
2091156288,0.0,0.0,0.0,0.0
2091353889,0.0,0.0,0.0,0.0
2091555222,0.0,0.0,0.0,0.0
2091755325,0.0,0.0,0.0,0.0
2091954167,0.0,0.0,0.0,0.0
2092154280,0.0,0.0,0.0,0.0
2092356871,0.0,0.0,0.0,0.0
2092556971,0.0,0.0,0.0,0.0
2092755819,0.0,0.0,0.0,0.0
2092955915,0.0,0.0,0.0,0.0
2093154752,0.0,0.0,0.0,0.0
2093354855,0.0,0.0,0.0,0.0
2093553700,0.0,0.0,0.0,0.0
2093757544,0.0,0.0,0.0,0.0
2093956389,0.0,0.0,0.0,0.0
2094153998,0.0,0.0,0.0,0.0
2094355356,0.0,0.0,0.0,0.0
2094555443,0.0,0.0,0.0,0.0
2094754278,0.0,0.0,0.0,0.0
2094954381,0.0,0.0,0.0,0.0
2095154473,0.0,0.0,0.0,0.0
2095353327,0.0,0.0,0.0,0.0
2095555917,0.0,0.0,0.0,0.0
2095754770,0.0,0.0,0.0,0.0
2095954868,0.0,0.0,0.0,0.0
2096154980,0.0,0.0,0.0,0.0
2096353804,0.0,0.0,0.0,0.0
2096553902,0.0,0.0,0.0,0.0
2096756501,0.0,0.0,0.0,0.0
2096955350,0.0,0.0,0.0,0.0
2097155438,0.0,0.0,0.0,0.0
2097354281,0.0,0.0,0.0,0.0
2097554378,0.0,0.0,0.0,0.0
2097753228,0.0,0.0,0.0,0.0
2097953325,0.0,0.0,0.0,0.0
2098157180,0.0,0.0,0.0,0.0
2098356025,0.0,0.0,0.0,0.0
2098554869,0.0,0.0,0.0,0.0
2098756216,0.0,0.0,0.0,0.0
2098953814,0.0,0.0,0.0,0.0
2099153964,0.0,0.0,0.0,0.0
2099356524,0.0,0.0,0.0,0.0
2099556626,0.0,0.0,0.0,0.0
2099755443,0.0,0.0,0.0,0.0
2099955539,0.0,0.0,0.0,0.0
2100154388,0.0,0.0,0.0,0.0
2100354482,0.0,0.0,0.0,0.0
2100553328,0.0,0.0,0.0,0.0
2100757187,0.0,0.0,0.0,0.0
2100956021,0.0,0.0,0.0,0.0
2101157382,0.0,0.0,0.0,0.0
2101354994,0.0,0.0,0.0,0.0
2101555086,0.0,0.0,0.0,0.0
2101753910,0.0,0.0,0.0,0.0
2101954005,0.0,0.0,0.0,0.0
2102156610,0.0,0.0,0.0,0.0
2102357957,0.0,0.0,0.0,0.0
2102555547,0.0,0.0,0.0,0.0
2102755649,0.0,0.0,0.0,0.0
2102954493,0.0,0.0,0.0,0.0
2103154580,0.0,0.0,0.0,0.0
2103353433,0.0,0.0,0.0,0.0
2103557285,0.0,0.0,0.0,0.0
2103756128,0.0,0.0,0.0,0.0
2103956224,0.0,0.0,0.0,0.0
2104155068,0.0,0.0,0.0,0.0
2104355168,0.0,0.0,0.0,0.0
2104554012,0.0,0.0,0.0,0.0
2104754110,0.0,0.0,0.0,0.0
2104956763,0.0,0.0,0.0,0.0
2105154308,0.0,0.0,0.0,0.0
2105355657,0.0,0.0,0.0,0.0
2105555741,0.0,0.0,0.0,0.0
2105754598,0.0,0.0,0.0,0.0
2105954688,0.0,0.0,0.0,0.0
2106153528,0.0,0.0,0.0,0.0
2106353632,0.0,0.0,0.0,0.0
2106556253,0.0,0.0,0.0,0.0
2106756324,0.0,0.0,0.0,0.0
