timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],temperature_accel,temperature_gyro
111314224,3932170,3932170,0,0,0,0,0,799.91156,799.91156,3999.5588,7999.1177,0.00019219116,8.56076e-06,4.8285802e-11,-0.27110308,-0.29993543,-9.784006,0.00061787403,-0.0009646475,-0.000535057,46.982895,46.982895
111414307,3932170,3932170,0,0,0,0,0,799.91156,799.91156,3999.5588,7999.1177,0.00019872843,8.547266e-06,4.735873e-11,-0.27151555,-0.30305547,-9.782622,0.00063577684,-0.0007315964,-0.0006102913,46.982895,46.982895
112324602,3932170,3932170,0,0,0,0,0,799.91156,799.91156,3999.5588,7999.1177,0.00022594079,8.844204e-06,4.852671e-11,-0.27088952,-0.30122632,-9.777981,0.00061325525,-0.00071731943,-0.00035503984,47.1297,47.1297
113344997,3932170,3932170,0,0,0,0,0,799.91156,799.91156,3999.5588,7999.1177,0.00023009059,8.5939755e-06,4.5715442e-11,-0.26762652,-0.3034112,-9.782772,0.00045378305,-0.00063127856,-0.0006144779,47.080803,47.080803
114365475,3932170,3932170,0,0,0,0,0,799.91156,799.91156,3999.5588,7999.1177,0.00023270394,8.536707e-06,5.0417042e-11,-0.26625633,-0.3091139,-9.776353,0.0009917888,-0.00091827655,-0.0002755187,47.178707,47.178707
115285750,3932170,3932170,0,0,0,0,0,799.91156,799.91156,3999.5588,7999.1177,0.00020436934,8.317093e-06,4.702778e-11,-0.2625571,-0.3006348,-9.779357,0.0006284717,-0.00063570077,-0.00062338944,46.982895,46.982895
116296152,3932170,3932170,0,0,0,0,0,799.91156,799.91156,3999.5588,7999.1177,0.00019264352,8.505256e-06,4.654754e-11,-0.2640065,-0.29853716,-9.775986,0.0006386324,-0.00067259173,-0.0004305859,47.178707,47.178707
117316567,3932170,3932170,0,0,0,0,0,799.91156,799.91156,3999.5588,7999.1177,0.00021377238,8.767411e-06,5.1591953e-11,-0.27050623,-0.30492106,-9.774181,0.0006883105,-0.0013427434,-0.00041057254,47.37452,47.37452
118336986,3932170,3932170,0,0,0,0,0,799.91156,799.91156,3999.5588,7999.1177,0.00022177,8.879021e-06,4.8524677e-11,-0.26832432,-0.29412165,-9.778357,0.0006088027,-0.00077370455,-0.00042519698,47.276615,47.276615
119357393,3932170,3932170,0,0,0,0,0,799.91156,799.91156,3999.5588,7999.1177,0.00021664948,8.755731e-06,4.727915e-11,-0.26606828,-0.29664654,-9.777594,0.00068503,-0.00053193816,-0.0005900382,47.178707,47.178707
120277689,3932170,3932170,0,0,0,0,0,799.91156,799.91156,3999.5588,7999.1177,0.00020427683,8.914381e-06,4.545914e-11,-0.25885856,-0.29574758,-9.776241,0.00062850525,-0.00080335856,-0.00063030026,47.129704,47.129704
121288063,3932170,3932170,0,0,0,0,0,799.91156,799.91156,3999.5588,7999.1177,0.00021068116,8.489159e-06,4.478004e-11,-0.26391244,-0.29895577,-9.775637,0.00067838747,-0.0006401039,-0.00032866184,47.276615,47.276615
122308490,3932170,3932170,0,0,0,0,0,799.91156,799.91156,3999.5588,7999.1177,0.00021726101,8.302681e-06,4.7606412e-11,-0.26839355,-0.30305278,-9.778672,0.0003997054,-0.0008822475,-0.0005540382,46.982895,46.982895
123333840,3932170,3932170,0,0,0,0,0,799.91156,799.91156,3999.5588,7999.1177,0.0001944515,9.186723e-06,5.3789175e-11,-0.26581296,-0.3092385,-9.7769985,0.00078873755,-0.0010123027,-0.0004661688,47.276615,47.276615
124359240,3932170,3932170,0,0,0,0,0,799.91156,799.91156,3999.5588,7999.1177,0.00022695723,8.297215e-06,4.425765e-11,-0.26921183,-0.29823327,-9.774682,0.0006533827,-0.000673761,-0.00049440627,47.276615,47.276615
125269672,3932170,3932170,0,0,0,0,0,799.91156,799.91156,3999.5588,7999.1177,0.00019629362,8.2284205e-06,4.534232e-11,-0.26916128,-0.30417836,-9.778663,0.00064428436,-0.0007915007,-0.000636404,47.276615,47.276615
126295049,3932170,3932170,0,0,0,0,0,799.91156,799.91156,3999.5588,7999.1177,0.00021181142,8.504027e-06,4.8960273e-11,-0.2665336,-0.29521328,-9.774333,0.00086191733,-0.00067134504,-0.0006860136,47.276615,47.276615
127315439,3932170,3932170,0,0,0,0,0,799.91156,799.91156,3999.5588,7999.1177,0.00020767894,8.578264e-06,5.2534872e-11,-0.26518047,-0.2978006,-9.777571,0.0010077032,-0.0007225138,-0.00027746503,47.472427,47.472427
128325831,3932170,3932170,0,0,0,0,0,799.91156,799.91156,3999.5588,7999.1177,0.0002031014,8.547007e-06,5.146379e-11,-0.2631964,-0.30156034,-9.7761755,0.0010543208,-0.00072002545,-0.00034949675,47.178707,47.178707
129336244,3932170,3932170,0,0,0,0,0,799.91156,799.91156,3999.5588,7999.1177,0.00021899251,8.767413e-06,5.1812603e-11,-0.26953277,-0.30103654,-9.777385,0.00079924363,-0.0006041636,-0.0007963365,47.276615,47.276615
130356724,3932170,3932170,0,0,0,0,0,799.91156,799.91156,3999.5588,7999.1177,0.00019240429,9.439875e-06,5.747968e-11,-0.26974508,-0.30288997,-9.776157,0.0013055268,-0.0010193656,-0.000469921,47.37452,47.37452
131281938,3932170,3932170,0,0,0,0,0,799.91156,799.91156,3999.5588,7999.1177,0.00021994188,8.940938e-06,5.4734654e-11,-0.26325843,-0.29895467,-9.774135,0.0009259569,-0.0010859924,-0.00050094764,47.276615,47.276615
132292350,3932170,3932170,0,0,0,0,0,799.91156,799.91156,3999.5588,7999.1177,0.00024535425,9.076737e-06,5.3087566e-11,-0.27121598,-0.29911417,-9.769585,0.000797684,-0.00053114776,-0.00026170077,47.276615,47.276615
133312732,3932170,3932170,0,0,0,0,0,799.91156,799.91156,3999.5588,7999.1177,0.00022662018,8.51019e-06,5.460784e-11,-0.26714957,-0.29766056,-9.778978,0.0008070207,-0.0009518265,-0.0007169634,47.276615,47.276615
134328124,3932170,3932170,0,0,0,0,0,799.91156,799.91156,3999.5588,7999.1177,0.00022506982,8.602853e-06,5.5729688e-11,-0.26793277,-0.29915398,-9.775497,0.0012588737,-0.0011736798,-0.00040607553,47.472427,47.472427
135333547,3932170,3932170,0,0,0,0,0,799.91156,799.91156,3999.5588,7999.1177,0.00023114623,8.801237e-06,5.0553402e-11,-0.265739,-0.3049294,-9.774049,0.00096684636,-0.0008804653,1.8830895e-05,47.178707,47.178707
136348925,3932170,3932170,0,0,0,0,0,799.91156,799.91156,3999.5588,7999.1177,0.00019591232,8.385836e-06,4.770571e-11,-0.26555708,-0.30108762,-9.77123,0.0005881907,-0.0006297634,-0.00012091987,47.32562,47.32562
137359318,3932170,3932170,0,0,0,0,0,799.91156,799.91156,3999.5588,7999.1177,0.0002050481,8.680917e-06,5.4614036e-11,-0.26869193,-0.30299437,-9.770367,0.0008795583,-0.00085507124,-0.00032891828,47.080803,47.080803
138269727,3932170,3932170,0,0,0,0,0,799.91156,799.91156,3999.5588,7999.1177,0.00021401476,8.662169e-06,5.5167416e-11,-0.264826,-0.30283076,-9.779791,0.0011077683,-0.0009882576,-0.000662498,47.717278,47.717278
139275122,3932170,3932170,0,0,0,0,0,799.91156,799.91156,3999.5588,7999.1177,0.00021497089,8.348677e-06,5.120286e-11,-0.26379198,-0.306832,-9.7790785,0.0012467046,-0.00069392193,-0.0003681343,47.52143,47.52143
