timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
564083795,564083328,-0.71145,-0.02167072,-0.0013050648,-0.70240134,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
564088830,564088325,-0.7114503,-0.021672249,-0.0013076178,-0.7024009,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
564133860,564133339,-0.7114466,-0.021678489,-0.0013051206,-0.7024045,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
564183884,564183363,-0.71143734,-0.021682505,-0.0013054324,-0.70241374,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
564233939,564233368,-0.71142626,-0.021684272,-0.0013037173,-0.70242494,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
564283837,564283386,-0.7114147,-0.021671776,-0.0012905016,-0.7024371,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
564333899,564333400,-0.7114136,-0.0216814,-0.0012745457,-0.7024379,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
564384043,564383425,-0.7114059,-0.021687241,-0.0012691738,-0.7024456,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
564433913,564433463,-0.7114069,-0.021695515,-0.0012657973,-0.7024443,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
564483907,564483448,-0.7113927,-0.021693442,-0.0012610435,-0.7024588,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
564533964,564533516,-0.71138686,-0.021690948,-0.0012584511,-0.70246476,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
564583975,564583480,-0.7113901,-0.021692477,-0.001250773,-0.7024615,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
564633995,564633498,-0.71138495,-0.02168774,-0.0012575688,-0.7024668,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
564683973,564683515,-0.7113792,-0.021680199,-0.0012591135,-0.7024728,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
564733980,564733530,-0.71138084,-0.021682495,-0.0012626419,-0.70247114,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
564784098,564783545,-0.7113906,-0.0216905,-0.0012574127,-0.7024609,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
564834006,564833560,-0.71138406,-0.021694982,-0.0012390391,-0.70246744,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
564884087,564883577,-0.7113898,-0.021685285,-0.0012362036,-0.70246196,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
564934041,564933592,-0.7113919,-0.021695005,-0.0012345352,-0.7024595,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
564984097,564983611,-0.71139276,-0.02170188,-0.0012366541,-0.70245844,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
565034104,565033624,-0.7113815,-0.02170648,-0.0012424944,-0.7024697,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
565084086,565083640,-0.7113825,-0.021711495,-0.001239829,-0.7024685,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
565134173,565133656,-0.7113677,-0.021720547,-0.0012291012,-0.7024833,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
565184225,565183702,-0.7113612,-0.021726012,-0.001218376,-0.7024897,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
565234118,565233689,-0.71135324,-0.021723026,-0.0012051925,-0.70249796,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
565284151,565283712,-0.71134275,-0.02172246,-0.001199569,-0.7025085,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
565334257,565333721,-0.7113388,-0.021719176,-0.0011917684,-0.7025126,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
565384172,565383737,-0.71133286,-0.021727446,-0.0011881478,-0.7025184,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
565434189,565433754,-0.71132505,-0.021725737,-0.0011757532,-0.70252633,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
565484232,565483776,-0.7113178,-0.021722805,-0.0011713156,-0.70253384,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
565534268,565533785,-0.7113214,-0.021732192,-0.0011667651,-0.70252997,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
565584306,565583805,-0.71131504,-0.021728579,-0.0011650982,-0.7025365,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
565634258,565633818,-0.71131986,-0.021727497,-0.001174067,-0.7025316,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
565684314,565683835,-0.7113163,-0.021733811,-0.0011737612,-0.70253503,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
565734362,565733849,-0.7113136,-0.021739002,-0.001165797,-0.70253754,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
565784299,565783867,-0.711318,-0.021740835,-0.0011649075,-0.702533,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
565834371,565833883,-0.71132034,-0.021731855,-0.0011736822,-0.70253104,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
565884383,565883901,-0.71132255,-0.021738509,-0.0011820723,-0.7025286,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
565934398,565933918,-0.7113234,-0.021738796,-0.0011772052,-0.70252776,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
565984402,565983931,-0.7113239,-0.02174216,-0.0011774271,-0.7025271,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
566034391,566033948,-0.7113223,-0.021744555,-0.0011852176,-0.70252854,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
566084504,566083964,-0.7113188,-0.021766478,-0.0011883643,-0.70253146,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
566134405,566133977,-0.71131027,-0.021763576,-0.0011874846,-0.70254016,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
566184434,566183995,-0.7113039,-0.02176192,-0.0011880886,-0.70254666,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
566234490,566234010,-0.71129984,-0.021760548,-0.0011841266,-0.7025508,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
566284521,566284027,-0.71130544,-0.021761492,-0.0011823141,-0.7025451,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
566334481,566334044,-0.71130806,-0.021761572,-0.0011850316,-0.70254254,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
566384499,566384059,-0.7113136,-0.021773303,-0.0011933313,-0.70253646,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
566434528,566434074,-0.7113249,-0.021779617,-0.0011976223,-0.7025249,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
566484596,566484091,-0.711333,-0.021786736,-0.0012103119,-0.70251644,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
566534582,566534107,-0.71133816,-0.021786992,-0.0012143721,-0.70251113,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
566584551,566584123,-0.7113455,-0.02178719,-0.0012315222,-0.70250374,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
566634653,566634147,-0.71135795,-0.021785535,-0.0012373554,-0.70249116,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
566684673,566684233,-0.71136695,-0.021789715,-0.0012402929,-0.70248187,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
566734601,566734172,-0.7113685,-0.02179494,-0.0012317112,-0.7024802,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
566784703,566784193,-0.7113693,-0.021791333,-0.0012278672,-0.7024795,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
