timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
438205725,0,0,156,172,98,39,56
439119681,0,0,158,171,100,36,62
440177668,0,0,158,166,96,40,57
441450142,0,0,159,173,87,39,61
442120769,0,0,153,169,100,37,58
443166657,0,0,158,171,100,38,57
444207656,0,0,156,172,99,37,71
445123302,0,0,159,172,97,40,80
446166678,0,0,156,164,100,41,62
447226914,0,0,159,169,94,37,63
448128658,0,0,148,161,100,35,59
449195097,0,0,156,168,97,38,58
450117926,0,0,155,163,96,39,64
451138660,0,0,157,166,100,39,62
452178670,0,0,157,163,97,40,59
453121173,0,0,155,169,98,40,57
454144660,0,0,145,153,100,43,61
455188656,0,0,152,167,100,42,60
456116680,0,0,156,167,100,47,64
457142662,0,0,153,171,95,43,63
458195655,0,0,160,163,98,42,68
459127674,0,0,153,169,99,45,60
460142661,0,0,155,172,98,38,57
461192045,0,0,157,168,100,42,69
462166661,0,0,159,168,100,39,84
463153741,0,0,162,172,100,43,63
464191747,0,0,163,174,97,45,65
465132518,0,0,168,177,100,40,62
466173656,0,0,165,176,95,43,60
467195700,0,0,157,164,100,40,66
468142931,0,0,156,167,100,42,54
469161827,0,0,161,177,97,42,67
470219798,0,0,154,176,90,41,75
471131348,0,0,157,170,100,43,60
472182033,0,0,160,153,100,44,80
473212013,0,0,155,170,100,40,63
474130760,0,0,155,174,97,40,58
475172829,0,0,152,151,100,38,64
476221656,0,0,148,162,97,36,57
477133719,0,0,149,160,100,39,64
478171671,0,0,152,166,100,38,59
479219663,0,0,153,166,98,42,59
480134667,0,0,153,166,100,40,62
481171658,0,0,147,165,98,38,64
482225942,0,0,153,165,97,42,64
