timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
563269148,inf,0,1,1,1,1,1,1,0,0,1
564269603,inf,0,1,1,1,1,1,1,0,0,1
565269843,inf,0,1,1,1,1,1,1,0,0,1
566270130,inf,0,1,1,1,1,1,1,0,0,1
567270439,inf,0,1,1,1,1,1,1,0,0,1
568270864,inf,0,1,1,1,1,1,1,0,0,1
569271195,inf,0,1,1,1,1,1,1,0,0,1
570271615,inf,0,1,1,1,1,1,1,0,0,1
571271931,inf,0,1,1,1,1,1,1,0,0,1
571381826,inf,0,1,1,1,0,0,1,0,0,1
572362318,inf,0,1,1,1,1,0,1,0,0,1
573172275,inf,0,1,0,0,1,0,1,0,0,1
573182146,inf,0,0,0,0,1,0,1,0,0,1
574182532,inf,0,0,0,0,1,0,0,0,0,1
575182871,inf,0,0,0,0,1,0,0,1,0,1
576183172,inf,0,0,0,0,1,0,0,0,0,1
577183507,inf,0,0,0,0,1,0,0,0,0,1
578173795,inf,0,0,0,0,0,0,0,0,0,1
579174129,inf,0,0,0,0,0,0,0,0,0,1
580174565,inf,0,0,0,0,0,0,0,0,0,1
581174742,inf,0,0,0,0,0,0,0,0,0,1
582175181,inf,0,0,0,0,0,0,0,0,0,1
583175430,inf,0,0,0,0,0,0,0,0,0,1
584175791,inf,0,0,0,0,0,0,0,0,0,1
585176252,inf,0,0,0,0,0,0,0,0,0,1
586176617,inf,0,0,0,0,0,0,0,0,0,1
587176957,inf,0,0,0,0,0,0,0,0,0,1
588177232,inf,0,0,0,0,0,0,0,0,0,1
589177525,inf,0,0,0,0,0,0,0,0,0,1
589917700,inf,0,0,0,0,1,1,0,1,0,1
590918020,inf,0,0,0,0,1,1,0,1,0,1
591868369,inf,0,1,0,0,1,1,1,0,0,1
592228786,inf,0,1,1,0,1,1,1,0,0,1
592568900,inf,0,1,1,1,1,1,1,0,0,1
593569074,inf,0,1,1,1,1,1,1,0,0,1
594569270,inf,0,1,1,1,1,1,1,0,0,1
595569758,inf,0,1,1,1,1,1,1,0,0,1
596570084,inf,0,1,1,1,1,1,1,0,0,1
597580360,inf,0,1,1,1,1,1,1,0,0,1
598580553,inf,0,1,1,1,1,1,1,0,0,1
