timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
2090552480,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2090594177,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2090655540,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2090718972,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2090825496,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2090955502,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2090975646,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091079364,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091248742,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091352885,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091394428,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091479112,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091644600,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091748894,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091855936,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091939007,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2092043104,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2092143051,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2092245166,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2092264866,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2092438200,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2092539975,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2092580061,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2092744685,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2092809433,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2092955217,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2093018026,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2093148010,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2093251619,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2093315035,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2093440545,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2093530073,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2093650945,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2093756825,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2093840926,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2093931868,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2094052289,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2094135922,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2094218558,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2094347297,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2094430946,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2094536146,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2094641025,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2094726097,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2094914956,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2094941506,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2095037795,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2095141240,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2095164350,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2095351523,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2095454889,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2095538747,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2095644877,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2095727982,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2095811724,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2095938283,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2096039488,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2096100732,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2096246802,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2096348189,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2096371023,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2096491924,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2096642302,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2096747194,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2096828709,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2096955417,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2097039002,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2097142290,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2097247412,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2097397327,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2097437390,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2097541440,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2097647678,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2097751654,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2097835646,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2097918989,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2098046000,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2098149041,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2098212760,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2098341928,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2098445922,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2098551974,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2098637990,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2098726543,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2098852151,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2098938315,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2099039468,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2099102194,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2099246357,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2099332320,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2099438540,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2099499645,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
