timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
85741079,85740848,-0.032407656,0.039142378,0.00013998926,0.001,0.0,0.0,0.0,-1.0
85742336,85742100,-0.031826306,0.039038632,0.0003519249,0.001,0.0,0.0,0.0,-1.0
85791083,85790853,-0.040769007,0.038253322,-0.20339017,0.0074298545,0.0,0.0,0.0,-1.0
85843612,85843366,-0.03893486,0.039938975,-0.20350266,0.014084397,0.0,0.0,0.0,-1.0
85893609,85893371,-0.03835965,0.037675563,-0.20322847,0.020932568,0.0,0.0,0.0,-1.0
85943617,85943378,-0.041595247,0.04660283,-0.20856534,0.028530883,0.0,0.0,0.0,-1.0
85991217,85990980,-0.043583147,0.03633937,-0.19971941,0.036564153,0.0,0.0,0.0,-1.0
86043638,86043398,-0.04079522,0.04460599,-0.21710871,0.0449399,0.0,0.0,0.0,-1.0
86092377,86092147,-0.063797854,0.022766689,-0.20395644,0.053729948,0.0,0.0,0.0,-1.0
86141135,86140904,-0.06266438,0.020154573,-0.20124376,0.06317339,0.0,0.0,0.0,-1.0
86193662,86193423,-0.030714657,0.009387269,-0.20111533,0.07238263,0.0,0.0,0.0,-1.0
86243727,86243484,-0.08486608,0.05818838,-0.22785638,0.08414312,0.0,0.0,0.0,-1.0
86292404,86292177,-0.06049415,0.032412376,-0.18238826,0.09521667,0.0,0.0,0.0,-1.0
86341168,86340934,-0.019096352,0.048821602,-0.20576791,0.10526798,0.0,0.0,0.0,-1.0
86393691,86393445,-0.02571858,0.03972051,-0.2244529,0.117449306,0.0,0.0,0.0,-1.0
86442430,86442200,-0.003633526,-0.0017257921,-0.1928624,0.12815422,0.0,0.0,0.0,-1.0
86491202,86490959,0.019441942,0.037604876,-0.22611165,0.14140338,0.0,0.0,0.0,-1.0
86541200,86540964,-0.03193001,0.028807921,-0.19447419,0.15434732,0.0,0.0,0.0,-1.0
86593722,86593474,-0.08340641,0.03100575,-0.20079227,0.16798511,0.0,0.0,0.0,-1.0
86642458,86642228,-0.024516845,0.027092198,-0.21357837,0.18295069,0.0,0.0,0.0,-1.0
86691226,86690989,-0.0081375865,0.047141172,-0.18275924,0.19602291,0.0,0.0,0.0,-1.0
86743759,86743524,-0.038806014,0.05175982,-0.21488254,0.21172048,0.0,0.0,0.0,-1.0
86792482,86792250,-0.06505318,0.049429916,-0.19650833,0.22547401,0.0,0.0,0.0,-1.0
86841242,86841009,-0.052479323,0.032530066,-0.20044863,0.24265069,0.0,0.0,0.0,-1.0
86893749,86893516,-0.038963333,0.036797017,-0.21843258,0.2590779,0.0,0.0,0.0,-1.0
86943765,86943523,0.0021532828,0.03242163,-0.19559099,0.27519602,0.0,0.0,0.0,-1.0
86993764,86993531,-0.018733853,0.054453775,-0.2074218,0.29292408,0.0,0.0,0.0,-1.0
87041262,87041037,-0.019324252,0.04835449,-0.1914967,0.30937627,0.0,0.0,0.0,-1.0
87093776,87093546,-0.043913558,0.044473644,-0.21001375,0.328531,0.0,0.0,0.0,-1.0
87142533,87142302,-0.02050425,0.056146275,-0.21136391,0.34712327,0.0,0.0,0.0,-1.0
87191290,87191061,-0.03126052,0.050917797,-0.21229507,0.36475152,0.0,0.0,0.0,-1.0
87245056,87244820,-0.056858893,0.0545495,-0.22248618,0.38492024,0.0,0.0,0.0,-1.0
87292550,87292324,-0.026864504,0.068755455,-0.22338654,0.40454283,0.0,0.0,0.0,-1.0
