timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
111292039,111291119,396825,-0.22348484,-0.01060606,0.41136363,nan,0,0
111313666,111312747,396825,-0.22121212,-0.009848485,0.41666666,nan,0,0
112294747,112293794,396825,-0.2219697,-0.012121212,0.41742423,nan,0,0
113296863,113295944,396825,-0.225,-0.009848485,0.41287878,nan,0,0
114299791,114298864,396825,-0.22348484,-0.01060606,0.4151515,nan,0,0
115301714,115300785,396825,-0.225,-0.01060606,0.41666666,nan,0,0
116303640,116302721,396825,-0.22575757,-0.01060606,0.41666666,nan,0,0
117284677,117283759,396825,-0.225,-0.009090909,0.41893938,nan,0,0
118286612,118285690,396825,-0.22651514,-0.012121212,0.41742423,nan,0,0
119288626,119287703,396825,-0.22424242,-0.011363636,0.42272726,nan,0,0
120291477,120290558,396825,-0.2219697,-0.0075757573,0.40378785,nan,0,0
121293362,121292443,396825,-0.22424242,-0.011363636,0.4151515,nan,0,0
122296037,122295117,396825,-0.22348484,-0.011363636,0.41287878,nan,0,0
123297909,123296991,396825,-0.22272727,-0.011363636,0.41287878,nan,0,0
124299856,124298937,396825,-0.22045454,-0.01060606,0.41287878,nan,0,0
125302201,125301247,396825,-0.22045454,-0.012878788,0.42045453,nan,0,0
126304419,126303501,396825,-0.22348484,-0.011363636,0.42272726,nan,0,0
127285099,127284159,396825,-0.25151515,-0.006060606,0.40075755,nan,0,0
128287974,128287027,396825,-0.21969697,-0.012121212,0.4212121,nan,0,0
129290269,129289351,396825,-0.22272727,-0.01060606,0.40833333,nan,0,0
130292892,130291971,396825,-0.2219697,-0.008333333,0.4060606,nan,0,0
131294774,131293855,396825,-0.22045454,-0.012121212,0.42045453,nan,0,0
132296719,132295800,396825,-0.21969697,-0.009090909,0.42045453,nan,0,0
133299341,133298418,396825,-0.22348484,-0.012121212,0.4151515,nan,0,0
134301336,134300417,396825,-0.22424242,-0.01060606,0.41363636,nan,0,0
135303908,135302987,396825,-0.22348484,-0.012121212,0.41742423,nan,0,0
136284608,136283688,396825,-0.25378788,-0.008333333,0.4060606,nan,0,0
137286503,137285555,396825,-0.225,-0.014393939,0.42499998,nan,0,0
138289115,138288195,396825,-0.22045454,-0.01060606,0.4212121,nan,0,0
139291048,139290107,396825,-0.25075758,-0.01060606,0.4151515,nan,0,0
140292998,140292046,396825,-0.23181817,-0.012878788,0.4212121,nan,0,0
141295303,141294384,396825,-0.22424242,-0.012121212,0.42045453,nan,0,0
142297211,142296276,396825,-0.25378788,-0.0045454544,0.4022727,nan,0,0
143299510,143298592,396825,-0.2090909,-0.031060604,0.42803028,nan,0,0
144301430,144300512,396825,-0.018939393,-0.07954545,0.35757574,nan,0,0
145282161,145281198,396825,0.0075757573,-0.087878786,0.3560606,nan,0,0
146284502,146283584,396825,0.012878788,-0.086363636,0.35378787,nan,0,0
147286698,147285750,396825,0.016666666,-0.08333333,0.36666664,nan,0,0
148289008,148288071,396825,-0.009090909,-0.08712121,0.35151514,nan,0,0
149291610,149290691,396825,0.0045454544,-0.089393936,0.39242423,nan,0,0
150294138,150293187,396825,-0.0022727272,-0.09621212,0.36893937,nan,0,0
151296504,151295585,396825,-0.034090906,-0.09772727,0.34318182,nan,0,0
152298703,152297785,396825,-0.006818182,-0.10378788,0.36363634,nan,0,0
153300651,153299690,396825,0.006060606,-0.093939394,0.35378787,nan,0,0
154303213,154302263,396825,-0.05681818,-0.09924242,0.35151514,nan,0,0
155305187,155304269,396825,-0.037878785,-0.10227273,0.35530302,nan,0,0
156285829,156284911,396825,-0.06212121,-0.095454544,0.33863634,nan,0,0
157288167,157287249,396825,-0.04242424,-0.07878788,0.3469697,nan,0,0
158290153,158289235,396825,-0.016666666,-0.06742424,0.35757574,nan,0,0
159292402,159291478,396825,-0.028787877,-0.095454544,0.3469697,nan,0,0
160294324,160293387,396825,-0.017424243,-0.07878788,0.3469697,nan,0,0
161296226,161295308,396825,-0.016666666,-0.086363636,0.34621212,nan,0,0
162298555,162297637,396825,-0.034090906,-0.07878788,0.3469697,nan,0,0
163300514,163299567,396825,-0.044696968,-0.073484845,0.35378787,nan,0,0
164302888,164301947,396825,-0.037878785,-0.074999996,0.34621212,nan,0,0
165283788,165282870,396825,-0.06212121,-0.076515146,0.3371212,nan,0,0
166285692,166284772,396825,-0.09924242,-0.0840909,0.32954544,nan,0,0
167288320,167287403,396825,-0.093939394,-0.08484848,0.3310606,nan,0,0
168290480,168289562,396825,-0.09318182,-0.095454544,0.36136362,nan,0,0
169292819,169291879,396825,-0.10227273,-0.112878785,0.37045452,nan,0,0
170295401,170294458,396825,-0.10833333,-0.090909086,0.38030303,nan,0,0
171297638,171296716,396825,-0.14696969,-0.09772727,0.34621212,nan,0,0
172299953,172299035,396825,-0.14393939,-0.08333333,0.3393939,nan,0,0
173301876,173300953,396825,-0.21060605,-0.006818182,0.37272727,nan,0,0
174303866,174302943,396825,-0.21969697,0.020454545,0.37575758,nan,0,0
175285502,175284583,396825,-0.22272727,0.028030302,0.3871212,nan,0,0
176287343,176286425,396825,-0.21818182,0.022727272,0.38560605,nan,0,0
177289653,177288731,396825,-0.25454545,0.03030303,0.36363634,nan,0,0
178292512,178291590,396825,-0.225,0.022727272,0.38787878,nan,0,0
179295050,179294131,396825,-0.22272727,0.024242423,0.38333333,nan,0,0
180297412,180296493,396825,-0.24924241,0.028030302,0.37272727,nan,0,0
181299335,181298417,396825,-0.22045454,0.024242423,0.38181818,nan,0,0
182301510,182300584,396825,-0.21969697,0.024999999,0.38333333,nan,0,0
