timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy
110951837,800000.0,1.0,23741.596,0.0,35561,933,3545.9395,3215,0,0,0,14,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
111705872,800000.0,1.0,23682.422,0.0,35850,933,3541.5767,3249,0,0,0,14,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
111953075,800000.0,1.0,23682.422,0.0,35958,933,3541.5767,3262,0,0,0,14,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
112952187,800000.0,1.0,22288.104,0.0,36376,933,3562.1396,3308,0,0,0,14,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
113951497,800000.0,1.0,23722.334,0.0,36794,933,3542.1675,3354,0,0,0,14,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
114953298,800000.0,1.0,23710.822,0.0,37211,933,3537.0232,3400,0,0,0,14,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
115952447,800000.0,1.0,23964.002,0.0,37629,933,3538.9116,3446,0,0,0,14,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
116950897,800000.0,1.0,23762.13,0.0,38043,933,3539.763,3492,0,0,0,14,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
117952331,800000.0,1.0,23620.496,0.0,38463,933,3532.316,3538,0,0,0,14,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
118953866,800000.0,1.0,23670.846,0.0,38881,933,3536.5645,3584,0,0,0,14,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
