timestamp,mag_inconsistency_angle
111356198,0.0
111377437,0.0
111867126,0.0
112358505,0.0
112849275,0.0
113361061,0.0
113851488,0.0
114363616,0.0
114854128,0.0
115365924,0.0
115856003,0.0
116367781,0.0
116858378,0.0
117348465,0.0
117860245,0.0
118350801,0.0
118862164,0.0
119352797,0.0
119865113,0.0
120355226,0.0
120865814,0.0
121357569,0.0
121847741,0.0
122359821,0.0
122850381,0.0
123362070,0.0
123852281,0.0
124364067,0.0
124854576,0.0
125365976,0.0
125856534,0.0
126368549,0.0
126858725,0.0
127349253,0.0
127861342,0.0
128351808,0.0
128863894,0.0
129354452,0.0
129866523,0.0
130356698,0.0
130868494,0.0
131358904,0.0
131849124,0.0
132360928,0.0
132851426,0.0
133363158,0.0
133853673,0.0
134365688,0.0
134855966,0.0
135366493,0.0
135858226,0.0
136348354,0.0
136860152,0.0
137350735,0.0
137862784,0.0
138352921,0.0
138864709,0.0
139269852,0.0
176159614,0.0
176180837,0.0
176649840,0.0
177160758,0.0
177652700,0.0
178143041,0.0
178655188,0.0
179146003,0.0
179657791,0.0
180147931,0.0
180659694,0.0
181150287,0.0
181661897,0.0
182152464,0.0
182643364,0.0
