timestamp,position,velocity,acceleration,attitude,body_rate
460100592,1,1,1,0,0
460200273,1,1,1,0,0
460301245,1,1,1,0,0
460400154,1,1,1,0,0
460499043,1,1,1,0,0
460601016,1,1,1,0,0
460701239,1,1,1,0,0
460774333,1,1,1,0,0
460900274,1,1,1,0,0
460999819,1,1,1,0,0
461103115,1,1,1,0,0
461202876,1,1,1,0,0
461301464,1,1,1,0,0
461400061,1,1,1,0,0
461500443,1,1,1,0,0
461601411,1,1,1,0,0
461701273,1,1,1,0,0
461801066,1,1,1,0,0
461901957,1,1,1,0,0
462002280,1,1,1,0,0
462101947,1,1,1,0,0
462203043,1,1,1,0,0
462300552,1,1,1,0,0
462400892,1,1,1,0,0
462503097,1,1,1,0,0
462600569,1,1,1,0,0
462703899,1,1,1,0,0
462799763,1,1,1,0,0
462899866,1,1,1,0,0
463000801,1,1,1,0,0
463101044,1,1,1,0,0
463200502,1,1,1,0,0
463300782,1,1,1,0,0
463401238,1,1,1,0,0
463501202,1,1,1,0,0
463600860,1,1,1,0,0
463701617,1,1,1,0,0
463801925,1,1,1,0,0
463900411,1,1,1,0,0
464000937,1,1,1,0,0
464100457,1,1,1,0,0
464200829,1,1,1,0,0
464301286,1,1,1,0,0
464400994,1,1,1,0,0
464499642,1,1,1,0,0
464599376,1,1,1,0,0
464701736,1,1,1,0,0
464800981,1,1,1,0,0
464901004,1,1,1,0,0
465000973,1,1,1,0,0
465101969,1,1,1,0,0
465202441,1,1,1,0,0
465299828,1,1,1,0,0
465400828,1,1,1,0,0
465501416,1,1,1,0,0
465602052,1,1,1,0,0
465700919,1,1,1,0,0
465800868,1,1,1,0,0
465901324,1,1,1,0,0
466002900,1,1,1,0,0
466103116,1,1,1,0,0
466200831,1,1,1,0,0
466302648,1,1,1,0,0
466401016,1,1,1,0,0
466500959,1,1,1,0,0
466602955,1,1,1,0,0
466701039,1,1,1,0,0
466800029,1,1,1,0,0
466899792,1,1,1,0,0
467002288,1,1,1,0,0
467103872,1,1,1,0,0
467202047,1,1,1,0,0
467301343,1,1,1,0,0
467401219,1,1,1,0,0
467502370,1,1,1,0,0
467603231,1,1,1,0,0
467701067,1,1,1,0,0
467801016,1,1,1,0,0
467900120,1,1,1,0,0
468000864,1,1,1,0,0
468103248,1,1,1,0,0
468201451,1,1,1,0,0
468301958,1,1,1,0,0
468402149,1,1,1,0,0
468501033,1,1,1,0,0
468600944,1,1,1,0,0
468700870,1,1,1,0,0
468798747,1,1,1,0,0
468900573,1,1,1,0,0
469001067,1,1,1,0,0
469102272,1,1,1,0,0
469201075,1,1,1,0,0
469299369,1,1,1,0,0
469401401,1,1,1,0,0
469501385,1,1,1,0,0
469602102,1,1,1,0,0
469701309,1,1,1,0,0
469799359,1,1,1,0,0
469900768,1,1,1,0,0
470001804,1,1,1,0,0
470101756,1,1,1,0,0
470201473,1,1,1,0,0
470301358,1,1,1,0,0
470399360,1,1,1,0,0
470501374,1,1,1,0,0
470602411,1,1,1,0,0
470702137,1,1,1,0,0
470799151,1,1,1,0,0
470901943,1,1,1,0,0
471000006,1,1,1,0,0
471102324,1,1,1,0,0
471201639,1,1,1,0,0
471299944,1,1,1,0,0
471400040,1,1,1,0,0
471500253,1,1,1,0,0
471602812,1,1,1,0,0
471625804,1,1,1,0,0
