timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
438352580,63.958008,25481.277,0,56,14428,65536,0,3,239
439353210,117.961914,117.592674,0,56,8318,65536,0,3,239
440356463,157.3789,78.43873,0,56,9200,65536,0,3,239
441357306,201.16797,66.89464,0,56,5986,65536,0,3,239
442358287,238.25293,59.441124,0,56,9337,65536,0,3,239
443359473,278.40332,55.57615,0,56,9167,65536,0,3,239
444360275,320.0,53.242775,0,56,7876,65536,0,3,239
445361661,364.0713,51.924206,0,56,3811,65536,0,3,239
446362298,400.84766,50.02948,0,56,6976,65536,0,3,239
447363972,438.8994,48.69139,0,56,9527,65536,0,3,239
448364932,484.3584,48.36396,0,56,3861,65536,0,3,239
449365277,528.90234,48.01565,0,56,100,65536,0,3,239
450366949,565.3379,47.04532,0,56,2727,65536,0,3,239
451367278,603.81055,46.385567,0,56,3850,65536,0,3,239
452368398,644.083,45.945778,0,56,3970,65536,0,3,239
453369309,689.3418,45.897255,0,56,100,65536,0,3,239
454370801,730.5205,45.59845,0,56,270,65536,0,3,239
455371340,768.0,45.120018,0,56,2548,65536,0,3,239
456372372,806.08105,44.726864,0,56,4003,65536,0,3,239
457373282,849.4707,44.65443,0,56,303,65536,0,3,239
458374280,889.48926,44.420692,0,56,303,65536,0,3,239
459375295,925.49414,44.018276,0,56,4053,65536,0,3,239
460376363,969.1748,44.000813,0,56,303,65536,0,3,239
461378616,1009.31055,43.82867,0,56,303,65536,0,3,239
462379113,1049.2119,43.66432,0,56,353,65536,0,3,239
463379536,1088.0,43.468765,0,56,1493,65536,0,3,239
464380362,1125.001,43.218914,0,56,4103,65536,0,3,239
465381274,1168.5576,43.22995,0,56,600,65536,0,3,239
466382281,1208.7979,43.121742,0,56,133,65536,0,3,239
467383309,1244.6982,42.87149,0,56,4223,65536,0,3,239
468384308,1288.3301,42.895382,0,56,403,65536,0,3,239
469385329,1324.501,42.677296,0,56,4153,65536,0,3,239
470386420,1368.4287,42.71487,0,56,150,65536,0,3,239
471387327,1408.0,42.618553,0,56,248,65536,0,3,239
472388330,1449.6777,42.589653,0,56,714,65536,0,3,239
473389283,1491.8408,42.57632,0,56,764,65536,0,3,239
474390335,1534.3359,42.57283,0,56,664,65536,0,3,239
475391283,1574.8672,42.51662,0,56,701,65536,0,3,239
476393002,1617.333,42.513363,0,57,527,65536,0,3,239
477393589,1659.1543,42.495,0,57,514,65536,0,3,239
478395117,1699.4658,42.43885,0,57,917,65536,0,3,239
479395591,1740.5537,42.40545,0,57,867,65536,0,3,239
480396302,1781.3584,42.366657,0,57,867,65536,0,3,239
481397348,1822.0391,42.326466,0,57,394,65536,0,3,239
482398273,1861.7471,42.26613,0,57,797,65536,0,3,239
