timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
289914330,0.0,0.0,0.0,0.17424984,0.011022657,-0.2006303,1.8735982,0,0,1,0
291765720,0.0,0.0,0.0,0.17575398,0.010582652,-0.2018755,1.8719985,0,0,1,0
328617991,0.0,0.0,0.0,0.32339722,0.056156367,-0.21812345,1.4884545,0,0,1,0
