timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
571348858,0.0,0.0,0.0,0.4689433,0.0154037755,-0.20026082,1.5581048,0,0,1,0
573178654,0.0,0.0,0.0,0.4669822,0.016215831,-0.20241186,1.5564615,0,0,1,0
594056403,0.0,0.0,0.0,0.30791244,-0.23917544,-0.2161453,1.3040926,0,0,1,0
