timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping
85737097,-0.00664861,-0.0012000095,-0.0016348828,5000,0,-0.32932732,-0.26654658,-9.776808,5000,0
85742100,-0.014862962,0.0024956798,-0.00685997,5003,0,-0.28105533,-0.20010103,-9.816761,5003,0
85747104,0.00040320773,0.004894629,-0.010363315,5004,0,-0.29920107,-0.31627363,-9.789922,5004,0
85752102,-0.018484594,-0.0068304655,-0.009464083,4998,0,-0.32329342,-0.21974604,-9.809429,4998,0
85757099,-0.0004501229,0.0017440348,-0.0025248025,4997,0,-0.27528822,-0.20914741,-9.78683,4997,0
85762099,-0.0049811415,0.004803746,0.005931478,5000,0,-0.30049974,-0.2601636,-9.7837925,5000,0
85767100,-0.009592115,-0.009611487,0.009726659,5001,0,-0.31267902,-0.22140212,-9.846263,5001,0
85772106,-0.0045925514,-0.0022161817,0.006898435,5006,0,-0.31787732,-0.25771096,-9.859956,5006,0
85777103,-0.0038492652,0.006544775,0.0022125647,4997,0,-0.3858391,-0.30048007,-9.669216,4997,0
85782102,-0.008826253,-0.003939765,-0.0016452292,4999,0,-0.3338629,-0.2546857,-9.76553,4999,0
85787103,-0.009603671,-0.0005857888,-0.005307477,5001,0,-0.26055917,-0.27348614,-9.960317,5001,0
85792104,-0.012929635,0.0018893313,-0.008596189,5001,0,-0.3674285,-0.2508945,-9.737465,5001,0
85797106,-0.00766216,0.002133657,-0.0075056367,5002,0,-0.3774376,-0.2750519,-9.586022,5002,0
85802105,-0.015141396,0.002769802,-0.006599694,4999,0,-0.2875161,-0.2084529,-9.908934,4999,0
85807109,-0.0072719674,0.0018988865,-0.002386613,5004,0,-0.3046849,-0.19507948,-9.948082,5004,0
85812109,-0.008860661,0.007858333,0.001911483,5000,0,-0.32171002,-0.18441562,-9.690933,5000,0
85817108,-0.001188225,0.0073538595,0.006733108,4999,0,-0.28884506,-0.2089635,-9.626743,4999,0
85822107,-0.0026536803,-0.009456563,0.008853156,4999,0,-0.26352814,-0.22424044,-9.9005785,4999,0
85827110,0.0005820412,0.0019462439,0.0040397453,5003,0,-0.2757393,-0.2931445,-9.89106,5003,0
85832110,-0.0014993788,0.00524416,-0.0012724047,5000,0,-0.36648268,-0.3318024,-9.632209,5000,0
85837111,-0.014329809,-0.012380601,-0.004033734,5001,0,-0.32094702,-0.31552285,-9.75534,5001,0
85842112,-0.011151263,0.0017157178,-0.006234419,5001,0,-0.25858244,-0.29517433,-9.988734,5001,0
85847117,-0.019619046,0.0031663768,-0.0056631584,5005,0,-0.40435672,-0.274615,-9.718561,5005,0
85852112,-0.006022656,-0.0076165297,5.722728e-05,4995,0,-0.32407856,-0.22311698,-9.631952,4995,0
85857128,-0.008949929,0.012726464,0.0032858683,5016,0,-0.2687227,-0.20625685,-10.0117235,5016,0
85862114,-0.0077150017,-0.0069543147,0.0040967185,4986,0,-0.36931676,-0.17598064,-9.891872,4986,0
85867117,0.00443793,-0.011356924,0.0039316746,5003,0,-0.27396518,-0.2557642,-9.541586,5003,0
85872153,-0.0045244023,0.019440984,0.00019330705,5036,0,-0.32975975,-0.3172665,-9.652451,5036,0
85877116,-0.009445013,-0.017094346,-0.0040942812,4963,0,-0.38651165,-0.266261,-10.040261,4963,0
85882116,-0.0021088654,-0.006662413,-0.0038298992,5000,0,-0.23765282,-0.30530268,-10.0119,5000,0
85887118,-0.011694322,0.028809737,-0.0047814148,5002,0,-0.3924742,-0.31496173,-9.613181,5002,0
85892123,-0.018133836,-0.022369333,-0.0075629577,5005,0,-0.45168963,-0.24640706,-9.548629,5005,0
85897119,-0.0054747337,-0.008511971,-0.016057484,4996,0,-0.20891957,-0.29328352,-9.952369,4996,0
85902121,-0.01766792,0.033315558,-0.026727969,5002,0,-0.39170864,-0.22857226,-9.946032,5002,0
85907124,-0.0030102727,-0.015517821,-0.026885875,5003,0,-0.45839754,-0.17244376,-9.668471,5003,0
85912122,0.003099035,-4.362526e-05,-0.013495825,4998,0,-0.2393076,-0.21125028,-9.810721,4998,0
85917122,-0.009287818,0.038552016,0.0005603217,5000,0,-0.34752497,-0.25133938,-9.843865,5000,0
85922122,-0.0028368398,-0.005388926,0.009332645,5000,0,-0.34988266,-0.18865494,-9.723817,5000,0
85927127,0.0027641451,0.0006531966,0.015289328,5005,0,-0.12060725,-0.2747941,-9.868762,5005,0
85932126,-0.010769424,0.027754104,0.014297822,4999,0,-0.23650508,-0.30548176,-9.78821,4999,0
85937128,-0.014303751,-0.017710121,0.017962238,5002,0,-0.30189738,-0.26845488,-9.637451,5002,0
85942126,-0.00015201798,-0.01552302,0.020371694,4998,0,-0.14726482,-0.2969269,-9.824207,4998,0
85947131,-0.018424485,0.0123684015,0.021341853,5005,0,-0.31283122,-0.30429035,-9.903117,5005,0
85952127,-0.019032162,-0.023523707,0.016983507,4996,0,-0.37958792,-0.22337241,-9.790115,4996,0
85957132,0.0013158639,-0.0109432945,0.016476262,5005,0,-0.21276267,-0.28037095,-9.821831,5005,0
85962128,-0.024807887,0.015680855,0.014626052,4996,0,-0.32268995,-0.21955447,-9.723664,4996,0
85967129,-0.00015869414,-0.025507325,0.00979069,5001,0,-0.40599695,-0.18114984,-9.647236,5001,0
85972131,-0.003176958,-0.011859706,-0.0017564449,5002,0,-0.24680795,-0.28657198,-9.900637,5002,0
85977131,-0.009922146,0.014484907,-0.015556897,5000,0,-0.41531724,-0.21288458,-9.845847,5000,0
85982174,0.008878273,-0.022732325,-0.021037063,5043,0,-0.49879053,-0.20169823,-9.822386,5043,0
85987133,-0.0011396817,-0.0009357183,-0.023495981,4959,0,-0.3481174,-0.3429111,-9.8337345,4959,0
85992133,-0.019423174,0.019049106,-0.026112696,5000,0,-0.47719362,-0.2839909,-9.636468,5000,0
85997136,-0.0075621833,-0.0073946435,-0.032598007,5003,0,-0.45332724,-0.2926219,-9.836836,5003,0
86002135,-0.019986227,0.0134982895,-0.035422,4999,0,-0.29039544,-0.24345118,-10.005676,4999,0
86007137,-0.017810736,0.026148787,-0.033779357,5002,0,-0.39417386,-0.17907566,-9.682453,5002,0
86012136,-0.007501201,0.0039462834,-0.0198238,4999,0,-0.372072,-0.122275725,-9.593268,4999,0
86017154,0.0022905532,0.02104951,-0.0035862715,5018,0,-0.20277147,-0.15968706,-9.889834,5018,0
86022137,0.0014997524,0.022195134,0.014405487,4983,0,-0.19103003,-0.17561923,-10.006143,4983,0
86027138,0.006776467,-0.0039241337,0.031546775,5001,0,-0.146191,-0.2316404,-9.823707,5001,0
86032143,0.015310988,0.002761478,0.044591848,5005,0,-0.13612022,-0.3636172,-9.585997,5005,0
86037141,-0.0053618345,-0.0019196147,0.05654162,4998,0,-0.22439195,-0.40681705,-9.5252,4998,0
86042140,-0.005655486,-0.015275242,0.062210057,4999,0,-0.16051783,-0.37287864,-9.896378,4999,0
86047144,-0.006255872,-0.013707473,0.05751862,5004,0,-0.18711372,-0.42106745,-10.127019,5004,0
86052140,-0.030795787,-0.01591326,0.043370374,4996,0,-0.30534703,-0.40759823,-9.805674,4996,0
86057145,-0.025404217,-0.019108983,0.017436784,5005,0,-0.33046362,-0.35752317,-9.443222,5005,0
86062146,-0.033179954,-0.028087672,-0.023250867,5001,0,-0.3853643,-0.30174512,-9.66588,5001,0
86067148,-0.038675718,-0.021219783,-0.06941193,5002,0,-0.4728606,-0.17815377,-9.996171,5002,0
86072149,-0.02678158,-0.008778971,-0.10229712,5001,0,-0.5899503,-0.052950103,-10.03534,5001,0
86077146,-0.009860539,-0.011791746,-0.10326666,4997,0,-0.6106965,0.039010756,-9.762124,4997,0
86082146,-0.0029695225,0.019415477,-0.07493415,5000,0,-0.46198726,0.071465224,-9.764717,5000,0
86087195,0.027146084,0.03753933,-0.021628812,5049,0,-0.45176128,0.14214087,-9.777602,5049,0
86092147,0.048475903,0.014048176,0.02676082,4952,0,-0.23637462,-0.1017383,-9.765013,4952,0
86097149,0.0342847,0.04210709,0.054610986,5002,0,-0.05447762,-0.4007176,-9.758069,5002,0
86102161,0.022770701,0.025513053,0.05777221,5012,0,-0.07186731,-0.5507626,-9.753391,5012,0
86107151,0.0032409544,-0.032082044,0.045192096,4990,0,-0.09338817,-0.7143078,-9.767223,4990,0
86112150,-0.039439112,-0.012593083,0.020259885,4999,0,-0.16387077,-0.80997676,-9.646659,4999,0
86117199,-0.06419027,-0.0055852695,-0.013295014,5049,0,-0.42065427,-0.5005649,-9.732733,5049,0
86122152,-0.052238673,-0.060632717,-0.039780304,4953,0,-0.49647853,-0.2795277,-10.074314,4953,0
86127156,-0.0631864,-0.02829732,-0.05114388,5004,0,-0.46636492,-0.121040046,-10.040881,5004,0
86132154,-0.015957119,0.023387434,-0.043526746,4998,0,-0.72692746,0.16113377,-9.580404,4998,0
86137158,0.02228818,0.010907575,-0.022452341,5004,0,-0.67985183,0.15857917,-9.608551,5004,0
86142155,0.01672951,0.04771424,0.015194858,4997,0,-0.22117683,0.023249518,-9.983172,4997,0
86147156,0.034099124,0.08583929,0.06337073,5001,0,-0.10101663,-0.040107854,-9.992625,5001,0
86152156,0.034146614,0.03486699,0.09811436,5000,0,0.06639235,-0.18261227,-9.739597,5000,0
86157159,-0.00145165,-0.016690128,0.098818876,5003,0,0.3152994,-0.40298638,-9.446281,5003,0
86162158,-0.019545117,-0.04708495,0.0565203,4999,0,0.10434141,-0.5069765,-9.588783,4999,0
86167159,-0.0019026287,-0.08765421,-0.0028502203,5001,0,-0.38237473,-0.58352023,-9.935277,5001,0
86172161,-0.024835883,-0.07295421,-0.028600734,5002,0,-0.58328956,-0.547878,-9.91271,5002,0
86177173,-0.0337128,-0.010175888,-0.0056942245,5012,0,-0.70711035,-0.43561298,-9.987391,5012,0
86182161,-0.04443173,0.011545807,0.02859959,4988,0,-0.742883,-0.26069447,-10.265124,4988,0
86187163,-0.045757994,0.04688688,0.024149308,5002,0,-0.49462357,-0.14612947,-9.541585,5002,0
86192163,-0.038429365,0.042253412,-0.041685376,5000,0,-0.35368982,-0.07536745,-8.96952,5000,0
86197163,0.033081915,-0.01764364,-0.1557614,5000,0,-0.20170486,-0.08940456,-9.920878,5000,0
86202164,0.042637408,-0.0017478457,-0.23356712,5001,0,-0.1739164,-0.094115146,-10.620172,5001,0
86207166,0.054055575,-0.011823606,-0.20939098,5002,0,-0.3968585,-0.13089812,-9.581206,5002,0
86212185,0.07116626,-0.0025010547,-0.09632975,5019,0,-0.19611937,-0.39234817,-9.835102,5019,0
86217166,-0.08594067,0.04619955,0.030273514,4981,0,-0.05040804,-0.31508663,-10.255298,4981,0
86222170,-0.07548131,-0.009318694,0.11666856,5004,0,0.04630472,-0.0039167143,-9.068549,5004,0
86227167,-0.04341561,-0.046886098,0.13060582,4997,0,0.094709106,-0.18416606,-9.0722475,4997,0
86232169,-0.048477378,-0.05040299,0.10112785,5002,0,-0.16412377,0.13769042,-9.725792,5002,0
86237170,0.070170894,-0.06638329,0.10146154,5001,0,-0.28014076,-0.022951068,-10.014472,5001,0
86242170,0.049996115,-0.035231143,0.12259225,5000,0,-0.5742502,-0.6271444,-10.6285,5000,0
86247187,-0.017080234,-0.0139426775,0.12735145,5017,0,-0.81096774,-0.5832499,-10.559965,5017,0
86252171,0.044022273,-0.007938731,0.08381462,4984,0,-0.86938244,-0.9029463,-8.704648,4984,0
86257176,-0.005612461,-0.020974224,0.0008367019,5005,0,-0.98296976,-0.92137223,-8.518693,5005,0
86262173,-0.04070795,0.024224777,-0.06892402,4997,0,-0.67515254,-0.82647425,-10.598218,4997,0
86267174,-0.1018679,0.10559958,-0.10062528,5001,0,-0.27262852,-0.1272964,-11.419799,5001,0
86272178,-0.0705885,0.025610317,-0.09251898,5004,0,-0.23169826,0.35066894,-9.864873,5004,0
86277177,-0.025399901,-0.041776,-0.08312111,4999,0,-0.2819086,0.21550798,-8.484518,4999,0
86282180,0.0097317975,0.035081618,-0.097305275,5003,0,-0.14135763,0.328279,-8.7002125,5003,0
86287183,0.06868944,0.036780734,-0.11099956,5003,0,-0.08830262,-0.03084783,-10.332568,5003,0
86292177,-0.079864785,-0.004931124,-0.104578644,4994,0,0.05107013,-0.07252574,-11.832502,4994,0
86297179,0.05118162,0.0044216164,-0.039715845,5002,0,-0.21697187,0.22841129,-9.858528,5002,0
86302180,0.08719718,-0.007316368,0.061462,5001,0,-0.45533052,-0.36480477,-7.7502947,5001,0
86307227,-0.060236614,0.016198758,0.13612969,5047,0,-0.034993924,-0.44448492,-8.784305,5047,0
86312180,-0.025418777,0.024744434,0.14109664,4953,0,0.13018306,-0.37590852,-11.218958,4953,0
86317200,0.010285894,-0.07062463,0.09127035,5020,0,-0.34034508,-0.38068134,-11.062493,5020,0
