timestamp,main_state_changes,main_state
2090347749,1,8
2090854731,1,8
2091355343,1,8
2091865693,1,8
2092370902,1,8
2092880720,1,8
2093380753,1,8
2093882173,1,8
2094384719,1,8
2094885916,1,8
2095396930,1,8
2095899963,1,8
2096400686,1,8
2096910722,1,8
2097411705,1,8
2097918683,1,8
2098420719,1,8
2098924693,1,8
2099424783,1,8
2099926523,1,8
2100433722,1,8
2100939687,1,8
2101443872,1,8
2101948027,1,8
2102448696,1,8
2102951696,1,8
2103452982,1,8
2103953180,1,8
2104457075,1,8
2104957702,1,8
2105458781,1,8
2105961741,1,8
2106463198,1,8
2106965343,1,8
2107465786,1,8
2107971780,1,8
2108477875,1,8
2108981802,1,8
2109492788,1,8
2110003208,1,8
2110504718,1,8
2111005774,1,8
2111507725,1,8
2112008101,1,8
2112512715,1,8
2113019724,1,8
2113521685,1,8
2114023847,1,8
2114528517,1,8
2115029814,1,8
2115539689,1,8
2116040941,1,8
2116551739,1,8
2117055722,1,8
2117559792,1,8
2118060321,1,8
2118566190,1,8
2118933799,2,1
2119440736,2,1
2119951687,2,1
2120452028,2,1
2120463849,3,2
2120968693,3,2
2121472730,3,2
2121975706,3,2
2122422058,4,1
2122501833,5,8
2123002720,5,8
2123505779,5,8
2124006845,5,8
2124517869,5,8
2125027953,5,8
2125351242,5,8
2125859689,5,8
2126368846,5,8
2126757813,5,8
2127259756,5,8
2127763757,5,8
2128264955,5,8
2128776105,5,8
2129277719,5,8
2129784223,5,8
2130289429,5,8
2130799800,5,8
2131303785,5,8
2131809671,5,8
2132318992,5,8
2132819754,5,8
2133320696,5,8
2133824728,5,8
2134329925,5,8
2134841779,5,8
2135345751,5,8
2135850738,5,8
2136354145,5,8
2136854274,5,8
2137355842,5,8
2137857711,5,8
2138360357,5,8
2138860751,5,8
2139365568,5,8
2139870717,5,8
2140376002,5,8
2140877993,5,8
2141378691,5,8
2141882045,5,8
2142388717,5,8
2142888796,5,8
2143392940,5,8
2143895689,5,8
2144400749,5,8
2144903750,5,8
2145413215,5,8
2145914685,5,8
2146418167,5,8
2146927721,5,8
2147438691,5,8
2147941696,5,8
2148444573,5,8
2148945691,5,8
2149451926,5,8
2149953775,5,8
2150458795,5,8
2150962792,5,8
2151471780,5,8
2151973434,5,8
2152478755,5,8
2152982685,5,8
2153483970,5,8
2153990685,5,8
2154493689,5,8
2155000728,5,8
2155503761,5,8
2156005149,5,8
2156505718,5,8
2157009688,5,8
2157511825,5,8
2158014761,5,8
2158517746,5,8
2159026842,5,8
2159527352,5,8
2160038508,5,8
2160541753,5,8
2161045729,5,8
2161546807,5,8
2162055935,5,8
2162565189,5,8
2163071875,5,8
2163576928,5,8
2164077699,5,8
2164580694,5,8
2165082288,5,8
2165584723,5,8
2166090880,5,8
2166591701,5,8
2167093146,5,8
2167597168,5,8
2168097801,5,8
2168607723,5,8
2169111684,5,8
2169615692,5,8
2170123722,5,8
2170633756,5,8
2171138730,5,8
2171643783,5,8
2172146943,5,8
2172654720,5,8
2173157088,5,8
2173657692,5,8
2174161691,5,8
2174663811,5,8
2175172998,5,8
2175680749,5,8
2176187268,5,8
2176690136,5,8
2177191695,5,8
2177696947,5,8
2178198757,5,8
2178700779,5,8
2179210320,5,8
2179259020,5,8
2179291786,5,8
2179302718,5,8
2179804983,5,8
2180307748,5,8
2180809699,5,8
2181311961,5,8
2181812808,5,8
2182313693,5,8
2182814694,5,8
2183323692,5,8
2183832986,5,8
2184343759,5,8
2184846159,5,8
2185346925,5,8
2185857066,5,8
2186360653,5,8
2186870836,5,8
2187373127,5,8
2187883185,5,8
2188390741,5,8
2188895807,5,8
2189399755,5,8
2189908746,5,8
2190416959,5,8
2190919088,5,8
2191423692,5,8
2191932687,5,8
2192441961,5,8
2192950992,5,8
2193456325,5,8
2193966859,5,8
2194276034,5,8
2194777059,5,8
2195281163,5,8
2195787710,5,8
2196289420,5,8
2196791759,5,8
2197293692,5,8
2197795037,5,8
2198298695,5,8
2198799847,5,8
2199300696,5,8
2199804855,5,8
2200039725,5,8
2200542686,5,8
2201044833,5,8
2201547010,5,8
2202049721,5,8
2202555685,5,8
2203059760,5,8
2203560745,5,8
2204063721,5,8
2204568721,5,8
2205076982,5,8
2205587350,5,8
2206090929,5,8
2206599147,5,8
2207110007,5,8
2207620336,5,8
2208127905,5,8
2208630714,5,8
2209135714,5,8
2209636927,5,8
2210138422,5,8
2210639195,5,8
2211140725,5,8
2211650804,5,8
2212151718,5,8
2212654893,5,8
2213155856,5,8
2213657070,5,8
2214167727,5,8
2214669717,5,8
2215173684,5,8
2215676975,5,8
2216177691,5,8
2216687369,5,8
2217190862,5,8
2217692853,5,8
2218201235,5,8
2218704707,5,8
2219215691,5,8
2219719717,5,8
2219999582,5,8
2220023053,5,8
2220088690,5,8
2220590848,5,8
2221100725,5,8
2221604053,5,8
2222113730,5,8
2222618726,5,8
2223129729,5,8
2223637726,5,8
2224148144,5,8
2224649786,5,8
2225153768,5,8
2225658082,5,8
2226161726,5,8
2226666025,5,8
2227170685,5,8
2227670690,5,8
2228177163,5,8
2228679833,5,8
2229181759,5,8
2229684826,5,8
2230185794,5,8
2230688511,5,8
2231188905,5,8
2231692721,5,8
2232199960,5,8
2232700399,5,8
2233208578,5,8
2233708761,5,8
2234209697,5,8
2234710851,5,8
2235011870,5,8
2235519162,5,8
2236025910,5,8
2236526152,5,8
2237026979,5,8
2237530119,5,8
2238033756,5,8
2238538745,5,8
2239041692,5,8
2239543758,5,8
2240044687,5,8
2240547088,5,8
2241051686,5,8
2241555120,5,8
2242060748,5,8
2242564723,5,8
2243073933,5,8
2243582746,5,8
2244083686,5,8
2244583805,5,8
2245091732,5,8
2245594742,5,8
2246099347,5,8
2246600893,5,8
2247101692,5,8
2247609769,5,8
2248116161,5,8
2248619691,5,8
2249120805,5,8
2249622710,5,8
2250126094,5,8
