timestamp,main_state_changes,main_state
2250626407,5,8
2251127311,5,8
2251628748,5,8
2252132739,5,8
2252633865,5,8
2253137494,5,8
2253641690,5,8
2254145727,5,8
2254654698,5,8
2255160879,5,8
2255665107,5,8
2256171687,5,8
2256675724,5,8
2257181696,5,8
2257690696,5,8
2258200134,5,8
2258710294,5,8
2259212903,5,8
2259717723,5,8
2260227989,5,8
2260738687,5,8
2261241752,5,8
2261745715,5,8
2262247688,5,8
2262757724,5,8
2263266958,5,8
2263768817,5,8
2264271277,5,8
2264775720,5,8
2265277891,5,8
2265780827,5,8
2266285824,5,8
2266792052,5,8
2267298245,5,8
2267800792,5,8
2268305112,5,8
2268806826,5,8
2269316799,5,8
2269824685,5,8
2270327909,5,8
2270828910,5,8
2271331791,5,8
2271832775,5,8
2272333724,5,8
2272843688,5,8
2273347093,5,8
2273850613,5,8
2274351737,5,8
2274861720,5,8
2275362710,5,8
2275867729,5,8
2276373884,5,8
2276877539,5,8
2277380856,5,8
2277887398,5,8
2278390750,5,8
2278894934,5,8
2279396501,5,8
2279898016,5,8
2280407954,5,8
2280909748,5,8
2281410797,5,8
2281912694,5,8
2282424254,5,8
2282934370,5,8
2283441854,5,8
2283947084,5,8
2284457218,5,8
2284959994,5,8
2285461757,5,8
2285967003,5,8
2286469027,5,8
2286969690,5,8
2287474750,5,8
2287978709,5,8
2288482720,5,8
2288989172,5,8
2289490788,5,8
2289997634,5,8
2290499830,5,8
2291002719,5,8
2291508955,5,8
2292013031,5,8
2292521757,5,8
2293024143,5,8
2293530866,5,8
2294034700,5,8
2294537691,5,8
2295040728,5,8
2295542701,5,8
2296049743,5,8
2296551056,5,8
2297061276,5,8
2297562967,5,8
2298066011,5,8
2298568740,5,8
2299069687,5,8
2299572815,5,8
2300073726,5,8
2300581299,5,8
2301087039,5,8
2301590685,5,8
2302094310,5,8
2302602041,5,8
2303111049,5,8
2303618746,5,8
2304125248,5,8
2304635691,5,8
2305139211,5,8
2305645761,5,8
2306148337,5,8
2306658914,5,8
2307169995,5,8
2307677722,5,8
2308180748,5,8
2308681998,5,8
2309182752,5,8
2309686205,5,8
2310191387,5,8
2310692773,5,8
2311203974,5,8
2311704719,5,8
2312207724,5,8
2312718705,5,8
2313222350,5,8
2313723804,5,8
2314233940,5,8
2314744687,5,8
2315248695,5,8
2315758269,5,8
2316261749,5,8
2316763801,5,8
2317265686,5,8
2317769720,5,8
2318270774,5,8
2318774058,5,8
2319277867,5,8
2319781432,5,8
2320286493,5,8
2320787872,5,8
2321290723,5,8
2321793744,5,8
2322295505,5,8
2322802779,5,8
2323313908,5,8
2323816728,5,8
2324318687,5,8
2324826528,5,8
2325330686,5,8
2325840859,5,8
2326342723,5,8
2326843725,5,8
2327350688,5,8
2327855718,5,8
2328360008,5,8
2328870720,5,8
2329374029,5,8
2329876883,5,8
2330378685,5,8
2330879692,5,8
2331380817,5,8
2331704294,5,8
2332205063,5,8
2332709932,5,8
2333219721,5,8
2333720708,5,8
2334227685,5,8
2334730109,5,8
2335232743,5,8
2335734727,5,8
2336236545,5,8
2336739802,5,8
2337241114,5,8
2337744725,5,8
2338245688,5,8
2338750689,5,8
2339255715,5,8
2339757512,5,8
2340261738,5,8
2340766827,5,8
2341267798,5,8
2341771776,5,8
2342276950,5,8
2342780857,5,8
2343289723,5,8
2343799816,5,8
2344301773,5,8
2344810913,5,8
2345311705,5,8
2345821816,5,8
2346329824,5,8
2346832739,5,8
2347333740,5,8
2347838977,5,8
2348349720,5,8
2348851068,5,8
2349357654,5,8
2349861238,5,8
2350364045,5,8
2350871776,5,8
2351375042,5,8
2351881009,5,8
2352383742,5,8
2352894688,5,8
2353396853,5,8
2353901054,5,8
2354404691,5,8
2354910880,5,8
2355412693,5,8
2355916359,5,8
2356426380,5,8
2356932700,5,8
2357433731,5,8
2357942710,5,8
2358443764,5,8
2358947890,5,8
2359457745,5,8
2359961723,5,8
2360462449,5,8
2360964701,5,8
2361474821,5,8
2361981100,5,8
2362481887,5,8
2362993174,5,8
2363494725,5,8
2364001990,5,8
2364509724,5,8
2365010921,5,8
2365520787,5,8
2366021699,5,8
2366521726,5,8
2367027668,5,8
2367529740,5,8
2368031725,5,8
2368532732,5,8
2369035686,5,8
2369537038,5,8
2370045690,5,8
2370555810,5,8
2371057623,5,8
2371561703,5,8
2372066192,5,8
2372567819,5,8
2373077891,5,8
2373579686,5,8
2374088686,5,8
2374591470,5,8
2375101770,5,8
2375603172,5,8
2376103720,5,8
2376610692,5,8
2377113687,5,8
2377618460,5,8
2378122957,5,8
2378622985,5,8
2379124731,5,8
2379627249,5,8
2380130263,5,8
2380634210,5,8
2381134907,5,8
2381640108,5,8
2382143686,5,8
2382645708,5,8
2383147694,5,8
2383650156,5,8
2384154622,5,8
2384659721,5,8
2385162847,5,8
2385663692,5,8
2386163698,5,8
2386669002,5,8
2387171961,5,8
2387678352,5,8
2388182827,5,8
2388688784,5,8
2389190772,5,8
2389691714,5,8
2390195684,5,8
2390696831,5,8
2391196941,5,8
2391699690,5,8
2392201367,5,8
2392708928,5,8
2393217762,5,8
2393722692,5,8
2394232882,5,8
2394742756,5,8
2395250024,5,8
2395760819,5,8
2396266803,5,8
2396770801,5,8
2397281032,5,8
2397782723,5,8
2398287675,5,8
2398787814,5,8
2399288757,5,8
2399788894,5,8
2400293109,5,8
2400800251,5,8
2401302685,5,8
2401804754,5,8
2402308090,5,8
2402810690,5,8
2403316046,5,8
2403826927,5,8
2404327061,5,8
2404829688,5,8
2405339825,5,8
2405844233,5,8
2406345688,5,8
2406847747,5,8
2407348456,5,8
2407858689,5,8
2408360176,5,8
2408869468,5,8
2409370745,5,8
2409871026,5,8
2410373719,5,8
2410877694,5,8
2411377761,5,8
2411879245,5,8
2412379722,5,8
2412883716,5,8
2413387259,5,8
2413887784,5,8
2414390743,5,8
2414895849,5,8
2415397107,5,8
2415905693,5,8
2416406984,5,8
2416917803,5,8
2417427017,5,8
2417929686,5,8
2418429722,5,8
2418929739,5,8
2419438750,5,8
2419939407,5,8
2420443937,5,8
2420945733,5,8
2421454693,5,8
2421956996,5,8
2422464775,5,8
2422967688,5,8
2423477477,5,8
2423987187,5,8
2424490893,5,8
2424992862,5,8
2425503838,5,8
2426007735,5,8
2426507768,5,8
2427009926,5,8
2427512686,5,8
