timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy
110980827,1200.0,0.7839499,1650.5515,0.0,3839,68,249.17746,498,169,0,0,0,0.33935744,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
111735257,1200.0,0.7839499,1650.5515,0.0,3858,68,249.17746,499,169,0,0,0,0.33867735,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
112040878,1200.0,0.7839499,1067.8475,0.0,3866,68,134.10179,500,169,0,0,0,0.338,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
112968846,1200.0,0.7839499,1078.1913,0.0,3890,68,41.736435,502,169,0,0,0,0.33665338,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
113982006,1200.0,0.7839499,1609.341,0.0,3931,68,216.29858,515,169,0,0,0,0.32815534,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
115039983,1200.0,0.7839499,1047.7905,0.0,3959,68,41.67349,517,169,0,0,0,0.32688588,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
115974917,1200.0,0.7839499,1709.8976,0.0,3992,68,134.59836,520,169,0,0,0,0.325,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
116989802,1200.0,0.7839499,1945.241,0.0,4044,68,487.30475,550,169,0,0,0,0.30727273,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
118051329,1200.0,0.7839499,1057.4368,0.0,4073,68,41.898438,552,169,0,0,0,0.3061594,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
119295818,1200.0,0.7839499,1205.2734,0.0,4108,68,41.663773,555,169,0,0,0,0.3045045,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
119986878,1200.0,0.7839499,1481.6183,0.0,4140,68,216.48311,567,169,0,0,0,0.29805997,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
121070847,1200.0,0.7839499,1512.3214,0.0,4183,68,265.70508,583,169,0,0,0,0.28987992,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
121964861,1200.0,0.7839499,1047.4467,0.0,4205,68,67.44921,586,169,0,0,0,0.2883959,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
122985028,1200.0,0.7839499,1599.9471,0.0,4239,68,134.99554,589,169,0,0,0,0.28692698,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124061669,1200.0,0.7839499,1573.8876,0.0,4283,68,217.43185,602,169,0,0,0,0.2807309,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124963995,1200.0,0.7839499,1424.1772,0.0,4315,68,184.85483,613,169,0,0,0,0.2756933,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
125996255,1200.0,0.7839499,1489.0956,0.0,4347,68,133.66217,616,169,0,0,0,0.27435064,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
