timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,calibration_count
438350518,438350102,3932170,3932170,-1.7785824e-05,4.3150632e-07,-1.8154304e-06,-0.0012998624,-0.0014585323,-0.04888219,4999,4999,0,3
438355467,438355101,3932170,3932170,-8.22267e-06,3.7957868e-06,-3.4384552e-06,-0.0013902476,-0.0015559067,-0.04894771,4999,4999,0,3
438850561,438850247,3932170,3932170,-1.68578e-05,-5.6108843e-06,-9.37539e-06,-0.0013085766,-0.0015300631,-0.04888521,5001,5001,0,3
439350712,439350395,3932170,3932170,-8.87213e-06,-3.9413607e-07,3.687902e-07,-0.0014568842,-0.0014024451,-0.048843704,5001,5001,0,3
439855898,439855545,3932170,3932170,-1.2296384e-05,4.678936e-06,1.3339055e-06,-0.0014200312,-0.0014989423,-0.0489967,5002,5002,0,3
440351007,440350692,3932170,3932170,-1.3526313e-05,9.934496e-07,-7.2571556e-06,-0.0014108,-0.0015507414,-0.048641782,4974,4974,0,3
440851157,440850840,3932170,3932170,-9.451333e-06,3.9970837e-06,-4.7025314e-06,-0.0014698893,-0.0014555597,-0.048911817,5000,5000,0,3
441351302,441350989,3932170,3932170,-1.3663575e-05,-4.3560535e-06,-2.9721568e-06,-0.0013986159,-0.0015613821,-0.04881946,5001,5001,0,3
441851468,441851138,3932170,3932170,-1.3689896e-05,-1.4922745e-07,6.8862128e-06,-0.0014618654,-0.0015051841,-0.048862725,4999,4999,0,3
442351613,442351288,3932170,3932170,-1.0237725e-05,3.7591044e-06,1.9251797e-06,-0.0013782469,-0.0014093096,-0.048954304,4998,4998,0,3
442851811,442851438,3932170,3932170,-3.1266331e-06,-2.785504e-06,-6.766341e-06,-0.001425663,-0.0014974448,-0.048891094,5004,5004,0,3
443351900,443351585,3932170,3932170,-1.2807451e-05,-3.9145666e-06,-5.5084647e-06,-0.0013986364,-0.001569086,-0.04887939,5001,5001,0,3
443852055,443851735,3932170,3932170,-1.3317677e-05,7.225916e-06,-1.0195671e-05,-0.0013805114,-0.0015305643,-0.048938725,5001,5001,0,3
444352244,444351886,3932170,3932170,-1.14524755e-05,-2.188611e-06,6.431561e-06,-0.0013317547,-0.0014328005,-0.048916303,5002,5002,0,3
444852348,444852035,3932170,3932170,-1.5492873e-05,-4.40956e-06,-5.081406e-06,-0.0014212227,-0.0015847896,-0.04896505,5001,5001,0,3
445352507,445352189,3932170,3932170,-8.058415e-06,1.7176951e-06,5.109132e-06,-0.0014158201,-0.0014868367,-0.048969936,5006,5006,0,3
445852707,445852335,3932170,3932170,-1.102938e-05,-2.0291666e-06,-2.9437417e-06,-0.0013701655,-0.0014070438,-0.04888274,5000,5000,0,3
