timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
85713864,inf,0,1,1,1,0,0,1,0,0,1
85753116,inf,0,1,1,1,1,0,1,0,0,1
86563301,inf,0,1,0,0,1,0,1,0,0,1
86573450,inf,0,0,0,0,1,0,1,0,0,1
87583339,inf,0,0,0,0,1,0,0,0,0,1
88583535,inf,0,0,0,0,1,0,0,0,0,1
89593675,inf,0,0,0,0,1,0,0,0,0,1
90593790,inf,0,0,0,0,1,0,0,0,0,1
91564151,inf,0,0,0,0,0,0,0,0,0,1
92564286,inf,0,0,0,0,0,0,0,0,0,1
93564492,inf,0,0,0,0,0,0,0,0,0,1
94564731,inf,0,0,0,0,0,0,0,0,0,1
95564892,inf,0,0,0,0,0,0,0,0,0,1
96564946,inf,0,0,0,0,0,0,0,0,0,1
97565078,inf,0,0,0,0,0,0,0,0,0,1
98565216,inf,0,0,0,0,0,0,0,0,0,1
99565524,inf,0,0,0,0,0,0,0,0,0,1
100565566,inf,0,0,0,0,0,0,0,0,0,1
101565693,inf,0,0,0,0,0,0,0,0,0,1
102565849,inf,0,0,0,0,0,0,0,0,0,1
103566184,inf,0,0,0,0,0,0,0,0,0,1
104566319,inf,0,0,0,0,0,0,0,0,0,1
105566500,inf,0,0,0,0,0,0,0,0,0,1
106566565,inf,0,0,0,0,0,0,0,0,0,1
107566684,inf,0,0,0,0,0,0,0,0,0,1
108566852,inf,0,0,0,0,0,0,0,0,0,1
109567029,inf,0,0,0,0,0,0,0,0,0,1
110567184,inf,0,0,0,0,0,0,0,0,0,1
111567326,inf,0,0,0,0,0,0,0,0,0,1
112567524,inf,0,0,0,0,0,0,0,0,0,1
113567835,inf,0,0,0,0,0,0,0,0,0,1
114567971,inf,0,0,0,0,0,0,0,0,0,1
115568120,inf,0,0,0,0,0,0,0,0,0,1
116568317,inf,0,0,0,0,0,0,0,0,0,1
117568327,inf,0,0,0,0,0,0,0,0,0,1
118568640,inf,0,0,0,0,0,0,0,0,0,1
119578592,inf,0,0,0,0,0,0,0,0,0,1
120578747,inf,0,0,0,0,0,0,0,0,0,1
121578774,inf,0,0,0,0,0,0,0,0,0,1
122578988,inf,0,0,0,0,0,0,0,0,0,1
123579211,inf,0,0,0,0,0,0,0,0,0,1
124579306,inf,0,0,0,0,0,0,0,0,0,1
125579439,inf,0,0,0,0,0,0,0,0,0,1
126579789,inf,0,0,0,0,0,0,0,0,0,1
127579894,inf,0,0,0,0,0,0,0,0,0,1
128580133,inf,0,0,0,0,0,0,0,0,0,1
129580300,inf,0,0,0,0,0,0,0,0,0,1
130580408,inf,0,0,0,0,0,0,0,0,0,1
131580514,inf,0,0,0,0,0,0,0,0,0,1
132580806,inf,0,0,0,0,0,0,0,0,0,1
133580807,inf,0,0,0,0,0,0,0,0,0,1
134580985,inf,0,0,0,0,0,0,0,0,0,1
135581208,inf,0,0,0,0,0,0,0,0,0,1
136581522,inf,0,0,0,0,0,0,0,0,0,1
137581620,inf,0,0,0,0,0,0,0,0,0,1
138581870,inf,0,0,0,0,0,0,0,0,0,1
139582001,inf,0,0,0,0,0,0,0,0,0,1
140582101,inf,0,0,0,0,0,0,0,0,0,1
141582290,inf,0,0,0,0,0,0,0,0,0,1
142582492,inf,0,0,0,0,0,0,0,0,0,1
143582568,inf,0,0,0,0,0,0,0,0,0,1
144582801,inf,0,0,0,0,0,0,0,0,0,1
145583093,inf,0,0,0,0,0,0,0,0,0,1
146583222,inf,0,0,0,0,0,0,0,0,0,1
147583422,inf,0,0,0,0,0,0,0,0,0,1
148583623,inf,0,0,0,0,0,0,0,0,0,1
149583719,inf,0,0,0,0,0,0,0,0,0,1
150593889,inf,0,0,0,0,0,0,0,0,0,1
151594028,inf,0,0,0,0,0,0,0,0,0,1
152594263,inf,0,0,0,0,0,0,0,0,0,1
153594492,inf,0,0,0,0,0,0,0,0,0,1
154594598,inf,0,0,0,0,0,0,0,0,0,1
155594700,inf,0,0,0,0,0,0,0,0,0,1
156594945,inf,0,0,0,0,0,0,0,0,0,1
157595018,inf,0,0,0,0,0,0,0,0,0,1
158595327,inf,0,0,0,0,0,0,0,0,0,1
159595415,inf,0,0,0,0,0,0,0,0,0,1
160595717,inf,0,0,0,0,0,0,0,0,0,1
161595839,inf,0,0,0,0,0,0,0,0,0,1
162596025,inf,0,0,0,0,0,0,0,0,0,1
163596269,inf,0,0,0,0,0,0,0,0,0,1
164606650,inf,0,0,0,0,0,0,0,0,0,1
165606846,inf,0,0,0,0,0,0,0,0,0,1
166607027,inf,0,0,0,0,0,0,0,0,0,1
167607042,inf,0,0,0,0,0,0,0,0,0,1
168607063,inf,0,0,0,0,0,0,0,0,0,1
169237382,inf,0,0,0,0,1,1,0,1,0,1
170237634,inf,0,0,0,0,1,1,0,1,0,1
171237663,inf,0,0,0,0,1,1,1,0,0,1
171367683,inf,0,1,0,0,1,1,1,0,0,1
171727707,inf,0,1,1,0,1,1,1,0,0,1
172067712,inf,0,1,1,1,1,1,1,0,0,1
173067935,inf,0,1,1,1,1,1,1,0,0,1
174068061,inf,0,1,1,1,1,1,1,0,0,1
