timestamp,voltage5v_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid
280240704,4.9725585,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
280250735,4.975781,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
280740713,4.979004,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
281250700,5.003174,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
281750796,4.9822264,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
282250833,4.9773927,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
282750709,4.979004,3.3177245,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
283250699,4.975781,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
283750769,4.975781,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
284250985,5.004785,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
284751027,4.980615,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
285251092,4.980615,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
285751149,4.999951,3.319336,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
286251938,4.9838376,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
286751528,5.004785,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
287252679,4.9854493,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
287751777,4.969336,3.3177245,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
288250730,4.929053,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
288740763,5.0080075,3.3177245,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
289250703,4.9838376,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
289750779,4.9081054,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
290250726,4.9773927,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
290750699,5.0080075,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
291250701,4.914551,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
291750701,4.9822264,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
292240837,5.003174,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
292750838,4.92583,3.3128905,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
293250727,5.0208983,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
293751284,5.004785,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
294250753,4.95,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
294750699,4.9854493,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
295250701,5.0080075,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
295740712,4.990283,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
296250710,5.014453,3.3128905,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
296750699,5.016064,3.3177245,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
297251303,4.9226074,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
297750806,5.009619,3.319336,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
298250726,5.0015626,3.3128905,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
298750699,4.9081054,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
299240700,4.988672,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
299750703,5.014453,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
300250700,4.911328,3.3177245,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
300750791,4.969336,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
301250699,4.9854493,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
