timestamp,position,velocity,acceleration,attitude,body_rate
568951550,1,1,1,0,0
568982068,1,1,1,0,0
569053765,1,1,1,0,0
569151764,1,1,1,0,0
569251568,1,1,1,0,0
569352556,1,1,1,0,0
569451792,1,1,1,0,0
569551491,1,1,1,0,0
569652507,1,1,1,0,0
569751547,1,1,1,0,0
569852336,1,1,1,0,0
569952376,1,1,1,0,0
570054396,1,1,1,0,0
570126226,1,1,1,0,0
570252166,1,1,1,0,0
570352008,1,1,1,0,0
570452259,1,1,1,0,0
570551818,1,1,1,0,0
570653854,1,1,1,0,0
570751841,1,1,1,0,0
570851800,1,1,1,0,0
570952199,1,1,1,0,0
571027322,1,1,1,0,0
571153002,1,1,1,0,0
571251994,1,1,1,0,0
571302200,1,1,1,0,0
571452417,1,1,1,0,0
571552295,1,1,1,0,0
571653111,1,1,1,0,0
571752691,1,1,1,0,0
571852536,1,1,1,0,0
571952624,1,1,1,0,0
572053510,1,1,1,0,0
572154782,1,1,1,0,0
572252307,1,1,1,0,0
572353397,1,1,1,0,0
572452083,1,1,1,0,0
572552357,1,1,1,0,0
572653297,1,1,1,0,0
572752225,1,1,1,0,0
572853336,1,1,1,0,0
572952490,1,1,1,0,0
573053331,1,1,1,0,0
573152637,1,1,1,0,0
573252513,1,1,1,0,0
573327003,1,1,1,0,0
573453143,1,1,1,0,0
573553014,1,1,1,0,0
573627073,1,1,1,0,0
573752834,1,1,1,0,0
573851610,1,1,1,0,0
573952862,1,1,1,0,0
574053245,1,1,1,0,0
574153254,1,1,1,0,0
574253192,1,1,1,0,0
574353538,1,1,1,0,0
574453300,1,1,1,0,0
574551365,1,1,1,0,0
574627520,1,1,1,0,0
574752970,1,1,1,0,0
574851710,1,1,1,0,0
574953727,1,1,1,0,0
575053034,1,1,1,0,0
575153880,1,1,1,0,0
575251985,1,1,1,0,0
575353330,1,1,1,0,0
575451798,1,1,1,0,0
575551357,1,1,1,0,0
575626843,1,1,1,0,0
575752167,1,1,1,0,0
575852097,1,1,1,0,0
575952069,1,1,1,0,0
576052093,1,1,1,0,0
576151746,1,1,1,0,0
576252220,1,1,1,0,0
576354152,1,1,1,0,0
576451912,1,1,1,0,0
576554328,1,1,1,0,0
576652237,1,1,1,0,0
576751857,1,1,1,0,0
576828422,1,1,1,0,0
576952254,1,1,1,0,0
577051646,1,1,1,0,0
577152361,1,1,1,0,0
577252101,1,1,1,0,0
577352595,1,1,1,0,0
577451583,1,1,1,0,0
577552121,1,1,1,0,0
577652496,1,1,1,0,0
577755384,1,1,1,0,0
577852756,1,1,1,0,0
577951651,1,1,1,0,0
578028483,1,1,1,0,0
578153056,1,1,1,0,0
578252134,1,1,1,0,0
578353085,1,1,1,0,0
578452675,1,1,1,0,0
578552230,1,1,1,0,0
578651934,1,1,1,0,0
578751963,1,1,1,0,0
578827298,1,1,1,0,0
578952276,1,1,1,0,0
579051820,1,1,1,0,0
579151996,1,1,1,0,0
579251634,1,1,1,0,0
579352482,1,1,1,0,0
579451926,1,1,1,0,0
579551548,1,1,1,0,0
