timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy
564057049,1200.0,0.40355313,1202.3607,0.0,15177,11,133.92632,1179,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
564817816,1200.0,0.73750585,1202.3607,0.0,15194,11,133.92632,1180,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
565056096,1200.0,0.73750585,939.1179,0.0,15206,11,41.650425,1181,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
565988894,1200.0,0.73750585,1416.4968,0.0,15236,11,59.7258,1184,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
567002833,1200.0,0.73750585,1063.5842,0.0,15264,11,41.78722,1186,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
568077762,1200.0,0.73750585,1263.0123,0.0,15295,11,41.834793,1188,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
568993383,1200.0,0.73750585,869.6871,0.0,15314,11,41.74498,1190,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
570003967,1200.0,0.73750585,1076.0853,0.0,15341,11,41.964333,1192,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
571068172,1200.0,0.73750585,1195.6088,0.0,15373,11,41.91617,1194,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
571988000,1200.0,0.73750585,1222.4913,0.0,15400,11,67.91619,1197,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
573009909,1200.0,0.73750585,977.22766,0.0,15424,11,41.881184,1199,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
574077510,1200.0,0.73750585,1259.7115,0.0,15456,11,41.791378,1201,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
574988824,1200.0,0.73750585,1088.6824,0.0,15481,11,41.834087,1203,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
576018908,1200.0,0.73750585,1215.6779,0.0,15510,11,41.988873,1205,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
577078758,1200.0,0.73750585,930.8956,0.0,15535,11,41.637505,1207,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
577995490,1200.0,0.73750585,1154.6404,0.0,15561,11,41.698105,1209,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
579021840,1200.0,0.73750585,1199.8053,0.0,15590,11,41.715088,1211,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
579770059,1200.0,0.73750585,1199.8053,0.0,15607,11,41.715088,1212,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
580998321,1200.0,0.73750585,1089.0962,0.0,15638,11,41.545906,1215,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
582028227,1200.0,0.73750585,1328.0581,0.0,15670,11,61.447468,1218,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
583082304,1200.0,0.73750585,1088.7268,0.0,15698,11,26.89444,1220,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
584014762,1200.0,0.73750585,1088.7268,0.0,15718,11,26.89444,1222,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
585031924,1200.0,0.73750585,959.08466,0.0,15748,11,41.785847,1224,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
585950199,1200.0,0.73750585,959.08466,0.0,15773,11,41.785847,1226,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
587012765,1200.0,0.73750585,1131.9792,0.0,15804,11,41.667946,1228,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
588032795,1200.0,0.73750585,1172.6392,0.0,15827,11,41.87997,1230,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
588792321,1200.0,0.73750585,926.59827,0.0,15849,11,41.89142,1231,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
590010372,1200.0,0.73750585,1169.1661,0.0,15884,11,20.82484,1234,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
590959147,1200.0,0.73750585,1246.8282,0.0,15910,11,62.53995,1236,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
591961820,1200.0,0.73750585,1131.6483,0.0,15934,11,41.912903,1239,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
593006515,1200.0,0.73750585,958.42303,0.0,15965,11,67.95909,1241,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
594041897,1200.0,0.73750585,1267.46,0.0,15992,11,41.916,1243,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
594961849,1200.0,0.73750585,1160.0767,0.0,16023,11,41.75083,1245,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
596013551,1200.0,0.73750585,1190.8656,0.0,16045,11,41.749878,1247,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
597040421,1200.0,0.73750585,870.2813,0.0,16074,11,41.773502,1249,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
597996834,1200.0,0.73750585,1144.1875,0.0,16103,11,41.67899,1252,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
599043919,1200.0,0.73750585,1243.8873,0.0,16131,11,134.01819,1254,0,0,0,0,0.0,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
