timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,mode_switch,man_switch,acro_switch,stab_switch,posctl_switch
85206586,85186111,1,1,3,0,0,3,3,0,0,0,0,0,0,0
86219538,86196292,1,1,3,0,0,3,3,0,0,0,0,0,0,0
87220676,87200247,1,1,3,0,0,3,3,0,0,0,0,0,0,0
88221293,88200304,1,1,3,0,0,3,3,0,0,0,0,0,0,0
89222215,89199714,1,1,3,0,0,3,3,0,0,0,0,0,0,0
90241948,90218955,1,1,3,0,0,3,3,0,0,0,0,0,0,0
91250268,91229795,1,1,3,0,0,3,3,0,0,0,0,0,0,0
92267637,92247221,1,1,3,0,0,3,3,0,0,0,0,0,0,0
93281460,93261023,1,1,3,0,0,3,3,0,0,0,0,0,0,0
94300971,94278960,1,1,3,0,0,3,3,0,0,0,0,0,0,0
95310822,95287728,1,1,3,0,0,3,3,0,0,0,0,0,0,0
96326699,96306327,1,1,3,0,0,3,3,0,0,0,0,0,0,0
97336929,97316666,1,1,3,0,0,3,3,0,0,0,0,0,0,0
98341640,98319612,1,1,3,0,0,3,3,0,0,0,0,0,0,0
99357200,99333362,1,1,3,0,0,3,3,0,0,0,0,0,0,0
100357901,100337696,1,1,3,0,0,3,3,0,0,0,0,0,0,0
101375874,101352485,1,1,3,0,0,3,3,0,0,0,0,0,0,0
102386315,102363892,1,1,3,0,0,3,3,0,0,0,0,0,0,0
103388178,103365908,1,1,3,0,0,3,3,0,0,0,0,0,0,0
104408524,104384165,1,1,3,0,0,3,3,0,0,0,0,0,0,0
105414699,105394295,1,1,3,0,0,3,3,0,0,0,0,0,0,0
106428626,106406312,1,1,3,0,0,3,3,0,0,0,0,0,0,0
107428816,107406471,1,1,3,0,0,3,3,0,0,0,0,0,0,0
108430199,108409909,1,1,3,0,0,3,3,0,0,0,0,0,0,0
109434677,109413172,1,1,3,0,0,3,3,0,0,0,0,0,0,0
110453775,110432820,1,1,3,0,0,3,3,0,0,0,0,0,0,0
111469738,111448062,1,1,3,0,0,3,3,0,0,0,0,0,0,0
112488347,112464144,1,1,3,0,0,3,3,0,0,0,0,0,0,0
113493841,113473345,1,1,3,0,0,3,3,0,0,0,0,0,0,0
114505031,114483500,1,1,3,0,0,3,3,0,0,0,0,0,0,0
115514707,115492423,1,1,3,0,0,3,3,0,0,0,0,0,0,0
116530348,116509321,1,1,3,0,0,3,3,0,0,0,0,0,0,0
117540474,117518061,1,1,3,0,0,3,3,0,0,0,0,0,0,0
118541936,118521470,1,1,3,0,0,3,3,0,0,0,0,0,0,0
119542080,119520047,1,1,3,0,0,3,3,0,0,0,0,0,0,0
120559259,120535519,1,1,3,0,0,3,3,0,0,0,0,0,0,0
121559463,121539129,1,1,3,0,0,3,3,0,0,0,0,0,0,0
122577596,122555875,1,1,3,0,0,3,3,0,0,0,0,0,0,0
123595534,123572394,1,1,3,0,0,3,3,0,0,0,0,0,0,0
124596954,124574304,1,1,3,0,0,3,3,0,0,0,0,0,0,0
125607071,125585978,1,1,3,0,0,3,3,0,0,0,0,0,0,0
126611737,126587969,1,1,3,0,0,3,3,0,0,0,0,0,0,0
127627277,127605955,1,1,3,0,0,3,3,0,0,0,0,0,0,0
128640641,128620383,1,1,3,0,0,3,3,0,0,0,0,0,0,0
129655246,129634747,1,1,3,0,0,3,3,0,0,0,0,0,0,0
130673922,130653598,1,1,3,0,0,3,3,0,0,0,0,0,0,0
131687993,131665217,1,1,3,0,0,3,3,0,0,0,0,0,0,0
132707601,132686588,1,1,3,0,0,3,3,0,0,0,0,0,0,0
133722831,133698981,1,1,3,0,0,3,3,0,0,0,0,0,0,0
134737488,134717152,1,1,3,0,0,3,3,0,0,0,0,0,0,0
135756291,135735971,1,1,3,0,0,3,3,0,0,0,0,0,0,0
136772226,136752040,1,1,3,0,0,3,3,0,0,0,0,0,0,0
137786226,137763489,1,1,3,0,0,3,3,0,0,0,0,0,0,0
138789374,138768590,1,1,3,0,0,3,3,0,0,0,0,0,0,0
139806553,139783830,1,1,3,0,0,3,3,0,0,0,0,0,0,0
140823556,140802242,1,1,3,0,0,3,3,0,0,0,0,0,0,0
141834174,141813670,1,1,3,0,0,3,3,0,0,0,0,0,0,0
142854524,142832463,1,1,3,0,0,3,3,0,0,0,0,0,0,0
143866223,143844583,1,1,3,0,0,3,3,0,0,0,0,0,0,0
144866445,144846440,1,1,3,0,0,3,3,0,0,0,0,0,0,0
145879374,145856486,1,1,3,0,0,3,3,0,0,0,0,0,0,0
146889514,146866435,1,1,3,0,0,3,3,0,0,0,0,0,0,0
147892471,147869738,1,1,3,0,0,3,3,0,0,0,0,0,0,0
148897376,148876625,1,1,3,0,0,3,3,0,0,0,0,0,0,0
149917341,149895085,1,1,3,0,0,3,3,0,0,0,0,0,0,0
150936758,150914073,1,1,3,0,0,3,3,0,0,0,0,0,0,0
151951356,151928706,1,1,3,0,0,3,3,0,0,0,0,0,0,0
152971076,152950186,1,1,3,0,0,3,3,0,0,0,0,0,0,0
153989048,153967552,1,1,3,0,0,3,3,0,0,0,0,0,0,0
155005236,154985055,1,1,3,0,0,3,3,0,0,0,0,0,0,0
156007099,155985157,1,1,3,0,0,3,3,0,0,0,0,0,0,0
157018877,156998116,1,1,3,0,0,3,3,0,0,0,0,0,0,0
158031534,158011248,1,1,3,0,0,3,3,0,0,0,0,0,0,0
159037400,159016906,1,1,3,0,0,3,3,0,0,0,0,0,0,0
160047362,160024204,1,1,3,0,0,3,3,0,0,0,0,0,0,0
161057790,161034025,1,1,3,0,0,3,3,0,0,0,0,0,0,0
162077952,162053996,1,1,3,0,0,3,3,0,0,0,0,0,0,0
163089855,163068438,1,1,3,0,0,3,3,0,0,0,0,0,0,0
164100032,164079350,1,1,3,0,0,3,3,0,0,0,0,0,0,0
165108751,165088240,1,1,3,0,0,3,3,0,0,0,0,0,0,0
166109796,166088882,1,1,3,0,0,3,3,0,0,0,0,0,0,0
167117789,167094894,1,1,3,0,0,3,3,0,0,0,0,0,0,0
168132248,168110307,1,1,3,0,0,3,3,0,0,0,0,0,0,0
169149200,169125226,1,1,3,0,0,3,3,0,0,0,0,0,0,0
170163664,170143430,1,1,3,0,0,3,3,0,0,0,0,0,0,0
171171232,171150745,1,1,3,0,0,3,3,0,0,0,0,0,0,0
172191334,172169496,1,1,3,0,0,3,3,0,0,0,0,0,0,0
173194197,173174172,1,1,3,0,0,3,3,0,0,0,0,0,0,0
174209037,174186172,1,1,3,0,0,3,3,0,0,0,0,0,0,0
