timestamp,safety_switch_available,safety_off,override_available,override_enabled
2181750356,1,1,0,0
2182761616,1,1,0,0
2183767088,1,1,0,0
2184777583,1,1,0,0
2185784361,1,1,0,0
2186793674,1,1,0,0
2187793960,1,1,0,0
2188809448,1,1,0,0
2189824975,1,1,0,0
2190840417,1,1,0,0
2191847177,1,1,0,0
2192853784,1,1,0,0
2193862251,1,1,0,0
2194872418,1,1,0,0
2195872663,1,1,0,0
2196883254,1,1,0,0
2197897714,1,1,0,0
2198899088,1,1,0,0
2199902387,1,1,0,0
2200912736,1,1,0,0
2201914992,1,1,0,0
2202932138,1,1,0,0
2203941388,1,1,0,0
2204946820,1,1,0,0
2205959805,1,1,0,0
2206962852,1,1,0,0
2207973031,1,1,0,0
2208993698,1,1,0,0
2210006731,1,1,0,0
2211017368,1,1,0,0
2212029965,1,1,0,0
2213047369,1,1,0,0
2214057913,1,1,0,0
2215071692,1,1,0,0
2216078722,1,1,0,0
2217084718,1,1,0,0
2218094049,1,1,0,0
2219103176,1,1,0,0
2220119924,1,1,0,0
2221135348,1,1,0,0
2222147045,1,1,0,0
2223161235,1,1,0,0
2224174978,1,1,0,0
2225175242,1,1,0,0
2226177568,1,1,0,0
2227193489,1,1,0,0
2228212853,1,1,0,0
2229227310,1,1,0,0
2230240560,1,1,0,0
2231240997,1,1,0,0
2232258499,1,1,0,0
2233270111,1,1,0,0
2234286118,1,1,0,0
2235299344,1,1,0,0
2236303208,1,1,0,0
2237316616,1,1,0,0
2238321565,1,1,0,0
2239334535,1,1,0,0
2240347598,1,1,0,0
2241362910,1,1,0,0
2242382367,1,1,0,0
2243388176,1,1,0,0
2244401743,1,1,0,0
2245404646,1,1,0,0
2246415018,1,1,0,0
2247417990,1,1,0,0
2248435633,1,1,0,0
2249441363,1,1,0,0
2250458046,1,1,0,0
2251474792,1,1,0,0
2252487364,1,1,0,0
2253500571,1,1,0,0
2254515964,1,1,0,0
2255536399,1,1,0,0
2256540578,1,1,0,0
2257554775,1,1,0,0
2258562670,1,1,0,0
2259570589,1,1,0,0
2260590531,1,1,0,0
2261591460,1,1,0,0
2262606569,1,1,0,0
2263613539,1,1,0,0
2264620198,1,1,0,0
2265639383,1,1,0,0
2266653430,1,1,0,0
2267673386,1,1,0,0
2268673845,1,1,0,0
2269684801,1,1,0,0
2270696529,1,1,0,0
2271701922,1,1,0,0
2272721041,1,1,0,0
2273737229,1,1,0,0
2274737408,1,1,0,0
2275739802,1,1,0,0
2276755212,1,1,0,0
2277765641,1,1,0,0
2278773902,1,1,0,0
2279789025,1,1,0,0
2280799433,1,1,0,0
2281802349,1,1,0,0
2282819310,1,1,0,0
2283828133,1,1,0,0
2284836051,1,1,0,0
2285850996,1,1,0,0
2286857253,1,1,0,0
2287861356,1,1,0,0
2288871854,1,1,0,0
2289874411,1,1,0,0
2290882547,1,1,0,0
2291893983,1,1,0,0
2292898404,1,1,0,0
2293900224,1,1,0,0
2294905212,1,1,0,0
2295906881,1,1,0,0
2296907601,1,1,0,0
2297908915,1,1,0,0
2298921887,1,1,0,0
2299932345,1,1,0,0
2300942749,1,1,0,0
2301957819,1,1,0,0
2302971040,1,1,0,0
2303973942,1,1,0,0
2304984339,1,1,0,0
2305996699,1,1,0,0
2307010144,1,1,0,0
2308019608,1,1,0,0
2309030018,1,1,0,0
2310037829,1,1,0,0
2311050926,1,1,0,0
2312054708,1,1,0,0
2313067672,1,1,0,0
2314078129,1,1,0,0
2315090998,1,1,0,0
2316100328,1,1,0,0
2317101813,1,1,0,0
2318107570,1,1,0,0
2319123167,1,1,0,0
2320142318,1,1,0,0
2321157274,1,1,0,0
2322163850,1,1,0,0
2323176759,1,1,0,0
2324182237,1,1,0,0
2325192614,1,1,0,0
2326200485,1,1,0,0
2327215208,1,1,0,0
2328221310,1,1,0,0
2329231722,1,1,0,0
2330234390,1,1,0,0
2331235330,1,1,0,0
2332249493,1,1,0,0
2333263463,1,1,0,0
2334281295,1,1,0,0
2335286299,1,1,0,0
2336296637,1,1,0,0
2337311619,1,1,0,0
2338329719,1,1,0,0
2339338346,1,1,0,0
2340348780,1,1,0,0
2341368277,1,1,0,0
2342378651,1,1,0,0
2343394999,1,1,0,0
2344405878,1,1,0,0
2345420822,1,1,0,0
2346433730,1,1,0,0
2347441701,1,1,0,0
2348454551,1,1,0,0
2349459972,1,1,0,0
2350479185,1,1,0,0
2351490786,1,1,0,0
2352501205,1,1,0,0
2353504114,1,1,0,0
2354523533,1,1,0,0
2355536275,1,1,0,0
2356549365,1,1,0,0
2357562057,1,1,0,0
2358563669,1,1,0,0
2359577912,1,1,0,0
2360584499,1,1,0,0
2361598729,1,1,0,0
2362602402,1,1,0,0
2363612861,1,1,0,0
2364616258,1,1,0,0
2365623206,1,1,0,0
2366625783,1,1,0,0
2367629861,1,1,0,0
2368641996,1,1,0,0
2369660736,1,1,0,0
2370667428,1,1,0,0
2371681568,1,1,0,0
2372688278,1,1,0,0
2373707697,1,1,0,0
2374719116,1,1,0,0
2375728444,1,1,0,0
2376746084,1,1,0,0
2377750352,1,1,0,0
2378759657,1,1,0,0
2379767400,1,1,0,0
2380785268,1,1,0,0
2381790749,1,1,0,0
2382797457,1,1,0,0
2383811083,1,1,0,0
2384817091,1,1,0,0
2385821373,1,1,0,0
2386840222,1,1,0,0
2387858339,1,1,0,0
2388863946,1,1,0,0
2389864824,1,1,0,0
2390869373,1,1,0,0
2391877402,1,1,0,0
2392894806,1,1,0,0
2393909680,1,1,0,0
2394923600,1,1,0,0
2395935912,1,1,0,0
2396951873,1,1,0,0
2397959847,1,1,0,0
2398975231,1,1,0,0
2399989491,1,1,0,0
2400993121,1,1,0,0
2402000306,1,1,0,0
2403014448,1,1,0,0
2404021098,1,1,0,0
2405042859,1,1,0,0
2406050715,1,1,0,0
2407068751,1,1,0,0
2408082780,1,1,0,0
2409088271,1,1,0,0
2410091376,1,1,0,0
2411099121,1,1,0,0
2412102751,1,1,0,0
2413108055,1,1,0,0
2414123357,1,1,0,0
2415125724,1,1,0,0
2416145004,1,1,0,0
2417149344,1,1,0,0
2418165460,1,1,0,0
2419172424,1,1,0,0
2420189096,1,1,0,0
2421197046,1,1,0,0
2422202767,1,1,0,0
2423222028,1,1,0,0
2424229581,1,1,0,0
2425244968,1,1,0,0
2426249142,1,1,0,0
2427259602,1,1,0,0
