timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
93284289,93284261,0.4623823,0.0012912144,-0.36020106,5.535103,0.0026044843,4.853369,0
93294116,93294086,0.4649463,0.0011552419,-0.5121239,5.4246187,0.005372029,4.833211,0
93384073,93384045,0.47201243,0.0005913451,-0.73099864,4.9353156,0.012030278,4.652456,0
93484317,93484289,0.47885528,0.00038632532,0.36531085,4.63578,0.0031985992,4.4513392,0
93584266,93584239,0.47748077,0.00028318752,-0.033913583,4.3854003,2.9140407e-05,4.244239,0
93684231,93684203,0.47514933,0.00022083329,0.32437745,4.1706295,0.00280322,4.057144,0
93784204,93784175,0.47523823,0.00017914695,0.54701906,3.967169,0.008380728,3.8734787,0
93884275,93884248,0.47186786,0.00014945974,0.5753952,3.7803218,0.009731084,3.6993957,0
93984471,93984442,0.47003147,0.00012724899,0.3437462,3.599077,0.0036478932,3.5269082,0
94084240,94084211,0.47060877,0.000110056986,-0.75197005,3.430473,0.0183149,3.369406,0
94184185,94184158,0.47221658,9.631127e-05,-0.6894371,3.2802594,0.016100472,3.2249696,0
94284315,94284288,0.4752701,8.503122e-05,-0.21469738,3.1399388,0.0016311344,3.0871081,0
94384394,94384367,0.47575134,7.56724e-05,0.44422674,2.9986281,0.0073121362,2.9513843,0
94484371,94484344,0.47440916,6.793811e-05,-0.032812193,2.8736718,4.1628504e-05,2.8298051,0
94584440,94584408,0.47346798,6.145514e-05,-0.009406943,2.7378907,3.59119e-06,2.6977797,0
94684214,94684185,0.47235858,5.5934066e-05,0.5774648,2.6088514,0.014202316,2.5738852,0
94784330,94784303,0.4714281,5.1148305e-05,0.37007055,2.4891024,0.0061134137,2.4560559,0
94884362,94884333,0.47054484,4.6962592e-05,0.81600493,2.3787096,0.031102953,2.350099,0
94984575,94984547,0.47022316,4.3258624e-05,-0.011735722,2.2705104,6.7399033e-06,2.2406633,0
95084333,95084306,0.4707333,3.995962e-05,-0.5791315,2.1803024,0.017092088,2.1546874,0
95184456,95184429,0.47124305,3.6989313e-05,0.03584645,2.0865545,6.842583e-05,2.060217,0
95284547,95284518,0.47122493,3.429689e-05,0.46922043,1.9906894,0.012288753,1.9670501,0
95384362,95384334,0.47126186,3.1858086e-05,-0.5448173,1.9006577,0.017352235,1.8791012,1
