timestamp,main_state_changes,main_state
438232386,5,11
438733738,5,11
439238999,5,11
439744998,5,11
440249940,5,11
440752176,5,11
441252789,5,11
441753724,5,11
442258700,5,11
442763091,5,11
443270996,5,11
443776766,5,11
444286953,5,11
444796738,5,11
445297019,5,11
445799068,5,11
446305733,5,11
446605733,5,11
447107874,5,11
447618840,5,11
448121007,5,11
448621735,5,11
449097490,5,11
449119188,6,7
449621765,6,7
450125360,6,7
450633051,6,7
451135843,6,7
451645838,6,7
452155635,6,7
452658867,6,7
453160889,6,7
453663969,6,7
454164709,6,7
454664899,6,7
455173701,6,7
455674738,6,7
456183701,6,7
456687705,6,7
457187832,6,7
457688502,6,7
458189123,6,7
458693191,6,7
459203866,6,7
459709743,6,7
460211084,6,7
460711495,6,7
461215708,6,7
461725890,6,7
462235761,6,7
462745970,6,7
463246866,6,7
463747710,6,7
464250202,6,7
464751751,6,7
465260889,6,7
465761735,6,7
466264706,6,7
466767926,6,7
467277709,6,7
467788701,6,7
468297585,6,7
468801706,6,7
469311999,6,7
469821501,6,7
470331349,6,7
470832892,6,7
471334907,6,7
471668880,7,11
472174097,7,11
472654952,7,11
473155794,7,11
473660410,7,11
474160865,7,11
474669768,7,11
475180811,7,11
475690931,7,11
476195768,7,11
476696080,7,11
477197701,7,11
477703797,7,11
478205859,7,11
478708705,7,11
479217564,7,11
479721152,7,11
480221961,7,11
480726738,7,11
481227745,7,11
481730020,7,11
482237783,7,11
