timestamp,speed_xy,speed_up,speed_down,want_takeoff
171428289,5.0,3.0,1.0,0
171448437,5.0,3.0,1.0,0
172428679,5.0,3.0,1.0,0
173429125,5.0,3.0,1.0,0
174429428,5.0,3.0,1.0,0
175429764,5.0,3.0,1.0,0
176430175,nan,nan,nan,0
177430691,5.0,3.0,1.0,0
178431016,5.0,3.0,1.0,0
179431451,5.0,3.0,1.0,0
180431782,5.0,3.0,1.0,0
181432093,5.0,3.0,1.0,0
182432574,5.0,3.0,1.0,0
