timestamp,main_state_changes,main_state
111237747,1,8
111743836,1,8
112243856,1,8
112745803,1,8
113247738,1,8
113748765,1,8
114251881,1,8
114761923,1,8
115263917,1,8
115771407,1,8
116271859,1,8
116772783,1,8
117275800,1,8
117782928,1,8
118288740,1,8
118789710,1,8
119292773,1,8
119803113,1,8
120305712,1,8
120810831,1,8
121319768,1,8
121830905,1,8
122339833,1,8
122842709,1,8
123346825,1,8
123849900,1,8
124354708,1,8
124856458,1,8
125357719,1,8
125866707,1,8
126376750,1,8
126884738,1,8
127386835,1,8
127889794,1,8
128392712,1,8
128895168,1,8
129404744,1,8
129905335,1,8
130407956,1,8
130915927,1,8
131418708,1,8
131924758,1,8
132428746,1,8
132931715,1,8
133435772,1,8
133935979,1,8
134444568,1,8
134945450,1,8
135446706,1,8
135950737,1,8
136460707,1,8
136962962,1,8
137465773,1,8
137968709,1,8
138468830,1,8
138969743,1,8
139288015,1,8
139298895,1,8
139803584,1,8
140312779,1,8
140813847,1,8
141316904,1,8
141793879,2,7
142303573,2,7
142812000,2,7
143313927,2,7
143823856,2,7
144324714,2,7
144835054,2,7
145344742,2,7
145846766,2,7
146348871,2,7
146849134,2,7
147349843,2,7
147855743,2,7
148356880,2,7
148860251,2,7
149361776,2,7
149862754,2,7
150366772,2,7
150871763,2,7
151375707,2,7
151875730,2,7
152375791,2,7
152885887,2,7
153387948,2,7
153893852,2,7
154402926,2,7
154913196,2,7
155420739,2,7
155922414,2,7
156424710,2,7
156925992,2,7
157436713,2,7
157937957,2,7
158444078,2,7
158946975,2,7
159447794,2,7
159951318,2,7
160454447,2,7
160957710,2,7
161461748,2,7
161968835,2,7
162477776,2,7
162987789,2,7
163488707,2,7
163993167,2,7
164496745,2,7
165004061,2,7
165513854,2,7
166013827,2,7
166518782,2,7
167021979,2,7
167530412,2,7
168039777,2,7
168542894,2,7
169045042,2,7
169546768,2,7
170055952,2,7
170565708,2,7
171065755,2,7
171123293,3,11
171626745,3,11
172096953,3,11
172602765,3,11
173106840,3,11
173610199,3,11
174112770,3,11
174618707,3,11
175128748,3,11
175640903,3,11
176152127,3,11
176177524,3,11
176681748,3,11
177185541,3,11
177685786,3,11
178195707,3,11
178698350,3,11
179199087,3,11
179709768,3,11
180220005,3,11
180729743,3,11
181236133,3,11
181743487,3,11
181999878,3,11
182508829,3,11
