timestamp,timestamp_sample,device_id,error_count,pressure,temperature
85731651,85731643,3997730,0,996.02997,38.64
85751735,85751726,3997730,0,996.05,38.64
86736300,86736292,3997730,0,996.02997,38.68
87740428,87740420,3997730,0,996.05,38.71
88734649,88734640,3997730,0,995.98,38.75
89738857,89738849,3997730,0,995.94,38.78
90743371,90743362,3997730,0,995.94,38.82
91737412,91737404,3997730,0,995.93,38.85
92741571,92741562,3997730,0,995.92,38.879997
93725885,93725877,3997730,0,995.94,38.91
94730190,94730182,3997730,0,995.89996,38.94
95734454,95734445,3997730,0,995.92,38.98
96738421,96738412,3997730,0,995.91,39.01
97742724,97742716,3997730,0,995.94,39.04
98737137,98737128,3997730,0,995.89996,39.059998
99741354,99741346,3997730,0,995.88995,39.09
100735701,100735693,3997730,0,995.94995,39.12
101740167,101740158,3997730,0,995.98,39.149998
102724453,102724445,3997730,0,995.97,39.18
103728779,103728770,3997730,0,995.97,39.2
104733051,104733041,3997730,0,995.92,39.23
105737326,105737317,3997730,0,995.86,39.25
106741902,106741788,3997730,0,995.85,39.28
107736253,107736214,3997730,0,995.93,39.3
108740537,108740529,3997730,0,995.89996,39.329998
109734930,109734921,3997730,0,995.88,39.35
110739029,110739020,3997730,0,995.94,39.379997
111743325,111743316,3997730,0,995.91,39.399998
112727585,112727577,3997730,0,995.92,39.42
113731944,113731935,3997730,0,995.88,39.44
114736327,114736319,3997730,0,995.94,39.46
115740775,115740766,3997730,0,995.93,39.48
116735161,116735124,3997730,0,995.94,39.5
117739393,117739351,3997730,0,995.85,39.52
118743555,118743546,3997730,0,995.89996,39.54
119738066,119738058,3997730,0,995.88995,39.55
120742338,120742329,3997730,0,996.00995,39.579998
121726564,121726555,3997730,0,995.93,39.59
122731082,122731068,3997730,0,995.88,39.61
123735196,123735188,3997730,0,995.95996,39.629997
124739559,124739550,3997730,0,995.88,39.64
125744006,125743997,3997730,0,995.92,39.66
126738277,126738269,3997730,0,995.86,39.67
127742504,127742496,3997730,0,995.92,39.69
128736934,128736926,3997730,0,995.88,39.71
129741220,129741211,3997730,0,995.93,39.73
130725497,130725489,3997730,0,995.94995,39.739998
131729894,131729858,3997730,0,995.88,39.75
132734107,132734098,3997730,0,995.88,39.77
133738266,133738257,3997730,0,995.93,39.78
134742345,134742335,3997730,0,995.97,39.8
135736577,135736569,3997730,0,995.97,39.82
136741008,136740999,3997730,0,995.92,39.829998
137735189,137735181,3997730,0,995.88995,39.85
138739414,138739405,3997730,0,995.91,39.86
139723774,139723766,3997730,0,995.89996,39.87
140727950,140727941,3997730,0,995.94995,39.879997
141732309,141732299,3997730,0,995.93,39.89
142736618,142736610,3997730,0,995.93,39.91
143740973,143740965,3997730,0,995.89996,39.92
144735265,144735256,3997730,0,995.89996,39.93
145739609,145739597,3997730,0,995.92,39.94
146744112,146744103,3997730,0,995.87,39.95
147738349,147738341,3997730,0,995.95996,39.96
148742600,148742592,3997730,0,995.99,39.969997
149726884,149726876,3997730,0,995.92,39.98
150731144,150731135,3997730,0,995.95996,39.989998
151735473,151735464,3997730,0,995.88995,40.0
152739582,152739574,3997730,0,995.95996,40.0
153744151,153744143,3997730,0,995.88,40.01
154738399,154738390,3997730,0,995.94995,40.02
155742861,155742852,3997730,0,995.86,40.03
156736902,156736893,3997730,0,995.95996,40.04
157741113,157741105,3997730,0,995.97,40.05
158725275,158725266,3997730,0,995.97,40.05
159729589,159729581,3997730,0,995.91,40.05
160733982,160733973,3997730,0,995.91,40.05
161738283,161738274,3997730,0,995.88995,40.059998
162742346,162742338,3997730,0,995.98,40.07
163736589,163736581,3997730,0,995.95996,40.079998
164740990,164740980,3997730,0,995.95996,40.079998
165735255,165735247,3997730,0,995.94995,40.079998
166739537,166739529,3997730,0,995.88,40.09
167743880,167743872,3997730,0,995.93,40.09
168728037,168728023,3997730,0,995.91,40.1
169732326,169732317,3997730,0,995.99,40.1
170736578,170736570,3997730,0,995.98,40.1
171741012,171741003,3997730,0,996.01996,40.11
172735172,172735164,3997730,0,996.06,40.11
173739456,173739447,3997730,0,996.04,40.12
