timestamp,position,velocity,acceleration,attitude,body_rate
139599769,1,1,1,0,0
139624160,1,1,1,0,0
139698232,1,1,1,0,0
139798300,1,1,1,0,0
139902993,1,1,1,0,0
139998937,1,1,1,0,0
140098955,1,1,1,0,0
140198018,1,1,1,0,0
140297381,1,1,1,0,0
140402213,1,1,1,0,0
140498360,1,1,1,0,0
140598974,1,1,1,0,0
140699524,1,1,1,0,0
140797904,1,1,1,0,0
140898666,1,1,1,0,0
141002723,1,1,1,0,0
141099175,1,1,1,0,0
141198555,1,1,1,0,0
141298691,1,1,1,0,0
141401572,1,1,1,0,0
141498552,1,1,1,0,0
141600791,1,1,1,0,0
141697553,1,1,1,0,0
141799040,1,1,1,0,0
141899057,1,1,1,0,0
141997455,1,1,1,0,0
142103184,1,1,1,0,0
142197241,1,1,1,0,0
142299349,1,1,1,0,0
142400478,1,1,1,0,0
142498214,1,1,1,0,0
142599117,1,1,1,0,0
142698080,1,1,1,0,0
142799497,1,1,1,0,0
142900003,1,1,1,0,0
143001977,1,1,1,0,0
143102430,1,1,1,0,0
143199512,1,1,1,0,0
143322051,1,1,1,0,0
143403384,1,1,1,0,0
143498267,1,1,1,0,0
143599638,1,1,1,0,0
143697853,1,1,1,0,0
143822263,1,1,1,0,0
143900300,1,1,1,0,0
144000504,1,1,1,0,0
144099245,1,1,1,0,0
144198028,1,1,1,0,0
144298483,1,1,1,0,0
144399844,1,1,1,0,0
144500222,1,1,1,0,0
144604107,1,1,1,0,0
144698274,1,1,1,0,0
144800639,1,1,1,0,0
144900659,1,1,1,0,0
144998397,1,1,1,0,0
145104638,1,1,1,0,0
145199030,1,1,1,0,0
145298225,1,1,1,0,0
145399312,1,1,1,0,0
145499194,1,1,1,0,0
145600536,1,1,1,0,0
145698652,1,1,1,0,0
145799281,1,1,1,0,0
145904071,1,1,1,0,0
145998717,1,1,1,0,0
146099477,1,1,1,0,0
146197272,1,1,1,0,0
146299512,1,1,1,0,0
146401809,1,1,1,0,0
146498811,1,1,1,0,0
146599012,1,1,1,0,0
146699772,1,1,1,0,0
146797125,1,1,1,0,0
146902240,1,1,1,0,0
146999194,1,1,1,0,0
147104165,1,1,1,0,0
147201576,1,1,1,0,0
147302221,1,1,1,0,0
147399706,1,1,1,0,0
147502228,1,1,1,0,0
147599301,1,1,1,0,0
147697891,1,1,1,0,0
147797571,1,1,1,0,0
147897818,1,1,1,0,0
148001334,1,1,1,0,0
148099231,1,1,1,0,0
148197551,1,1,1,0,0
148299992,1,1,1,0,0
148398230,1,1,1,0,0
148498522,1,1,1,0,0
148599754,1,1,1,0,0
148700212,1,1,1,0,0
148799655,1,1,1,0,0
148898292,1,1,1,0,0
149000656,1,1,1,0,0
149098431,1,1,1,0,0
149198254,1,1,1,0,0
149299947,1,1,1,0,0
149398409,1,1,1,0,0
149500477,1,1,1,0,0
149598915,1,1,1,0,0
149697751,1,1,1,0,0
149798334,1,1,1,0,0
149898573,1,1,1,0,0
150000894,1,1,1,0,0
150100355,1,1,1,0,0
150197248,1,1,1,0,0
150300346,1,1,1,0,0
150402774,1,1,1,0,0
150497380,1,1,1,0,0
150598980,1,1,1,0,0
150701510,1,1,1,0,0
150801028,1,1,1,0,0
150898036,1,1,1,0,0
150998709,1,1,1,0,0
151098979,1,1,1,0,0
151197729,1,1,1,0,0
151300912,1,1,1,0,0
151398085,1,1,1,0,0
151522821,1,1,1,0,0
151597793,1,1,1,0,0
151699294,1,1,1,0,0
151799224,1,1,1,0,0
151903165,1,1,1,0,0
151999734,1,1,1,0,0
152098696,1,1,1,0,0
152198415,1,1,1,0,0
152224432,1,1,1,0,0
152398514,1,1,1,0,0
152498541,1,1,1,0,0
152597900,1,1,1,0,0
152698400,1,1,1,0,0
152804610,1,1,1,0,0
152901760,1,1,1,0,0
153002512,1,1,1,0,0
153098837,1,1,1,0,0
153198975,1,1,1,0,0
153298510,1,1,1,0,0
153397651,1,1,1,0,0
153497627,1,1,1,0,0
153600279,1,1,1,0,0
153700012,1,1,1,0,0
153799706,1,1,1,0,0
153898315,1,1,1,0,0
153998695,1,1,1,0,0
154099252,1,1,1,0,0
154197522,1,1,1,0,0
154299070,1,1,1,0,0
154398851,1,1,1,0,0
154498973,1,1,1,0,0
154599507,1,1,1,0,0
154698134,1,1,1,0,0
154797256,1,1,1,0,0
154899364,1,1,1,0,0
155000986,1,1,1,0,0
155100390,1,1,1,0,0
155197751,1,1,1,0,0
155299122,1,1,1,0,0
155399052,1,1,1,0,0
155499501,1,1,1,0,0
155599099,1,1,1,0,0
155699182,1,1,1,0,0
155799072,1,1,1,0,0
155899915,1,1,1,0,0
155998108,1,1,1,0,0
156097247,1,1,1,0,0
156198975,1,1,1,0,0
156303277,1,1,1,0,0
156397503,1,1,1,0,0
156498711,1,1,1,0,0
156597361,1,1,1,0,0
156811089,1,1,1,0,0
156813074,1,1,1,0,0
156899266,1,1,1,0,0
156998660,1,1,1,0,0
157099896,1,1,1,0,0
157199144,1,1,1,0,0
157299735,1,1,1,0,0
157398918,1,1,1,0,0
157499567,1,1,1,0,0
157598924,1,1,1,0,0
157699169,1,1,1,0,0
157799525,1,1,1,0,0
157898064,1,1,1,0,0
158000323,1,1,1,0,0
158099231,1,1,1,0,0
158202306,1,1,1,0,0
158298870,1,1,1,0,0
158398243,1,1,1,0,0
158498001,1,1,1,0,0
158598986,1,1,1,0,0
158699990,1,1,1,0,0
