timestamp,load,ram_usage
563950420,0.63071364,0.7897257
564450370,0.75039554,0.784669
564951015,0.68936944,0.784669
565450382,0.673849,0.784669
565949059,0.68525577,0.784669
566449048,0.6696733,0.784669
566949050,0.66189337,0.784669
567449050,0.6629087,0.784669
567949455,0.6620031,0.784669
568451693,0.6619185,0.784669
568949068,0.66098285,0.784669
569449211,0.6722517,0.784669
569949061,0.66487944,0.784669
570449049,0.66855276,0.784669
570949051,0.6602113,0.784669
571449299,0.6705061,0.784669
571949050,0.6580204,0.784669
572449049,0.6604433,0.784669
572949059,0.65558887,0.784669
573449150,0.66283596,0.784669
573949081,0.65878,0.784669
574449120,0.6493631,0.784669
574949103,0.6565883,0.784669
575449049,0.660236,0.784669
575949086,0.6640382,0.784669
576449051,0.65995085,0.784669
576949075,0.6592091,0.784669
577449049,0.6578515,0.784669
577949101,0.6603976,0.784669
578449758,0.6608425,0.784669
578949069,0.66242945,0.784669
579449054,0.6584984,0.784669
579949096,0.65658283,0.784669
580449339,0.6559393,0.784669
580949695,0.6631378,0.784669
581449061,0.6646608,0.784669
581949106,0.6624272,0.784669
582449049,0.6600193,0.784669
582949103,0.6607277,0.784669
583449078,0.65965295,0.784669
583949368,0.6616719,0.784669
584449102,0.6606262,0.784669
584949535,0.6591165,0.784669
585449115,0.6588882,0.784669
585949055,0.65799963,0.784669
586449047,0.65711784,0.784669
586949049,0.66047597,0.784669
587449101,0.661784,0.784669
587949882,0.6582681,0.784669
588449727,0.6607152,0.784669
588949188,0.65811825,0.784669
589449101,0.6556152,0.784669
589949050,0.66169643,0.784669
590449053,0.6609106,0.784669
590949088,0.657766,0.784669
591449230,0.65877676,0.784669
591949191,0.65817034,0.784669
592449184,0.65506387,0.784669
592949061,0.6586898,0.784669
593449052,0.65916383,0.784669
593949333,0.66178703,0.784669
594450035,0.68408555,0.784669
594949767,0.6570008,0.784669
595449846,0.65850747,0.784669
595949733,0.6578939,0.784669
596450249,0.6616799,0.784669
596949081,0.66123396,0.784669
597449048,0.66097665,0.784669
597949051,0.66318333,0.784669
598449093,0.68877316,0.7898262
598949094,0.6850011,0.7898262
