timestamp,load,ram_usage
110962350,0.6356847,0.65771407
111462354,0.72443604,0.7929406
111962383,0.7121703,0.7929406
112462354,0.68924356,0.7929406
112962747,0.66865194,0.7929406
113462355,0.68281364,0.7929406
113962350,0.6717987,0.7929406
114462355,0.67445534,0.7929406
114962352,0.670398,0.7929406
115462358,0.6804445,0.79809785
115963235,0.67348075,0.79809785
116462486,0.6814836,0.79809785
116962380,0.68699133,0.79809785
117462366,0.67367244,0.79809785
117962386,0.6681254,0.79809785
118462561,0.67477584,0.79809785
118964305,0.6708691,0.79809785
119463389,0.6762776,0.79809785
119962352,0.6796911,0.79809785
120462354,0.6792659,0.79809785
120962350,0.67252207,0.79809785
121462352,0.675194,0.79809785
121962350,0.672752,0.79809785
122462452,0.67668533,0.79809785
122962480,0.6755424,0.79809785
123462380,0.6720433,0.79809785
123962354,0.6782533,0.79809785
124462387,0.67964536,0.79809785
124962379,0.67563665,0.79809785
125462405,0.6813798,0.79809785
125962812,0.67038655,0.79809785
126462353,0.67583036,0.79809785
126962355,0.671134,0.79809785
127462349,0.677288,0.79809785
127962584,0.68157387,0.79809785
128462428,0.6715315,0.79809785
128962412,0.6746949,0.79809785
129463309,0.67345387,0.79809785
129962386,0.6739633,0.79809785
130462393,0.6727152,0.79809785
130962728,0.66690516,0.79809785
131462791,0.68303466,0.79809785
131962972,0.6792613,0.79809785
132464022,0.6725756,0.79809785
132962369,0.6746176,0.79809785
133462351,0.6723469,0.79809785
133962355,0.67212063,0.79809785
134462350,0.67979944,0.79809785
134962355,0.67210734,0.79809785
135462395,0.67436874,0.79809785
135962784,0.66736335,0.79809785
136462462,0.67522997,0.79809785
136962352,0.6654327,0.79809785
137462350,0.67428666,0.79809785
137962415,0.67932385,0.79809785
138462719,0.6742785,0.79809785
138962886,0.67442167,0.79809785
139462386,0.67561936,0.78091824
139962350,0.6544233,0.78091824
140462352,0.6614287,0.78091824
140962351,0.65236473,0.78091824
141462352,0.65588534,0.78091824
141962663,0.6591678,0.78212386
142462591,0.66160345,0.78212386
142962352,0.6691409,0.78212386
143462354,0.6716233,0.78212386
143962377,0.6557411,0.78212386
144462537,0.6633091,0.78212386
144962787,0.6594036,0.78212386
145462351,0.6622702,0.78212386
145962350,0.65775466,0.78212386
146462352,0.6571653,0.78212386
146962351,0.6664373,0.78212386
147462386,0.6646633,0.78212386
147962352,0.65679264,0.78212386
148462650,0.66234845,0.78212386
148962483,0.6570693,0.78265965
149462383,0.66094446,0.78265965
149962357,0.6715013,0.78265965
150462738,0.65786135,0.78265965
150962440,0.6621045,0.78265965
151462445,0.6616403,0.78265965
151962758,0.6581774,0.78265965
152462354,0.66380167,0.78265965
152962356,0.67575467,0.78265965
153462352,0.6592599,0.78265965
153962382,0.6597891,0.78265965
154462452,0.6568628,0.78265965
154962548,0.66296124,0.78265965
155462353,0.66436064,0.78265965
155962427,0.66180605,0.78265965
156462874,0.6629977,0.78265965
156962943,0.66015255,0.78265965
157463120,0.6616204,0.78265965
157964486,0.6615387,0.78265965
158464061,0.6580717,0.78265965
158962366,0.65846413,0.78265965
159462354,0.65740705,0.78265965
159962352,0.67258334,0.78265965
160462434,0.6656808,0.78265965
160962507,0.66052955,0.78265965
161462350,0.6563753,0.78265965
161962352,0.65811,0.78265965
162462350,0.65936065,0.78265965
162962379,0.6625227,0.78265965
163462402,0.65906006,0.78265965
163962479,0.67150956,0.78265965
164462459,0.659213,0.78265965
164962923,0.6624015,0.78265965
165462352,0.66138464,0.78265965
165962450,0.6623615,0.78265965
166462352,0.65776753,0.78265965
166962349,0.65718865,0.78265965
167462507,0.66832083,0.78265965
167962369,0.67199814,0.78265965
168464665,0.6646637,0.78265965
168962382,0.66229916,0.78265965
169462355,0.661149,0.78265965
169962530,0.661044,0.78265965
170462702,0.6642351,0.78265965
170962801,0.6608132,0.78265965
171462350,0.66316134,0.7839657
171962352,0.6583167,0.7839657
172462901,0.6603815,0.7839657
172962352,0.6683165,0.7839657
173462368,0.65927887,0.7839657
173962530,0.6605133,0.7839657
174462363,0.6560185,0.7839657
174962354,0.65830517,0.7839657
175462350,0.65962064,0.7839657
175962517,0.65791404,0.7839657
176462567,0.6727654,0.7839657
176962422,0.67655015,0.7839657
177462559,0.66220546,0.7839657
177962419,0.6619936,0.7839657
178462354,0.66522056,0.7839657
178962353,0.6624787,0.7839657
179462401,0.6665987,0.7839657
179962353,0.66467917,0.7839657
180462641,0.6664115,0.7839657
180962507,0.66576886,0.7839657
181462799,0.66896266,0.7839657
181962484,0.6667187,0.78912294
182462897,0.70238376,0.78912294
182962859,0.6888931,0.78912294
