timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
280249276,280248751,-0.5915815,-0.02032112,-0.004403956,-0.8059771,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
280254273,280253754,-0.5915857,-0.020319715,-0.0044046305,-0.80597407,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
280299216,280298762,-0.5915922,-0.020323718,-0.0044065807,-0.8059692,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
280349229,280348772,-0.591609,-0.020316152,-0.0044046575,-0.80595696,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
280399365,280398788,-0.5916178,-0.020325102,-0.004400415,-0.8059503,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
280449255,280448799,-0.59162295,-0.020328587,-0.0044037527,-0.80594647,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
280499261,280498808,-0.5916326,-0.020328524,-0.0044125225,-0.80593944,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
280549388,280548823,-0.59163344,-0.020333726,-0.004422918,-0.8059385,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
280599335,280598833,-0.5916392,-0.02034264,-0.0044304607,-0.805934,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
280649302,280648847,-0.5916291,-0.020352406,-0.0044455924,-0.8059412,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
280699399,280698863,-0.5916164,-0.020351281,-0.004437597,-0.8059505,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
280749385,280748868,-0.59163344,-0.02035149,-0.004431383,-0.80593807,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
280799328,280798881,-0.591631,-0.02035055,-0.0044244067,-0.8059398,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
280849390,280848892,-0.59163237,-0.020351613,-0.004432317,-0.80593884,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
280899393,280898912,-0.591631,-0.020352557,-0.0044325944,-0.8059398,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
280949467,280948915,-0.59163266,-0.020349696,-0.0044320524,-0.8059386,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
280999429,280998935,-0.5916437,-0.020339414,-0.004436224,-0.8059308,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
281049395,281048942,-0.59166044,-0.020340132,-0.0044438294,-0.8059185,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
281099653,281098955,-0.59167707,-0.020346573,-0.0044485345,-0.8059061,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
281149451,281148960,-0.59169316,-0.02034918,-0.004457402,-0.8058941,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
281199407,281198974,-0.59171486,-0.020344224,-0.004470768,-0.80587816,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
281249477,281248986,-0.5917163,-0.020341305,-0.0044798683,-0.8058772,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
281299498,281298998,-0.59172136,-0.020360228,-0.0044915695,-0.80587286,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
281349493,281349010,-0.59173065,-0.020358324,-0.004489584,-0.80586624,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
281399454,281399022,-0.59173834,-0.02034423,-0.004493586,-0.8058609,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
281449522,281449035,-0.59175366,-0.020343434,-0.004491682,-0.8058496,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
281499584,281499045,-0.5917646,-0.020350924,-0.0044967476,-0.80584145,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
281549550,281549103,-0.59178036,-0.02036339,-0.0044953716,-0.8058295,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
281599548,281599069,-0.5917846,-0.02036484,-0.0044949474,-0.8058264,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
281649524,281649083,-0.5917948,-0.020368394,-0.0044969236,-0.8058188,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
281699599,281699094,-0.5918111,-0.020363068,-0.004493818,-0.8058069,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
281749593,281749108,-0.59181935,-0.020371705,-0.0045010024,-0.80580074,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
281799558,281799118,-0.59182453,-0.02036643,-0.0045021344,-0.80579704,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
281849586,281849131,-0.5918303,-0.020374808,-0.0044979807,-0.8057925,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
281899701,281899209,-0.591836,-0.020380037,-0.0044920943,-0.8057883,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
281949596,281949153,-0.59184974,-0.020380516,-0.004496463,-0.8057781,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
281999680,281999169,-0.59185815,-0.020362686,-0.004488829,-0.8057724,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
282049615,282049178,-0.59186465,-0.020353243,-0.0044841417,-0.80576795,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
282099679,282099189,-0.59187496,-0.020360168,-0.004477656,-0.80576026,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
282149706,282149201,-0.59188545,-0.020361654,-0.004473975,-0.80575246,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
282199648,282199213,-0.59189326,-0.020373447,-0.0044755037,-0.80574644,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
282249738,282249227,-0.5919038,-0.020379623,-0.0044760364,-0.80573857,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
282299757,282299255,-0.59190947,-0.020381348,-0.0044790297,-0.8057343,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
282349700,282349251,-0.5919195,-0.020385245,-0.004487793,-0.8057268,0.99999976,6.146241e-10,-4.7206412e-11,-0.00082296086,2
