timestamp,voltage5v_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid
111363706,5.0015626,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
111373707,5.019287,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
111863721,5.003174,3.3128905,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
112363709,4.9387207,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
112863856,5.0225096,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
113364015,4.966113,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
113863736,4.9628906,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
114363871,5.0128417,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
114863703,4.993506,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
115363704,4.95,3.319336,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
115863760,4.9435544,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
116364124,5.017676,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
116863802,4.940332,3.3177245,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
117363702,5.0015626,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
117863704,5.014453,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
118363702,4.9387207,3.3096678,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
118863703,5.019287,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
119363703,5.0015626,3.3177245,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
119863969,4.9628906,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
120363733,5.004785,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
120863727,4.9983397,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
121363705,5.0225096,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
121863842,5.0225096,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
122363870,4.9983397,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
122864401,4.945166,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
123364627,5.0015626,3.3177245,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
123863799,5.019287,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
124363706,5.0257325,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
124863703,4.9387207,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
125363703,4.999951,3.3177245,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
125863705,4.9983397,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
126364412,5.019287,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
126863731,4.9983397,3.3128905,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
127363718,5.0015626,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
127863705,4.927441,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
128363703,4.9967284,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
128863704,4.9967284,3.3128905,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
129363797,5.0208983,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
129863703,5.003174,3.319336,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
130363709,4.9967284,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
130863756,4.995117,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
131363705,4.9967284,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
131863731,4.999951,3.3177245,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
132363703,4.940332,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
132863962,4.9983397,3.319336,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
133363736,5.0225096,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
133863815,4.9967284,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
134363792,5.0015626,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
134864177,5.0080075,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
135364455,5.014453,3.3112793,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
135865183,4.9983397,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
136363711,4.990283,3.3177245,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
136863704,4.945166,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
137363701,5.0080075,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
137863703,4.9967284,3.3177245,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
138363710,5.028955,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
138863786,5.014453,3.3177245,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
139364209,5.019287,3.3128905,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
139863704,4.9387207,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
140363734,5.019287,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
140863706,4.9918942,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
141363711,4.940332,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
141863703,5.0208983,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
142364062,5.0208983,3.3128905,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
142863730,4.940332,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
143363702,4.9435544,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
143863703,5.0015626,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
144363713,4.941943,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
144863738,5.0225096,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
145363791,4.9967284,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
145863712,5.009619,3.3177245,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
146363753,5.0273438,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
146863724,5.014453,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
147363707,4.964502,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
147863914,5.004785,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
148363986,5.014453,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
148864127,5.014453,3.3128905,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
149363704,5.0273438,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
149863731,4.9967284,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
150363702,4.956445,3.3177245,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
150863701,5.017676,3.3177245,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
151363728,5.0080075,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
151863834,4.9467773,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
152363737,5.004785,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
152863703,5.028955,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
153363727,4.954834,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
153863704,5.040234,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
154363704,5.014453,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
154863769,4.956445,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
155364252,5.016064,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
155863709,5.043457,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
156363706,4.9628906,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
156863705,5.003174,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
157363705,5.040234,3.3128905,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
157863786,4.954834,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
158364445,5.0015626,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
158864032,5.041846,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
159364262,4.9628906,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
159864236,5.014453,3.3128905,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
160364637,5.024121,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
160864590,4.941943,3.3128905,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
161365110,5.003174,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
161863732,5.028955,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
162363702,4.9483886,3.3177245,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
162863704,5.019287,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
163363727,5.024121,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
163863708,5.017676,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
164363846,5.014453,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
164863704,5.028955,3.3128905,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
165364615,4.9596677,3.3128905,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
165863705,5.024121,3.314502,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
166363818,5.0015626,3.3161132,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
166863741,5.028955,3.3177245,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
