timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
280248987,280248751,-0.036532976,0.03218029,-0.00040081548,0.001,0.0,0.0,0.0,-1.0
280250263,280250002,-0.03657737,0.03225162,-0.0003995819,0.001,0.0,0.0,0.0,-1.0
280300262,280300015,-0.036543462,0.032499753,-0.000544307,0.001,0.0,0.0,0.0,-1.0
280349000,280348772,-0.036308184,0.03237443,-0.00020986391,0.001,0.0,0.0,0.0,-1.0
280399031,280398788,-0.036477055,0.031892464,-0.0003587849,0.001,0.0,0.0,0.0,-1.0
280451540,280451299,-0.036630012,0.03184131,-0.00020842518,0.001,0.0,0.0,0.0,-1.0
280500303,280500062,-0.036764808,0.032616828,-0.0002562588,0.001,0.0,0.0,0.0,-1.0
280550309,280550073,-0.03658901,0.031995114,-0.000192519,0.001,0.0,0.0,0.0,-1.0
280601571,280601338,-0.03657365,0.031902142,-0.00037438897,0.001,0.0,0.0,0.0,-1.0
280650324,280650094,-0.03670618,0.032282323,-0.00024389883,0.001,0.0,0.0,0.0,-1.0
280699110,280698863,-0.03647129,0.032066263,-0.000574633,0.001,0.0,0.0,0.0,-1.0
280749098,280748868,-0.036391675,0.03210812,5.814957e-05,0.001,0.0,0.0,0.0,-1.0
280801624,280801384,-0.036371764,0.032241266,-0.0003895888,0.001,0.0,0.0,0.0,-1.0
280850379,280850143,-0.036942426,0.03210475,-0.00018498708,0.001,0.0,0.0,0.0,-1.0
280899160,280898912,-0.03666066,0.032209862,-0.00034719272,0.001,0.0,0.0,0.0,-1.0
280951668,280951426,-0.03660947,0.032083157,-0.0003778586,0.001,0.0,0.0,0.0,-1.0
281000429,281000181,-0.036600813,0.032186963,-0.00032256366,0.001,0.0,0.0,0.0,-1.0
281049174,281048942,-0.037066337,0.032307614,-0.00018931268,0.001,0.0,0.0,0.0,-1.0
281100441,281100203,-0.03626657,0.032436516,-0.00032733273,0.001,0.0,0.0,0.0,-1.0
281151707,281151462,-0.03645834,0.032018505,-0.00034812719,0.001,0.0,0.0,0.0,-1.0
281200496,281200269,-0.036460143,0.03183954,-0.00015721701,0.001,0.0,0.0,0.0,-1.0
281249211,281248986,-0.036580738,0.032155342,-0.00027806792,0.001,0.0,0.0,0.0,-1.0
281301740,281301499,-0.037091862,0.03251029,-0.00030806178,0.001,0.0,0.0,0.0,-1.0
281350491,281350262,-0.037162922,0.032639395,-0.0004191524,0.001,0.0,0.0,0.0,-1.0
281399244,281399022,-0.037113607,0.031944938,-0.0002688906,0.001,0.0,0.0,0.0,-1.0
281451762,281451535,-0.03648105,0.032856137,-0.00017306647,0.001,0.0,0.0,0.0,-1.0
