timestamp,timestamp_sample,device_id,sensor_sample_rate_hz,resolution_hz,peak_frequencies_x[0],peak_frequencies_x[1],peak_frequencies_x[2],peak_frequencies_x[3],peak_frequencies_y[0],peak_frequencies_y[1],peak_frequencies_y[2],peak_frequencies_y[3],peak_frequencies_z[0],peak_frequencies_z[1],peak_frequencies_z[2],peak_frequencies_z[3],peak_magnitude_x[0],peak_magnitude_x[1],peak_magnitude_x[2],peak_magnitude_x[3],peak_magnitude_y[0],peak_magnitude_y[1],peak_magnitude_y[2],peak_magnitude_y[3],peak_magnitude_z[0],peak_magnitude_z[1],peak_magnitude_z[2],peak_magnitude_z[3],total_energy[0],total_energy[1],total_energy[2]
86544464,86540964,3932170,7997.867,7.810417,62.372063,67.85405,85.889626,nan,61.83904,68.32498,93.725006,nan,38.426575,nan,nan,nan,468.0,164.0,29.0,nan,265.0,25.0,9.0,nan,13.0,nan,nan,nan,1338.0,599.0,451.0
86608279,86605974,3932170,7997.867,7.810417,63.24407,68.680984,132.65506,nan,64.042366,69.60549,75.81267,nan,69.77379,nan,nan,nan,1552.0,1348.0,37.0,nan,125.0,58.0,29.0,nan,17.0,nan,nan,nan,3590.0,391.0,372.0
86740456,86738492,3932170,7997.867,7.810417,76.58742,70.44414,80.97982,141.3065,64.042366,69.60549,75.81267,nan,69.77379,nan,nan,nan,293.0,193.0,20.0,10.0,125.0,58.0,29.0,nan,17.0,nan,nan,nan,1027.0,391.0,372.0
86741765,86740994,3932170,7997.867,7.810417,76.58742,70.44414,80.97982,141.3065,63.077446,70.82198,75.85617,nan,38.244976,86.06864,109.45492,nan,293.0,193.0,20.0,10.0,137.0,101.0,37.0,nan,64.0,17.0,10.0,nan,1027.0,460.0,396.0
86775067,86772248,3932170,7997.867,7.810417,70.93714,77.408745,83.47263,101.53542,62.31303,78.76674,83.99466,48.655758,38.3906,52.91717,nan,nan,481.0,338.0,113.0,17.0,45.0,37.0,13.0,10.0,53.0,10.0,nan,nan,1405.0,281.0,331.0
86839902,86837270,3932170,7997.867,7.810417,78.23872,83.747314,56.970463,nan,70.269775,46.578064,nan,nan,85.5837,63.17138,76.17001,nan,697.0,394.0,29.0,nan,26.0,17.0,nan,nan,37.0,10.0,10.0,nan,1765.0,261.0,336.0
86870375,86868512,3932170,7997.867,7.810417,79.1598,84.67286,90.83053,nan,39.04452,93.74802,164.01877,nan,39.052086,78.80421,nan,nan,1418.0,720.0,85.0,nan,26.0,16.0,10.0,nan,25.0,25.0,nan,nan,2564.0,223.0,310.0
86935254,86932271,3932170,7997.867,7.810417,86.47485,92.312454,98.591225,nan,nan,nan,nan,nan,38.753513,85.91459,nan,nan,965.0,389.0,41.0,nan,nan,nan,nan,nan,25.0,20.0,nan,nan,2001.0,207.0,327.0
86967261,86964777,3932170,7997.867,7.810417,93.4499,91.40191,98.68975,72.01179,70.316765,nan,nan,nan,45.99102,nan,nan,nan,677.0,97.0,85.0,18.0,16.0,nan,nan,nan,16.0,nan,nan,nan,1389.0,225.0,294.0
87030415,87028540,3932170,7997.867,7.810417,94.51584,99.68668,55.86879,nan,39.05965,69.37755,101.13996,nan,38.694855,86.76307,101.55843,188.169,493.0,261.0,26.0,nan,26.0,17.0,17.0,nan,37.0,16.0,16.0,10.0,1340.0,227.0,210.0
87090586,87089826,3932170,7997.867,7.810417,100.66534,94.24232,55.679283,86.48107,39.075996,55.463543,69.07691,nan,38.896263,101.01546,58.808647,nan,170.0,41.0,36.0,32.0,20.0,17.0,17.0,nan,45.0,17.0,10.0,nan,689.0,196.0,251.0
87129048,87124801,3932170,7997.867,7.810417,78.28901,100.07004,100.89455,66.47814,46.796238,70.64899,84.001274,nan,67.0562,78.10085,93.76054,nan,260.0,68.0,20.0,10.0,26.0,18.0,10.0,nan,26.0,17.0,17.0,nan,683.0,243.0,207.0
87191864,87188559,3932170,7997.867,7.810417,78.75075,107.71649,101.73081,nan,53.604134,101.53542,nan,nan,101.53542,85.91459,67.88815,42.8677,565.0,180.0,136.0,nan,17.0,13.0,nan,nan,17.0,13.0,10.0,10.0,1481.0,204.0,199.0
87224257,87221064,3932170,7997.867,7.810417,84.20841,103.12757,108.14725,114.70595,102.24288,70.3137,180.30373,nan,101.54769,86.63359,117.15626,nan,425.0,212.0,170.0,25.0,37.0,17.0,10.0,nan,17.0,10.0,10.0,nan,1488.0,267.0,196.0
87286869,87284823,3932170,7997.867,7.810417,78.53535,84.52714,93.28934,121.87943,46.862503,70.23889,100.71372,nan,46.869682,110.06484,78.10417,nan,261.0,80.0,37.0,37.0,36.0,10.0,10.0,nan,26.0,10.0,9.0,nan,785.0,200.0,181.0
87319592,87317329,3932170,7997.867,7.810417,109.34584,76.575134,115.3656,nan,39.43092,53.52872,69.57475,nan,53.801437,94.44401,101.53584,nan,90.0,37.0,25.0,nan,26.0,16.0,10.0,nan,16.0,10.0,10.0,nan,642.0,193.0,168.0
87382275,87381089,3932170,7997.867,7.810417,116.82161,93.241455,103.97298,nan,54.40062,59.103676,116.86898,85.25046,54.25919,117.136314,187.39514,nan,65.0,17.0,10.0,nan,45.0,17.0,17.0,10.0,17.0,17.0,10.0,nan,441.0,248.0,240.0
87415599,87412344,3932170,7997.867,7.810417,108.6971,62.487495,94.01508,nan,47.96574,53.36323,nan,nan,46.917374,109.34584,nan,nan,61.0,26.0,25.0,nan,25.0,20.0,nan,nan,20.0,17.0,nan,nan,354.0,339.0,640.0
87477503,87476103,3932170,7997.867,7.810417,110.23238,39.379246,78.340454,123.498146,54.8852,109.32283,nan,nan,47.93129,nan,nan,nan,113.0,52.0,50.0,37.0,116.0,16.0,nan,nan,17.0,nan,nan,nan,571.0,680.0,1357.0
87541865,87538615,3932170,7997.867,7.810417,62.63724,116.29379,103.16521,nan,55.459885,61.290527,101.95833,nan,nan,nan,nan,nan,218.0,106.0,65.0,nan,170.0,50.0,17.0,nan,nan,nan,nan,nan,2829.0,797.0,2898.0
87572267,87571117,3932170,7997.867,7.810417,63.640602,68.866165,109.61208,nan,63.079502,68.32526,nan,nan,nan,nan,nan,nan,442.0,409.0,194.0,nan,250.0,101.0,nan,nan,nan,nan,nan,nan,2509.0,1515.0,3751.0
87639041,87636126,3932170,7997.867,7.810417,70.41485,77.381195,83.928,101.43402,70.47156,77.15928,nan,nan,nan,nan,nan,nan,970.0,580.0,109.0,72.0,241.0,41.0,nan,nan,nan,nan,nan,nan,3155.0,3048.0,6073.0
87669764,87667381,3932170,7997.867,7.810417,78.687904,108.4368,84.0677,69.88389,78.24907,60.11922,nan,nan,nan,nan,nan,nan,346.0,208.0,40.0,26.0,82.0,26.0,nan,nan,nan,nan,nan,nan,1430.0,2451.0,7158.0
87735036,87731141,3932170,7997.867,7.810417,78.79156,83.692696,100.77194,nan,78.154495,nan,nan,nan,nan,nan,nan,nan,400.0,185.0,58.0,nan,37.0,nan,nan,nan,nan,nan,nan,nan,3520.0,642.0,6436.0
87765947,87763652,3932170,7997.867,7.810417,93.51255,85.72132,nan,nan,38.180603,nan,nan,nan,nan,nan,nan,nan,233.0,160.0,nan,nan,16.0,nan,nan,nan,nan,nan,nan,nan,3666.0,804.0,6298.0
87828983,87827410,3932170,7997.867,7.810417,79.330246,93.45657,nan,nan,54.643276,nan,nan,nan,nan,nan,nan,nan,197.0,113.0,nan,nan,36.0,nan,nan,nan,nan,nan,nan,nan,4401.0,1254.0,6625.0
87891913,87889916,3932170,7997.867,7.810417,86.50753,92.157326,nan,nan,86.1869,47.94033,nan,nan,nan,nan,nan,nan,392.0,145.0,nan,nan,25.0,13.0,nan,nan,nan,nan,nan,nan,2552.0,719.0,5720.0
87924711,87923670,3932170,7997.867,7.810417,86.09771,92.061714,79.8301,nan,46.90001,62.681038,nan,nan,nan,nan,nan,nan,1073.0,629.0,305.0,nan,25.0,25.0,nan,nan,nan,nan,nan,nan,3077.0,1000.0,4705.0
87990562,87987428,3932170,7997.867,7.810417,86.38522,91.75697,79.80082,nan,69.072655,56.39487,nan,nan,nan,nan,nan,nan,1314.0,493.0,136.0,nan,58.0,25.0,nan,nan,nan,nan,nan,nan,2917.0,1940.0,5059.0
88022211,88021185,3932170,7997.867,7.810417,85.77411,78.994736,91.79457,nan,69.69188,nan,nan,nan,86.11725,nan,nan,nan,936.0,169.0,82.0,nan,36.0,nan,nan,nan,32.0,nan,nan,nan,2391.0,1152.0,2886.0
88089102,88084957,3932170,7997.867,7.810417,84.979485,90.98391,nan,nan,70.2437,55.13135,nan,nan,78.597466,nan,nan,nan,2637.0,241.0,nan,nan,26.0,17.0,nan,nan,50.0,nan,nan,nan,6242.0,486.0,1661.0
88120584,88117450,3932170,7997.867,7.810417,85.22511,91.58262,nan,nan,54.710426,93.397415,78.5119,nan,85.59989,39.052086,nan,nan,4586.0,464.0,nan,nan,25.0,25.0,17.0,nan,52.0,16.0,nan,nan,8198.0,284.0,1481.0
88184391,88181211,3932170,7997.867,7.810417,78.869484,83.60274,88.886696,nan,38.180603,93.006004,nan,nan,78.759254,32.333282,nan,nan,2250.0,1000.0,100.0,nan,16.0,10.0,nan,nan,53.0,10.0,nan,nan,4648.0,297.0,859.0
88215392,88212462,3932170,7997.867,7.810417,79.00267,84.763626,91.6497,nan,77.97854,nan,nan,nan,84.85067,nan,nan,nan,3681.0,3285.0,544.0,nan,17.0,nan,nan,nan,50.0,nan,nan,nan,8762.0,331.0,682.0
88279360,88277473,3932170,7997.867,7.810417,85.00981,91.44573,nan,nan,78.40497,54.72779,nan,nan,84.79243,nan,nan,nan,5629.0,549.0,nan,nan,26.0,10.0,nan,nan,45.0,nan,nan,nan,11794.0,294.0,569.0
88342236,88341233,3932170,7997.867,7.810417,78.47099,83.84564,71.60408,nan,85.94066,54.84691,79.969,140.58751,77.89832,nan,nan,nan,2690.0,1201.0,80.0,nan,18.0,17.0,10.0,10.0,73.0,nan,nan,nan,5026.0,208.0,314.0
88374228,88372488,3932170,7997.867,7.810417,79.04508,84.639755,90.95859,nan,78.09057,54.67292,94.12561,nan,84.98643,nan,nan,nan,3969.0,3050.0,265.0,nan,20.0,17.0,10.0,nan,53.0,nan,nan,nan,7903.0,193.0,299.0
88440821,88437499,3932170,7997.867,7.810417,79.01541,84.40458,nan,nan,78.935776,36.70313,46.862503,91.5748,84.70519,39.052086,55.544403,164.01877,4594.0,3825.0,nan,nan,49.0,26.0,16.0,16.0,61.0,16.0,16.0,10.0,9493.0,295.0,284.0
88471157,88468755,3932170,7997.867,7.810417,78.95026,84.315865,nan,nan,85.8119,63.354816,nan,nan,78.77168,84.47005,171.82918,nan,4525.0,2405.0,nan,nan,20.0,16.0,nan,nan,45.0,34.0,10.0,nan,7919.0,220.0,212.0
88535837,88532511,3932170,7997.867,7.810417,79.15552,84.36291,nan,nan,85.91459,61.391724,55.764534,nan,85.188416,46.862503,79.545204,116.49213,2953.0,2141.0,nan,nan,20.0,10.0,10.0,nan,50.0,16.0,10.0,10.0,5632.0,220.0,248.0
88565774,88565017,3932170,7997.867,7.810417,79.08549,84.61874,90.54045,nan,85.448044,70.37523,93.725006,nan,78.5979,39.92357,110.06484,nan,3145.0,2336.0,125.0,nan,32.0,17.0,13.0,nan,65.0,16.0,10.0,nan,6106.0,238.0,255.0
88631786,88628776,3932170,7997.867,7.810417,79.42323,84.74626,90.61331,nan,78.761765,93.753426,nan,nan,84.92764,79.025116,70.79706,nan,2885.0,2440.0,170.0,nan,18.0,17.0,nan,nan,32.0,29.0,10.0,nan,5887.0,314.0,259.0
88690967,88690035,3932170,7997.867,7.810417,84.67781,90.781296,nan,nan,46.862503,70.90034,nan,nan,78.9853,32.322723,45.99102,84.969215,3977.0,197.0,nan,nan,17.0,17.0,nan,nan,58.0,17.0,16.0,10.0,8891.0,271.0,282.0
88726842,88725041,3932170,7997.867,7.810417,79.48785,84.91326,90.89599,nan,85.694565,45.99102,79.095894,nan,79.27509,85.05444,52.26732,nan,4041.0,3770.0,404.0,nan,50.0,16.0,10.0,nan,41.0,37.0,10.0,nan,8560.0,237.0,292.0
88790581,88788801,3932170,7997.867,7.810417,85.034256,91.03824,nan,nan,78.141685,85.25046,109.34584,nan,84.9385,nan,nan,nan,4241.0,424.0,nan,nan,20.0,10.0,10.0,nan,50.0,nan,nan,nan,8785.0,297.0,335.0
88822193,88821304,3932170,7997.867,7.810417,85.49158,91.278725,nan,nan,85.40968,46.84876,nan,nan,79.07131,92.234,nan,nan,4160.0,962.0,nan,nan,29.0,17.0,nan,nan,40.0,20.0,nan,nan,8228.0,279.0,359.0
88885829,88885116,3932170,7997.867,7.810417,85.08426,92.356255,99.69967,nan,46.862503,nan,nan,nan,85.81231,34.588863,nan,nan,1154.0,65.0,41.0,nan,16.0,nan,nan,nan,40.0,10.0,nan,nan,1977.0,220.0,310.0
88919879,88917568,3932170,7997.867,7.810417,79.48686,84.70962,91.45222,101.44914,63.354816,nan,nan,nan,85.4502,54.67292,178.9206,nan,1114.0,877.0,125.0,73.0,16.0,nan,nan,nan,25.0,16.0,10.0,nan,2461.0,236.0,341.0
88982215,88981330,3932170,7997.867,7.810417,86.04818,92.09716,98.633415,nan,45.99102,33.64727,64.23908,nan,86.171524,nan,nan,nan,2900.0,776.0,81.0,nan,16.0,10.0,10.0,nan,45.0,nan,nan,nan,4695.0,220.0,345.0
89014641,89012583,3932170,7997.867,7.810417,85.473785,91.888824,100.56217,nan,47.016552,85.39462,62.538204,nan,85.62802,46.862503,100.68694,nan,1000.0,290.0,82.0,nan,17.0,17.0,10.0,nan,34.0,16.0,16.0,nan,2386.0,206.0,389.0
89081121,89077594,3932170,7997.867,7.810417,85.72934,92.179955,98.62734,nan,92.93766,79.262695,187.39473,nan,54.67292,148.39792,nan,nan,1544.0,340.0,41.0,nan,26.0,10.0,10.0,nan,16.0,10.0,nan,nan,2668.0,225.0,298.0
89139757,89138851,3932170,7997.867,7.810417,85.84908,91.178894,95.24533,nan,92.99386,38.767647,nan,nan,86.30834,nan,nan,nan,962.0,272.0,40.0,nan,25.0,17.0,nan,nan,29.0,nan,nan,nan,2037.0,260.0,327.0
89175880,89172614,3932170,7997.867,7.810417,86.12658,91.79377,99.45043,nan,179.6626,nan,nan,nan,78.65368,92.89106,nan,nan,1352.0,425.0,49.0,nan,16.0,nan,nan,nan,17.0,17.0,nan,nan,2463.0,221.0,321.0
89239889,89237619,3932170,7997.867,7.810417,86.14005,80.13721,92.62682,100.16735,85.81231,179.63759,nan,nan,86.16124,66.79653,48.447063,nan,466.0,113.0,113.0,109.0,20.0,13.0,nan,nan,36.0,10.0,9.0,nan,1375.0,232.0,309.0
89271863,89268876,3932170,7997.867,7.810417,85.264984,101.465836,62.484104,46.448772,49.76821,85.9521,63.317284,nan,85.76186,nan,nan,nan,265.0,80.0,26.0,17.0,25.0,25.0,17.0,nan,13.0,nan,nan,nan,1035.0,330.0,320.0
89335837,89332638,3932170,7997.867,7.810417,86.418045,92.26627,98.55209,nan,93.43773,nan,nan,nan,93.72459,39.052086,nan,nan,1885.0,725.0,68.0,nan,17.0,nan,nan,nan,20.0,16.0,nan,nan,3140.0,253.0,326.0
89367020,89365134,3932170,7997.867,7.810417,86.19054,91.304375,nan,nan,70.293755,92.85353,nan,nan,86.129166,64.34817,172.49332,nan,1345.0,370.0,nan,nan,17.0,16.0,nan,nan,37.0,10.0,10.0,nan,2463.0,244.0,312.0
89430885,89428896,3932170,7997.867,7.810417,92.49953,80.75369,62.461304,99.43061,85.94597,55.544403,179.59567,nan,93.421326,nan,nan,nan,985.0,157.0,29.0,25.0,20.0,16.0,13.0,nan,20.0,nan,nan,nan,2415.0,300.0,324.0
89464721,89461401,3932170,7997.867,7.810417,86.426994,92.55733,62.468174,37.296337,nan,nan,nan,nan,93.42264,79.248375,nan,nan,634.0,410.0,26.0,20.0,nan,nan,nan,nan,36.0,16.0,nan,nan,1568.0,247.0,333.0
89527287,89525178,3932170,7997.867,7.810417,85.88386,92.40282,72.6688,nan,78.10417,171.8167,54.67292,125.68567,85.88112,54.67292,nan,nan,1189.0,562.0,49.0,nan,20.0,17.0,10.0,10.0,37.0,10.0,nan,nan,2795.0,221.0,282.0
89591575,89588921,3932170,7997.867,7.810417,86.66808,92.02247,nan,nan,85.9468,53.801437,100.68694,nan,93.421326,nan,nan,nan,1145.0,818.0,nan,nan,17.0,16.0,16.0,nan,20.0,nan,nan,nan,2560.0,225.0,298.0
89622663,89620200,3932170,7997.867,7.810417,86.703026,91.555664,101.53542,nan,86.31005,179.60739,55.764534,nan,93.421326,nan,nan,nan,1378.0,505.0,25.0,nan,17.0,17.0,10.0,nan,20.0,nan,nan,nan,2307.0,259.0,298.0
89686150,89685186,3932170,7997.867,7.810417,86.636406,92.471886,98.99736,nan,nan,nan,nan,nan,86.19488,nan,nan,nan,1440.0,821.0,137.0,nan,nan,nan,nan,nan,50.0,nan,nan,nan,3298.0,279.0,300.0
89721270,89717690,3932170,7997.867,7.810417,85.96306,91.29101,101.6266,nan,nan,nan,nan,nan,86.35764,nan,nan,nan,530.0,157.0,101.0,nan,nan,nan,nan,nan,29.0,nan,nan,nan,1259.0,256.0,272.0
89784992,89781451,3932170,7997.867,7.810417,86.426025,92.4186,98.87207,71.03111,85.59322,nan,nan,nan,74.630775,nan,nan,nan,985.0,369.0,68.0,25.0,25.0,nan,nan,nan,17.0,nan,nan,nan,1966.0,842.0,254.0
89816846,89812705,3932170,7997.867,7.810417,86.35467,92.47825,99.65065,36.158344,92.82982,56.48354,nan,nan,54.67292,nan,nan,nan,549.0,130.0,65.0,20.0,50.0,20.0,nan,nan,16.0,nan,nan,nan,1194.0,723.0,259.0
89880743,89877715,3932170,7997.867,7.810417,92.569786,86.507454,99.32485,nan,62.67619,85.932365,nan,nan,93.87906,117.21047,nan,nan,829.0,677.0,53.0,nan,34.0,20.0,nan,nan,17.0,10.0,nan,nan,2792.0,796.0,224.0
89911362,89908969,3932170,7997.867,7.810417,92.59699,69.935684,81.26629,98.583984,85.67038,nan,nan,nan,93.34655,33.350697,116.28478,nan,1225.0,65.0,65.0,53.0,29.0,nan,nan,nan,26.0,17.0,16.0,nan,2772.0,701.0,244.0
89975345,89972728,3932170,7997.867,7.810417,86.01691,91.11417,nan,nan,55.09914,70.293755,nan,nan,85.66794,39.052086,93.38823,nan,1445.0,205.0,nan,nan,17.0,16.0,nan,nan,18.0,16.0,13.0,nan,3057.0,336.0,257.0
90040150,90037738,3932170,7997.867,7.810417,92.437645,80.48646,nan,nan,38.180603,86.7217,nan,nan,86.64089,nan,nan,nan,680.0,173.0,nan,nan,16.0,16.0,nan,nan,25.0,nan,nan,nan,2421.0,219.0,269.0
90071092,90068994,3932170,7997.867,7.810417,92.60145,80.8177,100.85678,106.925606,37.25883,86.24218,nan,nan,93.421326,nan,nan,nan,293.0,52.0,45.0,17.0,25.0,20.0,nan,nan,20.0,nan,nan,nan,1223.0,332.0,287.0
90136321,90132754,3932170,7997.867,7.810417,86.191696,92.49116,98.89992,nan,55.278748,69.67134,nan,nan,85.7815,46.862503,35.403023,nan,1413.0,522.0,53.0,nan,49.0,40.0,nan,nan,25.0,16.0,10.0,nan,3270.0,547.0,274.0
90166916,90165259,3932170,7997.867,7.810417,86.15687,91.99175,nan,nan,93.42264,nan,nan,nan,86.247025,53.801437,nan,nan,2250.0,1040.0,nan,nan,18.0,nan,nan,nan,40.0,16.0,nan,nan,5116.0,605.0,315.0
90232120,90229018,3932170,7997.867,7.810417,86.48305,91.691284,63.042896,99.733864,85.923615,39.052086,nan,nan,92.5808,39.052086,40.1437,nan,1908.0,661.0,64.0,49.0,26.0,16.0,nan,nan,16.0,10.0,10.0,nan,4647.0,326.0,246.0
90291303,90290277,3932170,7997.867,7.810417,86.53106,92.327835,98.82424,nan,39.052086,62.483337,179.62454,nan,54.38848,nan,nan,nan,1765.0,841.0,104.0,nan,16.0,16.0,13.0,nan,17.0,nan,nan,nan,3683.0,228.0,282.0
90327120,90325283,3932170,7997.867,7.810417,85.74509,91.369415,101.534294,nan,46.862503,78.79221,nan,nan,85.91459,54.67292,nan,nan,890.0,261.0,85.0,nan,16.0,10.0,nan,nan,45.0,16.0,nan,nan,2794.0,201.0,341.0
90391155,90389043,3932170,7997.867,7.810417,86.45952,92.1579,80.20876,98.849045,54.67292,nan,nan,nan,46.862503,nan,nan,nan,873.0,274.0,65.0,37.0,17.0,nan,nan,nan,17.0,nan,nan,nan,1615.0,401.0,267.0
90425241,90421547,3932170,7997.867,7.810417,86.782104,92.45286,98.98441,63.354816,93.50187,78.60701,nan,nan,74.20455,48.470745,125.630806,nan,785.0,296.0,65.0,16.0,49.0,17.0,nan,nan,17.0,10.0,10.0,nan,1432.0,1340.0,235.0
90487422,90485308,3932170,7997.867,7.810417,86.68198,91.629555,nan,nan,85.66208,54.67292,67.88815,nan,85.91459,139.92337,nan,nan,180.0,130.0,nan,nan,34.0,16.0,10.0,nan,20.0,10.0,nan,nan,1727.0,974.0,228.0
90521263,90517815,3932170,7997.867,7.810417,86.31003,92.06396,99.45005,nan,85.23845,nan,nan,nan,78.93812,92.5808,nan,nan,745.0,292.0,50.0,nan,34.0,nan,nan,nan,17.0,16.0,nan,nan,3891.0,1314.0,257.0
90584923,90581570,3932170,7997.867,7.810417,87.42889,92.53108,98.52216,nan,93.74278,nan,nan,nan,86.15136,54.67292,101.37786,nan,1013.0,761.0,65.0,nan,25.0,nan,nan,nan,29.0,17.0,10.0,nan,3890.0,376.0,320.0
90615383,90611575,3932170,7997.867,7.810417,86.57048,91.82082,101.322105,nan,38.767647,164.29376,179.35231,nan,86.15136,54.67292,101.37786,nan,1093.0,625.0,53.0,nan,17.0,17.0,17.0,nan,29.0,17.0,10.0,nan,2742.0,202.0,320.0
90679189,90677837,3932170,7997.867,7.810417,86.38834,92.386894,98.9967,nan,37.104916,66.394135,70.43553,nan,93.007195,45.99102,79.78277,nan,1636.0,1096.0,64.0,nan,17.0,17.0,17.0,nan,25.0,16.0,16.0,nan,5326.0,244.0,278.0
90711107,90709091,3932170,7997.867,7.810417,86.66619,92.603165,98.65586,nan,93.94703,78.15989,nan,nan,93.04495,nan,nan,nan,932.0,436.0,37.0,nan,29.0,18.0,nan,nan,34.0,nan,nan,nan,3515.0,549.0,282.0
90777128,90772850,3932170,7997.867,7.810417,86.156105,92.25998,nan,nan,56.085518,68.930466,nan,nan,45.99102,70.270744,nan,nan,221.0,173.0,nan,nan,65.0,58.0,nan,nan,16.0,16.0,nan,nan,4729.0,2344.0,240.0
90841261,90837861,3932170,7997.867,7.810417,92.82851,nan,nan,nan,46.84591,nan,nan,nan,93.725006,54.67292,nan,nan,149.0,nan,nan,nan,26.0,nan,nan,nan,17.0,16.0,nan,nan,7491.0,1826.0,311.0
90872498,90869133,3932170,7997.867,7.810417,77.51735,87.259796,nan,nan,33.260246,93.24309,nan,nan,93.45,70.95789,nan,nan,82.0,74.0,nan,nan,26.0,20.0,nan,nan,17.0,10.0,nan,nan,3609.0,665.0,287.0
