timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3]
564083728,3932170,3932170,4259850,0,0,0.03947747,0.03947746,0.0,0.0,3932170,3932170,4325386,0,0,0.0036651827,0.0036651827,0.0,0.0,1,1,0,0,1,1,0,0
564088755,3932170,3932170,4259850,0,0,0.039238535,0.039238498,0.0,0.0,3932170,3932170,4325386,0,0,0.0035361412,0.0035361412,0.0,0.0,1,1,0,0,1,1,0,0
564283769,3932170,3932170,4259850,0,0,0.041406635,0.041406557,0.0,0.0,3932170,3932170,4325386,0,0,0.0029675246,0.0029675248,0.0,0.0,1,1,0,0,1,1,0,0
564483840,3932170,3932170,4259850,0,0,0.040589333,0.040589366,0.0,0.0,3932170,3932170,4325386,0,0,0.0033288936,0.0033288936,0.0,0.0,1,1,0,0,1,1,0,0
564683904,3932170,3932170,4259850,0,0,0.040315486,0.040315527,0.0,0.0,3932170,3932170,4325386,0,0,0.002904652,0.002904652,0.0,0.0,1,1,0,0,1,1,0,0
564883953,3932170,3932170,4259850,0,0,0.040163554,0.040163595,0.0,0.0,3932170,3932170,4325386,0,0,0.0030371002,0.0030371002,0.0,0.0,1,1,0,0,1,1,0,0
565084021,3932170,3932170,4259850,0,0,0.038423233,0.038423277,0.0,0.0,3932170,3932170,4325386,0,0,0.0028564506,0.0028564506,0.0,0.0,1,1,0,0,1,1,0,0
565284088,3932170,3932170,4259850,0,0,0.035832465,0.03583239,0.0,0.0,3932170,3932170,4325386,0,0,0.0030201478,0.0030201478,0.0,0.0,1,1,0,0,1,1,0,0
565484168,3932170,3932170,4259850,0,0,0.0359276,0.035927545,0.0,0.0,3932170,3932170,4325386,0,0,0.0021579978,0.0021579978,0.0,0.0,1,1,0,0,1,1,0,0
565684220,3932170,3932170,4259850,0,0,0.036921024,0.03692103,0.0,0.0,3932170,3932170,4325386,0,0,0.0033394138,0.0033394133,0.0,0.0,1,1,0,0,1,1,0,0
565884319,3932170,3932170,4259850,0,0,0.039348915,0.03934897,0.0,0.0,3932170,3932170,4325386,0,0,0.0027477902,0.0027477902,0.0,0.0,1,1,0,0,1,1,0,0
566084383,3932170,3932170,4259850,0,0,0.036504168,0.036504183,0.0,0.0,3932170,3932170,4325386,0,0,0.0027556734,0.0027556734,0.0,0.0,1,1,0,0,1,1,0,0
566284457,3932170,3932170,4259850,0,0,0.038027454,0.03802741,0.0,0.0,3932170,3932170,4325386,0,0,0.0023209099,0.00232091,0.0,0.0,1,1,0,0,1,1,0,0
566484531,3932170,3932170,4259850,0,0,0.037917297,0.037917342,0.0,0.0,3932170,3932170,4325386,0,0,0.0027259882,0.0027259882,0.0,0.0,1,1,0,0,1,1,0,0
566684599,3932170,3932170,4259850,0,0,0.04167764,0.041677665,0.0,0.0,3932170,3932170,4325386,0,0,0.0031128172,0.0031128174,0.0,0.0,1,1,0,0,1,1,0,0
566884618,3932170,3932170,4259850,0,0,0.036701247,0.036701243,0.0,0.0,3932170,3932170,4325386,0,0,0.0024651126,0.0024651126,0.0,0.0,1,1,0,0,1,1,0,0
567084651,3932170,3932170,4259850,0,0,0.03572024,0.035720266,0.0,0.0,3932170,3932170,4325386,0,0,0.00259196,0.00259196,0.0,0.0,1,1,0,0,1,1,0,0
567284723,3932170,3932170,4259850,0,0,0.036345575,0.036345545,0.0,0.0,3932170,3932170,4325386,0,0,0.0028284965,0.0028284965,0.0,0.0,1,1,0,0,1,1,0,0
567484835,3932170,3932170,4259850,0,0,0.04062524,0.040625226,0.0,0.0,3932170,3932170,4325386,0,0,0.0030599656,0.0030599656,0.0,0.0,1,1,0,0,1,1,0,0
567684844,3932170,3932170,4259850,0,0,0.035829425,0.035829388,0.0,0.0,3932170,3932170,4325386,0,0,0.00238982,0.00238982,0.0,0.0,1,1,0,0,1,1,0,0
567884955,3932170,3932170,4259850,0,0,0.041476496,0.04147653,0.0,0.0,3932170,3932170,4325386,0,0,0.0027476004,0.0027476004,0.0,0.0,1,1,0,0,1,1,0,0
568085068,3932170,3932170,4259850,0,0,0.03804071,0.03804072,0.0,0.0,3932170,3932170,4325386,0,0,0.0028154093,0.0028154093,0.0,0.0,1,1,0,0,1,1,0,0
568285068,3932170,3932170,4259850,0,0,0.038907066,0.038907062,0.0,0.0,3932170,3932170,4325386,0,0,0.0027521534,0.002752154,0.0,0.0,1,1,0,0,1,1,0,0
568485107,3932170,3932170,4259850,0,0,0.038539603,0.038539566,0.0,0.0,3932170,3932170,4325386,0,0,0.0030081389,0.0030081386,0.0,0.0,1,1,0,0,1,1,0,0
