timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
438349094,438348851,-0.03862483,0.033279695,-0.0004992433,0.001,0.0,0.0,0.0,-1.0
438351587,438351352,-0.038344156,0.03320761,-0.0004072853,0.001,0.0,0.0,0.0,-1.0
438402865,438402622,-0.038201172,0.03326248,-0.000108208325,0.001,0.0,0.0,0.0,-1.0
438451617,438451380,-0.0386095,0.033428278,-2.4555717e-05,0.001,0.0,0.0,0.0,-1.0
438501644,438501396,-0.038387816,0.032856002,-0.00015456822,0.001,0.0,0.0,0.0,-1.0
438549182,438548947,-0.03844428,0.033085946,-0.00034150825,0.001,0.0,0.0,0.0,-1.0
438601678,438601431,-0.03842468,0.0328736,-0.00045113714,0.001,0.0,0.0,0.0,-1.0
438651687,438651444,-0.038549326,0.03329422,-0.00034198645,0.001,0.0,0.0,0.0,-1.0
438700429,438700203,-0.038342096,0.033282697,-0.00015247327,0.001,0.0,0.0,0.0,-1.0
438752947,438752719,-0.038531497,0.03282159,-2.8619334e-05,0.001,0.0,0.0,0.0,-1.0
438801768,438801531,-0.038401134,0.033235874,-0.00022350946,0.001,0.0,0.0,0.0,-1.0
438851733,438851499,-0.038521416,0.033342566,-0.000122494,0.001,0.0,0.0,0.0,-1.0
438899249,438899014,-0.038458534,0.033235397,-0.00044376656,0.001,0.0,0.0,0.0,-1.0
438951775,438951532,-0.038438983,0.032852743,-0.00042665214,0.001,0.0,0.0,0.0,-1.0
439000522,439000292,-0.038949892,0.032840293,-0.0003327869,0.001,0.0,0.0,0.0,-1.0
439050539,439050308,-0.038874548,0.033065207,-0.00038762414,0.001,0.0,0.0,0.0,-1.0
439103053,439102823,-0.038559213,0.032787956,-0.00017819596,0.001,0.0,0.0,0.0,-1.0
439151825,439151587,-0.038477056,0.03296089,-0.00017250267,0.001,0.0,0.0,0.0,-1.0
439200581,439200352,-0.039216883,0.03298645,-0.00037337354,0.001,0.0,0.0,0.0,-1.0
439249344,439249116,-0.03869833,0.032856483,-0.00016110201,0.001,0.0,0.0,0.0,-1.0
439301868,439301635,-0.038130693,0.03290304,-0.00028039428,0.001,0.0,0.0,0.0,-1.0
439350628,439350395,-0.038425025,0.0325397,-0.0002111368,0.001,0.0,0.0,0.0,-1.0
439401901,439401662,-0.038546357,0.033179596,-0.00041582022,0.001,0.0,0.0,0.0,-1.0
439453153,439452926,-0.038175885,0.033050284,-0.0002267676,0.001,0.0,0.0,0.0,-1.0
439501928,439501693,-0.038794458,0.03348562,-0.00024115923,0.001,0.0,0.0,0.0,-1.0
439551933,439551705,-0.038396373,0.032910403,-0.0001347434,0.001,0.0,0.0,0.0,-1.0
439599447,439599219,-0.03857229,0.032523576,-0.00016072851,0.001,0.0,0.0,0.0,-1.0
439651971,439651735,-0.03835602,0.032703098,-0.00029005125,0.001,0.0,0.0,0.0,-1.0
439700728,439700498,-0.03920327,0.032818224,-0.00031063426,0.001,0.0,0.0,0.0,-1.0
439750751,439750515,-0.03921857,0.032903403,-0.0001972519,0.001,0.0,0.0,0.0,-1.0
